# Dominican republic Mencia pasture succession and Aceitillar morphometic data,,,,,,,,
"# Original file ""Mencia body cond site pers indivs.xls"" was received from Steve Latta via meail and saved as a workding  .csv file on 2/5/2018.
",,,,,,,,
"# Original .xls file password proteted; password = ""final""  all lower case",,,,,,,,
"# This file only contains wing and mass data for ""site persistent"" individuals as scored by SL latta",,,,,,,,
"# See  file ""All Mencia B.xls"" for SL's original site persistence data (capture histories in wide formake",,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 2/5/2018,,,,,,,,
# Note that morphometic data occurs in other spreadsheets but usually not all years are available; this also include Mencia AND Aceitillliar,,,,,,,,
spp.code,age,sex,site,date.cap.org,wing,tarsus,mass,site.age
OVEN,HY,,Morelia,22-Nov-03,70.5,21.4,16.9,10yr
OVEN,HY,,Morelia,17-Nov-04,72,22.1,17.5,10yr
OVEN,AHY,,Morelia,23-Nov-03,72.5,21.8,17.3,10yr
OVEN,AHY,,Morelia,18-Nov-04,70.5,21.4,17,10yr
OVEN,HY,,Morelia,29-Nov-06,76.5,22.5,18.1,10yr
OVEN,HY,,Morelia,17-Nov-04,72.5,22.8,18.4,10yr
OVEN,HY,,Morelia,21-Nov-03,73,22.4,18.1,10yr
OVEN,HY,,Morelia,19-Nov-05,73,21.4,17.3,10yr
OVEN,HY,,Morelia,18-Nov-05,73,22.5,18.2,10yr
OVEN,AHY,,Morelia,20-Nov-04,72.5,22.2,18,10yr
OVEN,AHY,,Morelia,18-Jan-07,73.5,22.4,18.3,10yr
OVEN,HY,,Morelia,18-Nov-05,71.5,22.2,18.2,10yr
OVEN,HY,,Morelia,17-Jan-07,74.5,21.8,18,10yr
OVEN,AHY,,Morelia,19-Nov-05,74,22.5,18.6,10yr
OVEN,AHY,,Morelia,16-Nov-04,71.5,21.6,17.9,10yr
OVEN,HY,,Morelia,17-Nov-04,73,22,18.3,10yr
OVEN,AHY,,Morelia,18-Nov-04,70.5,21.1,17.6,10yr
OVEN,HY,,Morelia,18-Nov-04,77,22.6,18.9,10yr
OVEN,HY,,Morelia,22-Nov-03,73,22.7,19,10yr
OVEN,HY,,Morelia,21-Nov-05,72.5,22.8,19.1,10yr
OVEN,AHY,,Morelia,22-Nov-03,72.5,21,17.6,10yr
OVEN,HY,,Morelia,19-Nov-05,72.5,23.2,19.5,10yr
OVEN,HY,,Morelia,17-Nov-04,78,22.3,18.8,10yr
OVEN,AHY,,Morelia,24-Feb-04,73,21.6,18.3,10yr
OVEN,HY,,Morelia,16-Jan-05,74.5,22.4,19,10yr
OVEN,AHY,,Morelia,17-Nov-04,75,21.8,18.5,10yr
OVEN,AHY,,Morelia,22-Nov-03,72,22.1,18.8,10yr
OVEN,AHY,,Morelia,22-Nov-03,73.5,22.4,19.2,10yr
OVEN,AHY,,Morelia,8-Jan-04,74.5,21.7,18.6,10yr
OVEN,HY,,Morelia,20-Jan-07,74.5,20.9,18,10yr
OVEN,HY,,Morelia,1-Dec-06,72,23.1,20.4,10yr
OVEN,AHY,,Morelia,18-Nov-04,74,23.2,20.5,10yr
OVEN,HY,,Morelia,30-Nov-06,73.5,22.7,20.1,10yr
OVEN,HY,,Morelia,24-Feb-04,73,21.5,19.2,10yr
OVEN,AHY,,Morelia,23-Nov-03,77,23.2,20.9,10yr
OVEN,HY,,Morelia,17-Jan-07,70,21.8,20.2,10yr
OVEN,AHY,,Morelia,22-Nov-03,75.5,20.5,19.1,10yr
OVEN,AHY,,Morelia,19-Nov-05,77,22.2,20.8,10yr
OVEN,HY,,Morelia,18-Nov-04,73,21.1,20.1,10yr
OVEN,HY,,Morelia,15-Jan-05,73.5,17.5,17.3,10yr
OVEN,AHY,,Aceitillar,111496,75.5,22.8,20.2,Aceitillar
OVEN,HY,,Aceitillar,111496,75,25.9,20.4,Aceitillar
OVEN,AHY,,Aceitillar,111496,77,22.5,20.4,Aceitillar
OVEN,HY,,Aceitillar,111596,72,26.1,18.4,Aceitillar
OVEN,HY,,Aceitillar,111696,74.5,23.8,18.9,Aceitillar
OVEN,AHY,,Aceitillar,111696,72,22.5,17.7,Aceitillar
OVEN,HY,,Aceitillar,111996,72,22.7,18.9,Aceitillar
OVEN,AHY,,Aceitillar,111996,77,23.4,19.8,Aceitillar
OVEN,HY,,Aceitillar,111996,75,22.4,20.5,Aceitillar
OVEN,AHY,,Aceitillar,111996,77.5,24.2,18.7,Aceitillar
OVEN,AHY,,Aceitillar,2-Feb-97,74.5,,18.1,Aceitillar
OVEN,AHY,,Aceitillar,111996,74,22.8,18.7,Aceitillar
OVEN,HY,,Aceitillar,111496,70,20.9,16.6,Aceitillar
OVEN,HY,,Aceitillar,111496,71,22,16.3,Aceitillar
OVEN,HY,,Aceitillar,111596,78,22.9,21.2,Aceitillar
OVEN,HY,,Aceitillar,111596,77,22.5,18.8,Aceitillar
OVEN,HY,,Aceitillar,112096,81,26.2,19.6,Aceitillar
OVEN,HY,,Aceitillar,112096,78,25.3,19.2,Aceitillar
OVEN,AHY,,Aceitillar,112096,76,22.9,18.5,Aceitillar
OVEN,HY,,Aceitillar,112096,77,25,17.7,Aceitillar
OVEN,AHY,,Aceitillar,112096,80,22.9,19.8,Aceitillar
OVEN,HY,,Aceitillar,112196,77,22,20.2,Aceitillar
OVEN,AHY,,Aceitillar,8-Nov-93,71,24,18.4,Aceitillar
OVEN,HY,,Aceitillar,1/16/1995,74,,19.3,Aceitillar
OVEN,HY,,Aceitillar,1/17/1995,77,,17.8,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,73,25.0/22.4,17.5,Aceitillar
OVEN,HY,,Aceitillar,1/17/1995,71.5,,19.1,Aceitillar
OVEN,AHY,,Aceitillar,1/22/1996,72,24.4,16,Aceitillar
OVEN,HY,,Aceitillar,1/27/1995,72,,17.5,Aceitillar
OVEN,AHY,,Aceitillar,31-Jan-97,72,,18,Aceitillar
OVEN,AHY,,Aceitillar,31-Jan-97,76,,17.6,Aceitillar
OVEN,AHY,,Aceitillar,1/23/1996,77,24.8,17.9,Aceitillar
OVEN,HY,,Aceitillar,1/27/1995,72,,18,Aceitillar
OVEN,HY,,Aceitillar,1/27/1995,72,,21.5,Aceitillar
OVEN,HY,,Aceitillar,1/27/1995,72,,19.6,Aceitillar
OVEN,AHY,,Aceitillar,1/29/1995,73.5,,18.1,Aceitillar
OVEN,AHY,,Aceitillar,2-Feb-97,74,,18.1,Aceitillar
OVEN,HY,,Aceitillar,1/24/1996,72.5,24.4,18.3,Aceitillar
OVEN,HY,,Aceitillar,1/25/1996,74,23.7,17.4,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,74,24.9,17,Aceitillar
OVEN,AHY,,Aceitillar,2-Feb-97,75.5,,17.7,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,80,24.3,18,Aceitillar
OVEN,AHY,,Aceitillar,2-Feb-97,72.5,,15.9,Aceitillar
OVEN,HY,,Aceitillar,1/25/1996,70.5,24.9,16.9,Aceitillar
OVEN,HY,,Aceitillar,30-Jan-97,79.5,,20.9,Aceitillar
OVEN,HY,,Aceitillar,30-Jan-97,73.5,23.2,17.7,Aceitillar
OVEN,AHY,,Aceitillar,1-Feb-97,72.5,,17.3,Aceitillar
OVEN,HY,,Aceitillar,1-Feb-97,76.5,,18.9,Aceitillar
OVEN,HY,,Aceitillar,2-Feb-97,75.5,,17.4,Aceitillar
OVEN,HY,,Aceitillar,2-Feb-97,73,,17.6,Aceitillar
OVEN,HY,,Aceitillar,2-Feb-97,71,,18.1,Aceitillar
OVEN,AHY,,Aceitillar,3-Feb-97,71,,16.4,Aceitillar
OVEN,HY,,Aceitillar,12197,71,20.4,17.8,Aceitillar
OVEN,AHY,,Aceitillar,12497,77,25.4,20.3,Aceitillar
OVEN,AHY,,Aceitillar,12497,78,25.8,20.4,Aceitillar
OVEN,AHY,,Aceitillar,12597,76,22.5,19.1,Aceitillar
OVEN,HY,,Aceitillar,12597,74,24,18.5,Aceitillar
OVEN,HY,,Aceitillar,12597,71,20.6,18.4,Aceitillar
OVEN,HY,,Aceitillar,12597,72,24.2,16.5,Aceitillar
OVEN,AHY,,Aceitillar,30597,70.5,25.1,18.7,Aceitillar
OVEN,AHY,,Aceitillar,31197,74.5,25.6,18.6,Aceitillar
OVEN,AHY,,Aceitillar,30-Jan-97,76.5,,17.1,Aceitillar
OVEN,AHY,,Aceitillar,1/22/1996,77.5,24.6,18.8,Aceitillar
OVEN,HY,,Aceitillar,8-Nov-93,73,23.9,18.4,Aceitillar
OVEN,HY,,Aceitillar,8-Nov-93,73,24.8,18.6,Aceitillar
OVEN,HY,,Aceitillar,9-Nov-93,71.5,23.7,19.3,Aceitillar
OVEN,AHY,,Aceitillar,9-Nov-93,73,24,16.4,Aceitillar
OVEN,HY,,Aceitillar,9-Nov-93,71,24.2,18,Aceitillar
OVEN,HY,,Aceitillar,9-Nov-93,69,24.4,17.2,Aceitillar
OVEN,HY,,Aceitillar,9-Nov-93,73,24.6,18.1,Aceitillar
OVEN,AHY,,Aceitillar,9-Nov-93,71.5,23.2,17,Aceitillar
OVEN,HY,,Aceitillar,10-Nov-93,72,23.6,18.2,Aceitillar
OVEN,HY,,Aceitillar,10-Nov-93,71,23.7,16.2,Aceitillar
OVEN,HY,,Aceitillar,10-Nov-93,76,,20.8,Aceitillar
OVEN,HY,,Aceitillar,10-Nov-93,71,,18.3,Aceitillar
OVEN,AHY,,Aceitillar,12-Nov-93,75.5,22,17.5,Aceitillar
OVEN,HY,,Aceitillar,15-Jan-94,72.5,24.8,19.1,Aceitillar
OVEN,HY,,Aceitillar,15-Jan-94,74,24,18.5,Aceitillar
OVEN,AHY,,Aceitillar,16-Jan-94,76,24.8,20,Aceitillar
OVEN,HY,,Aceitillar,21-Jan-94,76,24.5,18.3,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,78.5,25.4,20.2,Aceitillar
OVEN,HY,,Aceitillar,21-Jan-94,80,25.8,21.2,Aceitillar
OVEN,HY,,Aceitillar,21-Jan-94,73.5,,21.4,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,77,24.2,19.4,Aceitillar
OVEN,HY,,Aceitillar,22-Jan-94,77.5,24.3,20,Aceitillar
OVEN,HY,,Aceitillar,3-Mar-94,74,26.2,18,Aceitillar
OVEN,AHY,,Aceitillar,1/25/1996,75.5,25.8,18.9,Aceitillar
RLTH,AHY,,Caoba,9-Jan-05,123.5,41.1,62.7,5yr
RLTH,AHY,,Caoba,8-Jan-05,121,36.3,55.9,5yr
RLTH,AHY,,Caoba,12-Jan-05,125.5,41.1,63.4,5yr
RLTH,AHY,,Caoba,12-Nov-04,122.5,42.3,65.4,5yr
RLTH,AHY,,Caoba,5-Jan-04,120.5,38.6,61.8,5yr
RLTH,HY,,Caoba,10-Feb-05,118.5,40,64.4,5yr
RLTH,AHY,,Caoba,11-Jan-05,119.5,41.5,67.2,5yr
RLTH,AHY,,Caoba,9-Jan-05,126,39.6,64.5,5yr
RLTH,AHY,,Caoba,8-Feb-05,122,38.7,63.2,5yr
RLTH,AHY,,Caoba,15-Jan-07,121,40.6,66.5,5yr
RLTH,AHY,,Caoba,26-Nov-06,132,40.6,67,5yr
RLTH,HY,,Caoba,10-Feb-05,118,40.5,67,5yr
RLTH,AHY,,Caoba,26-Nov-06,115.5,38.8,64.3,5yr
RLTH,AHY,,Caoba,11-Jan-05,120,40.2,67,5yr
RLTH,AHY,,Caoba,10-Jan-05,117,37.9,63.4,5yr
RLTH,AHY,,Caoba,11-Feb-05,120.5,39.8,66.7,5yr
RLTH,AHY,,Caoba,9-Jan-05,118,38.9,65.2,5yr
RLTH,HY,,Caoba,9-Feb-05,115,36.8,61.7,5yr
RLTH,AHY,,Caoba,10-Jan-05,114.5,35.9,60.4,5yr
RLTH,AHY,,Caoba,20-Feb-07,120,39.6,66.9,5yr
RLTH,AHY,,Caoba,9-Jan-05,119.5,40.5,68.8,5yr
RLTH,AHY,,Caoba,9-Jan-05,118.5,40.1,68.3,5yr
RLTH,AHY,,Caoba,15-Jan-07,121.5,39.1,67.8,5yr
RLTH,HY,,Caoba,9-Feb-05,121.5,38.4,67.1,5yr
RLTH,AHY,,Caoba,16-Jan-07,118.5,38.6,67.5,5yr
RLTH,HY,,Caoba,9-Feb-05,121.5,38.5,67.5,5yr
RLTH,AHY,,Caoba,9-Feb-05,131,41.4,73.3,5yr
RLTH,AHY,,Caoba,11-Jan-05,125,40.9,72.5,5yr
RLTH,AHY,,Caoba,17-Jan-06,117.5,39.7,70.8,5yr
RLTH,AHY,,Caoba,10-Jan-05,120,37.9,68.2,5yr
RLTH,AHY,,Caoba,8-Feb-05,126.5,38.3,69,5yr
RLTH,AHY,,Caoba,15-Dec-05,120.5,39,70.3,5yr
RLTH,HY,,Caoba,26-Nov-06,126.5,43.2,78.2,5yr
RLTH,AHY,,Caoba,15-Nov-04,122,39,71.7,5yr
RLTH,AHY,,Caoba,26-Nov-06,123.5,40.1,73.9,5yr
RLTH,AHY,,Caoba,18-Dec-05,117.5,37.2,69,5yr
RLTH,AHY,,Caoba,26-Nov-06,125,36.8,68.8,5yr
RLTH,AHY,,Caoba,15-Jan-07,120.5,38.2,72.3,5yr
RLTH,AHY,,Caoba,10-Feb-05,121,39.1,74.1,5yr
RLTH,AHY,,Caoba,28-Nov-06,113,35.9,86.4,5yr
RLTH,HY,,Corral,4-Dec-06,118,39.9,63.6,20yr
RLTH,HY,,Corral,26-Feb-07,124,39.6,65,20yr
RLTH,AHY,,Corral,24-Jan-07,131.5,39.5,65.3,20yr
RLTH,HY,,Corral,19-Feb-05,121.5,39.7,66.2,20yr
RLTH,AHY,,Corral,24-Nov-04,115.5,37.9,64.3,20yr
RLTH,AHY,,Corral,19-Jan-05,122,37.6,64,20yr
RLTH,HY,,Corral,1-Mar-07,119.5,37.8,64.9,20yr
RLTH,HY,,Corral,19-Feb-05,122,39.1,67.4,20yr
RLTH,AHY,,Corral,21-Jan-05,119,40.3,70.4,20yr
RLTH,AHY,,Corral,24-Nov-04,124,38,68.5,20yr
RLTH,HY,,Corral,23-Nov-05,117,38.2,69.1,20yr
RLTH,AHY,,Corral,17-Jan-05,123.5,38.9,70.6,20yr
RLTH,HY,,Corral,18-Feb-05,120,34.3,64,20yr
RLTH,AHY,,Corral,24-Nov-04,114.5,30.9,57.9,20yr
RLTH,HY,,Corral,22-Jan-06,118,40.3,76.5,20yr
RLTH,AHY,,Cueva,4-Feb-05,117,39.7,60.6,2yr
RLTH,AHY,,Cueva,6-Jan-05,120,39.8,62,2yr
RLTH,AHY,,Cueva,7-Feb-05,117,38,61,2yr
RLTH,AHY,,Cueva,6-Jan-05,118,40.3,65,2yr
RLTH,AHY,,Cueva,9-Jan-07,125,40.6,65.5,2yr
RLTH,AHY,,Cueva,6-Jan-05,124,39.7,64.2,2yr
RLTH,AHY,,Cueva,10-Nov-04,119.5,38.6,62.7,2yr
RLTH,AHY,,Cueva,4-Jan-04,126,42,68.3,2yr
RLTH,AHY,,Cueva,5-Jan-04,119.5,41.6,67.7,2yr
RLTH,AHY,,Cueva,9-Jan-07,116,39.7,65.4,2yr
RLTH,AHY,,Cueva,10-Nov-04,122,39.1,64.5,2yr
RLTH,AHY,,Cueva,10-Nov-04,118.5,37.4,62.3,2yr
RLTH,AHY,,Cueva,7-Jan-05,130.5,41.2,69,2yr
RLTH,AHY,,Cueva,10-Nov-04,134.5,41.4,69.5,2yr
RLTH,AHY,,Cueva,20-Nov-06,117,37.7,63.7,2yr
RLTH,AHY,,Cueva,9-Jan-07,119,39.7,67.1,2yr
RLTH,AHY,,Cueva,12-Nov-04,126,40.4,68.4,2yr
RLTH,HY,,Cueva,11-Jan-07,127,39.5,66.9,2yr
RLTH,AHY,,Cueva,6-Jan-05,123.5,39.3,66.7,2yr
RLTH,AHY,,Cueva,7-Feb-05,120.5,40.1,68.4,2yr
RLTH,AHY,,Cueva,11-Feb-06,128.5,40.6,69.5,2yr
RLTH,HY,,Cueva,11-Dec-05,116.5,40.1,68.8,2yr
RLTH,AHY,,Cueva,5-Jan-05,124.5,39.2,67.8,2yr
RLTH,AHY,,Cueva,6-Feb-05,118,39.1,68.9,2yr
RLTH,AHY,,Cueva,10-Nov-04,120,39.2,69.4,2yr
RLTH,AHY,,Cueva,14-Dec-05,117,37.9,67.1,2yr
RLTH,HY,,Cueva,5-Feb-05,115.5,38.7,68.8,2yr
RLTH,AHY,,Cueva,7-Feb-05,123.5,38.4,68.5,2yr
RLTH,AHY,,Cueva,6-Feb-05,119,39.8,71.2,2yr
RLTH,AHY,,Cueva,5-Jan-05,127,41.3,73.9,2yr
RLTH,AHY,,Cueva,6-Jan-05,120.5,40.5,72.5,2yr
RLTH,AHY,,Cueva,6-Feb-05,127.5,38.8,69.6,2yr
RLTH,AHY,,Cueva,12-Feb-06,115,37.5,67.6,2yr
RLTH,HY,,Cueva,6-Feb-05,128.5,38.7,70.6,2yr
RLTH,AHY,,Cueva,5-Feb-05,123,39.9,73.8,2yr
RLTH,AHY,,Cueva,6-Feb-05,126,40.2,74.7,2yr
RLTH,HY,,Cueva,15-Dec-05,118.5,37.6,70.7,2yr
RLTH,AHY,,Cueva,3-Feb-05,125.5,40,76.6,2yr
RLTH,AHY,,Cueva,12-Nov-04,131.5,39.7,76.7,2yr
RLTH,AHY,,Cueva,15-Feb-07,117.5,38.2,91.7,2yr
RLTH,AHY,,Morelia,21-Nov-05,129.5,41.6,63.1,10yr
RLTH,AHY,,Morelia,14-Jan-05,123.5,41.2,63.9,10yr
RLTH,AHY,,Morelia,12-Jan-05,119,37.9,60.4,10yr
RLTH,HY,,Morelia,15-Jan-05,122.5,40.1,65.4,10yr
RLTH,AHY,,Morelia,13-Jan-05,118,40,65.4,10yr
RLTH,HY,,Morelia,14-Jan-05,113,38.9,63.8,10yr
RLTH,HY,,Morelia,25-Feb-07,122,39.2,66.2,10yr
RLTH,AHY,,Morelia,29-Nov-06,120.5,39.9,67.4,10yr
RLTH,HY,,Morelia,15-Jan-05,123.5,40.1,68.7,10yr
RLTH,AHY,,Morelia,15-Jan-05,122.5,39.2,67.4,10yr
RLTH,AHY,,Morelia,24-Feb-07,132,40.7,70.5,10yr
RLTH,AHY,,Morelia,14-Feb-05,120.5,40.6,70.5,10yr
RLTH,AHY,,Morelia,15-Feb-05,125,39.6,70.3,10yr
RLTH,AHY,,Morelia,20-Nov-05,122,40.6,73,10yr
RLTH,AHY,,Morelia,14-Jan-05,124,39.6,72.1,10yr
RLTH,AHY,,Morelia,19-Nov-05,123.5,38,69.5,10yr
RLTH,AHY,,Morelia,25-Feb-04,126,39.5,74.4,10yr
STOF,,,Caoba,17-Dec-05,77.5,20.9,18.1,5yr
STOF,,,Caoba,10-Feb-05,82.5,20.8,18.2,5yr
STOF,,,Caoba,11-Jan-05,82.5,20.5,18.4,5yr
STOF,HY,,Caoba,16-Nov-04,82.5,21.7,19.5,5yr
STOF,AHY,,Caoba,11-Nov-03,81,20.3,18.4,5yr
STOF,AHY,,Caoba,19-Feb-07,79.5,20.8,19.3,5yr
STOF,,,Caoba,9-Feb-05,83.5,20.7,19.4,5yr
STOF,,,Caoba,7-Jan-04,83,20.4,19.8,5yr
STOF,,,Caoba,18-Jan-06,81,20.5,19.9,5yr
STOF,HY,,Corral,28-Feb-07,76.5,20.4,16.8,20yr
STOF,,,Corral,22-Jan-06,79.5,20.6,17.5,20yr
STOF,,,Corral,17-Jan-05,75,19.6,17.6,20yr
STOF,HY,,Corral,1-Mar-07,80,20.7,18.7,20yr
STOF,,,Corral,21-Jan-05,85.5,20.4,18.5,20yr
STOF,,,Corral,17-Jan-05,81.5,21.3,19.4,20yr
STOF,,,Corral,17-Jan-05,82.5,21.3,19.4,20yr
STOF,,,Corral,25-Feb-04,83.5,22,20.1,20yr
STOF,,,Corral,24-Feb-06,78,19.7,18,20yr
STOF,,,Corral,26-Dec-05,80,21.1,19.3,20yr
STOF,,,Corral,19-Feb-05,81.5,21.3,19.5,20yr
STOF,HY,,Corral,27-Feb-07,82,20.5,18.9,20yr
STOF,,,Corral,23-Feb-06,77,19.8,18.6,20yr
STOF,,,Corral,18-Feb-05,81.5,21.3,20.4,20yr
STOF,,,Corral,17-Feb-05,82.5,20.5,20.3,20yr
STOF,,,Corral,26-Feb-04,84,19.8,20.3,20yr
STOF,HY,,Cueva,7-Jan-05,76.5,20.4,16.2,2yr
STOF,,,Cueva,19-Feb-04,75,17.9,14.7,2yr
STOF,,,Cueva,7-Feb-05,83,21.2,18.1,2yr
STOF,AHY,,Cueva,16-Feb-07,83.5,20.2,17.3,2yr
STOF,AHY,,Cueva,17-Feb-07,82.5,21.7,18.6,2yr
STOF,,,Cueva,20-Feb-04,76.5,20.4,18.1,2yr
STOF,,,Cueva,10-Nov-03,83,20.6,18.7,2yr
STOF,,,Cueva,10-Jan-06,76.5,20.7,18.8,2yr
STOF,,,Cueva,8-Jan-07,83.5,21.4,19.5,2yr
STOF,HY,,Cueva,12-Nov-04,84,20.7,19.1,2yr
STOF,,,Cueva,7-Jan-05,83.5,21.2,19.6,2yr
STOF,HY,,Cueva,15-Feb-07,80.5,20.2,18.8,2yr
STOF,AHY,,Cueva,17-Feb-07,82.5,21.1,19.7,2yr
STOF,,,Cueva,14-Feb-06,76,19.6,18.7,2yr
STOF,,,Cueva,19-Feb-04,86,21.4,20.7,2yr
STOF,,,Cueva,12-Feb-06,78.5,20.5,20.3,2yr
STOF,,,Cueva,3-Feb-05,83.5,20.3,21.1,2yr
STOF,AHY,,Cueva,5-Jan-05,82,20.4,22.3,2yr
STOF,,,Morelia,15-Jan-05,81.5,21.5,17.7,10yr
STOF,,,Morelia,23-Nov-03,76.5,21,17.9,10yr
STOF,,,Morelia,21-Nov-03,82,20.4,17.8,10yr
STOF,,,Morelia,7-Jan-04,78.5,21.8,19.1,10yr
STOF,,,Morelia,13-Feb-05,83.5,21.3,18.7,10yr
STOF,,,Morelia,12-Jan-05,78.5,20,17.9,10yr
STOF,,,Morelia,19-Feb-06,79,20.5,18.5,10yr
STOF,,,Morelia,24-Feb-04,80.5,21.2,19.2,10yr
STOF,,,Morelia,14-Feb-05,76.5,19.7,18.1,10yr
STOF,,,Morelia,19-Feb-06,83,21.2,19.5,10yr
STOF,HY,,Morelia,22-Feb-07,84,20.2,18.8,10yr
STOF,,,Morelia,24-Feb-04,77,20.4,19.1,10yr
STOF,,,Morelia,21-Jan-06,77.5,20.6,19.3,10yr
STOF,HY,,Morelia,23-Feb-07,85,20.3,19.4,10yr
STOF,,,Morelia,22-Nov-03,85,20.6,19.8,10yr
STOF,,,Morelia,15-Feb-05,85,20.8,20.1,10yr
STOF,HY,,Morelia,16-Nov-04,78.5,20.5,20.1,10yr
STOF,,,Morelia,8-Jan-04,85.5,21.1,21.3,10yr
STOF,,,Morelia,22-Nov-03,84,20,20.2,10yr
STOF,,,Morelia,20-Feb-06,80,17.7,18,10yr
STOF,AHY,,Morelia,19-Feb-06,83.5,20.8,21.3,10yr
STOF,,,Aceitillar,15-Jan-94,78,23,20.8,Aceitillar
STOF,,,Aceitillar,16-Jan-94,83,23.8,19.1,Aceitillar
STOF,,,Aceitillar,16-Jan-94,80.5,23.5,20.1,Aceitillar
STOF,,,Aceitillar,16-Jan-94,82,22.5,17.6,Aceitillar
STOF,,,Aceitillar,16-Jan-94,84,21.5,18.8,Aceitillar
STOF,,,Aceitillar,17-Jan-92,80,22.6,19,Aceitillar
STOF,,,Aceitillar,20-Jan-94,77,22,18.1,Aceitillar
STOF,,,Aceitillar,21-Jan-94,80,22.7,17.9,Aceitillar
STOF,,,Aceitillar,21-Jan-94,82,22.3,18.6,Aceitillar
STOF,,,Aceitillar,22-Jan-94,82,21.9,17.8,Aceitillar
STOF,AHY,,Aceitillar,30597,78.5,23.7,20.1,Aceitillar
STOF,AHY,,Aceitillar,30597,84,22.5,19.4,Aceitillar
STOF,AHY,,Aceitillar,30697,75,24,19.2,Aceitillar
STOF,AHY,,Aceitillar,30697,78,23.2,19.5,Aceitillar
STOF,AHY,,Aceitillar,30697,80,22.8,20.2,Aceitillar
STOF,AHY,,Aceitillar,31097,79,22.9,17.8,Aceitillar
STOF,,,Aceitillar,31197,81,21.4,18.9,Aceitillar
STOF,AHY,,Aceitillar,31197,79.5,22.9,19.2,Aceitillar
STOF,AHY,,Aceitillar,8-Nov-93,80,23.7,21.5,Aceitillar
STOF,AHY,,Aceitillar,10-Nov-93,81,23.2,18.1,Aceitillar
STOF,AHY,,Aceitillar,11-Nov-93,79,23.3,19.5,Aceitillar
STOF,AHY,,Aceitillar,11-Nov-93,81,23.8,22,Aceitillar
STOF,AHY,,Aceitillar,31-Jan-97,78,,19,Aceitillar
STOF,,,Aceitillar,11997,78,23.5,19.3,Aceitillar
STOF,,,Aceitillar,12197,84,21,21.5,Aceitillar
STOF,,,Aceitillar,12197,76,23.1,17.8,Aceitillar
STOF,AHY,,Aceitillar,12497,84,20.6,19.8,Aceitillar
STOF,AHY,,Aceitillar,12497,76.5,22.4,18.9,Aceitillar
STOF,AHY,,Aceitillar,12597,82,19.8,17.8,Aceitillar
STOF,AHY,,Aceitillar,12597,78.5,23.5,17.1,Aceitillar
STOF,,,Aceitillar,22-Jan-94,83,23.2,18.9,Aceitillar
STOF,,,Aceitillar,22-Jan-94,79,22.9,17.7,Aceitillar
STOF,,,Aceitillar,3-Mar-94,82,23.1,18.8,Aceitillar
STOF,AHY,,Aceitillar,1/28/1995,80.5,,16.9,Aceitillar
STOF,,,Aceitillar,1/29/1995,79.5,,16.5,Aceitillar
STOF,,,Aceitillar,1/25/1996,86.5,23.5,19.2,Aceitillar
STOF,,,Aceitillar,31-Jan-97,85.5,,19.9,Aceitillar
STOF,,,Aceitillar,31-Jan-97,84,,19.2,Aceitillar
STOF,,,Aceitillar,2-Feb-97,80,20.9,18.4,Aceitillar
YFGR,AHY,F,Morelia,20-Dec-05,49,16.4,7.7,10yr
YFGR,HY,F,Morelia,8-Jan-04,48.5,16.1,7.8,10yr
YFGR,HY,F,Morelia,8-Jan-04,47,15.8,7.7,10yr
YFGR,HY,F,Morelia,22-Nov-03,47,16.7,8.2,10yr
YFGR,HY,F,Morelia,19-Dec-05,51,16.9,8.8,10yr
YFGR,HY,F,Morelia,18-Nov-04,47.5,15.8,8.4,10yr
YFGR,AHY,F,Morelia,18-Nov-04,47,17,9.1,10yr
YFGR,AHY,F,Morelia,18-Nov-04,49,15.3,8.2,10yr
YFGR,AHY,F,Morelia,23-Feb-07,50.5,16.2,8.7,10yr
YFGR,HY,F,Morelia,24-Feb-07,48.5,15.9,8.7,10yr
YFGR,AHY,F,Morelia,18-Nov-04,49.5,16.6,9.1,10yr
YFGR,HY,F,Morelia,21-Dec-05,50.5,16.1,9,10yr
YFGR,AHY,F,Morelia,18-Nov-04,49.5,15.7,8.9,10yr
YFGR,AHY,F,Morelia,19-Nov-05,49,15.5,9.2,10yr
YFGR,AHY,F,Morelia,19-Nov-04,49.5,15.8,9.5,10yr
YFGR,AHY,F,Morelia,17-Nov-04,48.5,15.4,10.5,10yr
YFGR,HY,M,Morelia,12-Feb-05,49,15.8,7.7,10yr
YFGR,AHY,M,Morelia,22-Feb-07,48,16.6,8.1,10yr
YFGR,HY,M,Morelia,20-Dec-05,49.5,15.5,7.6,10yr
YFGR,AHY,M,Morelia,12-Feb-05,51.5,16.7,8.3,10yr
YFGR,AHY,M,Morelia,21-Jan-06,48.5,15.2,7.6,10yr
YFGR,AHY,M,Morelia,16-Jan-05,49.5,16.3,8.3,10yr
YFGR,AHY,M,Morelia,21-Nov-03,50,15.6,8,10yr
YFGR,AHY,M,Morelia,17-Nov-04,48.5,16,8.3,10yr
YFGR,AHY,M,Morelia,28-Nov-06,50,15.9,8.3,10yr
