"spp.code","site","bnd.pre","bnd.suf","col","ag","sx","date","wng","tar","mass","wndr","rc.03.N","rs.03.N","rc.04.J","rs.04.J","rc.04.F","rs.04.F","rc.04.N","rs.04.N","rc.05.J","rs.05.J","rc.05.F","rs.05.F","rc.05.N","rs.05.N","rc.06.J","rs.06.J","rc.06.F","rs.06.F","rc.06.N","rs.06.N","rc.07.J","rs.07.J","rc.07.F","rs.07.F","rc.07.N","rs.07.N","rc.08.J","rs.08.J","date.cap.orig","yr","mo","day","nts","yr.num","site.ag.init","site.ag","bnd","stat.focals","num.rc.rs","persist","spp","stat","hab1","diet"
"COYE","La Caoba","2280","33750","XR-YR","HY","M","15-Nov-04",55,19.7,9.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-15,"2004",11,15,NA,2004,5,6,"2280-33750","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2430","14132","YR-XY","HY","M","21-Nov-06",53,20.3,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,"1","1",NA,NA,NA,2006-11-21,"2006",11,21,NA,2006,2,5,"2430-14132","mig",5,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2430","14312","WR-XY","AHY","F","14-Feb-07",50,19.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf","1",NA,NA,NA,NA,NA,2007-02-14,"2007",2,14,NA,2007,2,6,"2430-14312","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78591","YX-BW","AHY","F","11-Nov-03",52,20.5,8.8,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78591","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba",NA,"456","XR-RW","AHY","M","16-Nov-05",55,20.2,8.6,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-16,"2005",11,16,NA,2005,5,7,"NA-456","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14068","XW-WY","AHY","M","14-Jan-06",57.5,21,9.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-14,"2006",1,14,NA,2006,5,8,"2430-14068","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2250","78676","RR-XR","AHY","M","5-Jan-04",53.5,19.3,9.3,"W","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-05,"2004",1,5,NA,2004,2,3,"2250-78676","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2430","14327","WX-WW","HY","M","17-Feb-07",53.5,20.5,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,2007-02-17,"2007",2,17,NA,2007,2,6,"2430-14327","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78604","WR-BX","AHY","M","11-Nov-03",53.5,20.7,9.9,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78604","mig",3,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2280","33204","RB-XY","HY","F","7-Jan-04",50,20.1,8.2,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,2004-01-07,"2004",1,7,NA,2004,10,11,"2280-33204","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2280","33213","YB-XY","HY","F","8-Jan-04",53,19.8,8.9,"W","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-08,"2004",1,8,NA,2004,10,11,"2280-33213","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2280","33774","XR-WB","HY","M","17-Nov-04",55,20.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-17,"2004",11,17,NA,2004,10,11,"2280-33774","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78588","WX-BW","AHY","F","11-Nov-03",51.5,20.6,8.9,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78588","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14266","XY-YW","HY","F","15-Jan-07",52.5,20,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,"1",NA,NA,NA,2007-01-15,"2007",1,15,NA,2007,5,9,"2430-14266","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2280","33799","XB-BW","AHY","F","19-Nov-04",53.5,20.2,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-19,"2004",11,19,NA,2004,10,11,"2280-33799","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33266","RX-YY","AHY","M","22-Feb-04",57,20.8,10.2,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,2004-02-22,"2004",2,22,NA,2004,5,6,"2280-33266","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2220","95973","BX-BR","HY","M","16-Jan-05",56,19.6,9.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,2005-01-16,"2005",1,16,NA,2005,10,12,"2220-95973","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14271","XY-RB","HY","F","16-Jan-07",52.5,19,9.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-16,"2007",1,16,NA,2007,5,9,"2430-14271","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14272","WY-XR","HY","M","16-Jan-07",54,20.7,9.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-16,"2007",1,16,NA,2007,5,9,"2430-14272","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14073","RW-XR","AHY","F","15-Jan-06",52.5,19.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,2006-01-15,"2006",1,15,NA,2006,5,8,"2430-14073","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2430","14042","XY-WR","HY","F","22-Dec-05",53,18.9,7.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-22,"2005",12,22,NA,2005,10,12,"2430-14042","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14170","RY-XW","HY",NA,"25-Nov-06",53,20.3,8.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-25,"2006",11,25,NA,2006,5,8,"2430-14170","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2430","14278","XY-WW","HY","M","17-Jan-07",55,19.6,9.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-17,"2007",1,17,NA,2007,10,14,"2430-14278","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2430","14351","XW-RR","HY","F","22-Feb-07",51,19.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,"1",NA,NA,NA,2007-02-22,"2007",2,22,NA,2007,10,14,"2430-14351","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2200","99693","XY-BY","HY","F","8-Jan-05",52.5,18.8,8,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,2005-01-08,"2005",1,8,NA,2005,5,7,"2200-99693","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14160","XW-WR","HY","F","24-Nov-06",50,19.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2430-14160","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2220","95903","XW-BW","HY","F","9-Jan-05",51.5,19.7,9.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-09,"2005",1,9,NA,2005,5,7,"2220-95903","mig",3,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2220","95909","XW-BR","AHY","M","9-Jan-05",54,19.9,8.6,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-09,"2005",1,9,NA,2005,5,7,"2220-95909","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2250","78535","RB-XR","AHY","M","9-Nov-03",53,18.1,8.9,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"2250-78535","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2220","95913","RR-XY","HY","F","9-Jan-05",48,19.3,8,NA,NA,NA,NA,NA,NA,NA,"bf","bf","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-09,"2005",1,9,NA,2005,5,7,"2220-95913","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2250","78553","YB-WX","HY","F","10-Nov-03",47,18.6,8.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,2,2,"2250-78553","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2250","78675","BX-BY","AHY","M","5-Jan-04",NA,NA,NA,NA,"bf","bf","1",NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,2004-01-05,"2004",1,5,NA,2004,2,3,"2250-78675","mig",7,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78559","RX-YB","AHY","F","10-Nov-03",51.5,20.4,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2250-78559","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78613","XB-WW","AHY","F","11-Nov-03",53.5,20.1,9.8,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,"DIED",2003,5,5,"2250-78613","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2430","14116","BW-XR","AHY","F","19-Feb-06",52.5,19.9,10,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-19,"2006",2,19,NA,2006,10,13,"2430-14116","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2370","3870","XR-YB","AHY","M","11-Feb-05",57,20.6,9.1,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,2005-02-11,"2005",2,11,NA,2005,5,7,"2370-3870","mig",3,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2370","3878","XY-WY","AHY","M","11-Feb-05",57,20.5,9,"W",NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-11,"2005",2,11,NA,2005,5,7,"2370-3878","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba",NA,"443","YR-XR","HY","M","14-Nov-05",52,19.2,8.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,5,7,"NA-443","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba",NA,"445","WW-XW","HY","M","14-Nov-05",55,20.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-14,"2005",11,14,NA,2005,5,7,"NA-445","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba",NA,"454","YW-XR","HY","F","16-Nov-05",50.5,20.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-16,"2005",11,16,NA,2005,5,7,"NA-454","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78582","XY-WB","HY","M","11-Nov-03",55.5,20.3,10.2,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78582","mig",3,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33250","XY-BR","HY","F","21-Feb-04",52.5,19.2,8.8,NA,"bf","bf","bf","bf",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-21,"2004",2,21,NA,2004,5,6,"2280-33250","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33260","XY-YR","AHY","M","22-Feb-04",56.5,18.9,9.2,NA,"bf","bf","bf","bf",NA,NA,"1",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-22,"2004",2,22,NA,2004,5,6,"2280-33260","mig",5,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2370","3847","XR-WR","HY","F","8-Feb-05",53.5,19.6,8.3,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-08,"2005",2,8,NA,2005,5,7,"2370-3847","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14020","XW-WB","HY","M","16-Dec-05",52,20.7,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-16,"2005",12,16,NA,2005,5,7,"2430-14020","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78607","WX-WB","AHY","F","11-Nov-03",52.5,19.1,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-11,"2003",11,11,NA,2003,5,5,"2250-78607","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14342","WB-XR","AHY","M","20-Feb-07",52.5,19.6,9.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,2007-02-20,"2007",2,20,NA,2007,5,9,"2430-14342","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14159","YX-RB","HY",NA,"24-Nov-06",52,20.5,9.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2430-14159","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14106","WR-XR","AHY","M","17-Feb-06",54,20.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,2006-02-17,"2006",2,17,NA,2006,5,8,"2430-14106","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14157","YX-WB","HY","M","24-Nov-06",51,19.3,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2430-14157","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14158","BX-WB","HY","F","24-Nov-06",49,19.9,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,2006-11-24,"2006",11,24,NA,2006,5,8,"2430-14158","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78576","WX-BR","HY","M","10-Nov-03",52,20.1,9.8,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",2003-11-10,"2003",11,10,NA,2003,5,5,"2250-78576","mig",7,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78684","YY-XB","HY","M","6-Jan-04",54.5,20,9.3,"W","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78684","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2280","33783","XY-BW","HY","M","17-Nov-04",53,19.3,9.2,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2004-11-17,"2004",11,17,NA,2004,10,11,"2280-33783","mig",6,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2430","14060","BR-BX","AHY","F","12-Jan-06",51,19.1,8.6,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-12,"2006",1,12,NA,2006,2,5,"2430-14060","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78558","WX-BY","HY","M","10-Nov-03",56.5,20.7,11.2,NA,NA,"1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2250-78558","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33722","BR-XR","HY","M","14-Nov-04",51,17.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-14,"2004",11,14,NA,2004,5,6,"2280-33722","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14268","BY-XR","AHY","M","15-Jan-07",52.5,19.8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,"1","1","1","1",NA,NA,NA,2007-01-15,"2007",1,15,NA,2007,5,9,"2430-14268","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33681","RX-RY","HY","M","12-Nov-04",54.5,20.6,10.5,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-12,"2004",11,12,NA,2004,5,6,"2280-33681","mig",8,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33741","XR-BY","HY","F","15-Nov-04",54,20.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-15,"2004",11,15,NA,2004,5,6,"2280-33741","mig",2,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva",NA,"497","YB-XR","HY","M","13-Dec-05",53,19.9,8.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-13,"2005",12,13,NA,2005,2,4,"NA-497","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33726","RY-XY","AHY","F","14-Nov-04",54,19.3,8.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-14,"2004",11,14,NA,2004,5,6,"2280-33726","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2280","33738","WY-RX","AHY","M","15-Nov-04",55.5,20.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,2004-11-15,"2004",11,15,NA,2004,5,6,"2280-33738","mig",4,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78686","YY-RX","HY","F","6-Jan-04",51,20.3,8.3,"W","bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-06,"2004",1,6,NA,2004,5,6,"2250-78686","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2430","14022","XR-WW","HY","F","17-Dec-05",52,19.5,8.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-17,"2005",12,17,NA,2005,5,7,"2430-14022","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2430","14006","YB-XW","HY","F","14-Dec-05",51,19.2,9.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf","bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-14,"2005",12,14,NA,2005,2,4,"2430-14006","mig",0,"NP","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2200","99698","RX-BR","HY","F","8-Jan-05",52,20.5,8.4,NA,NA,NA,NA,NA,NA,NA,"bf","bf","1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-08,"2005",1,8,NA,2005,5,7,"2200-99698","mig",3,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2250","78557","XB-WR","AHY","M","10-Nov-03",55,19.5,10,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-10,"2003",11,10,NA,2003,5,5,"2250-78557","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Caoba","2370","3874","XR-YY","HY","M","11-Feb-05",53,18.4,8.6,NA,NA,NA,NA,NA,NA,NA,"bf","bf","bf","bf",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-11,"2005",2,11,NA,2005,5,7,"2370-3874","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","Morelia","2250","78645","RX-BY","AHY","M","21-Nov-03",55.5,21.4,9.1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-21,"2003",11,21,NA,2003,10,10,"2250-78645","mig",1,"P","Common Yellowthroat","M","SF","I"
"COYE","La Cueva","2250","78536","BY-XY","AHY","M","9-Nov-03",53.5,20.5,10.8,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-09,"2003",11,9,NA,2003,2,2,"2250-78536","mig",3,"P","Common Yellowthroat","M","SF","I"
