"site","band.pre","band.suf","colors","species","age","sex","date","wing","tarsus","mass","wanderer","recap.2003.nov","resight.2003.nov","recap.2004.jan","resight.2004.jan","recap.2004.feb","resight.2004.feb","recap.2004.nov","resight.2004.nov","recap.2005.jan","resight.2005.jan","recap.2005.feb","resight.2005.feb","recap.2005.nov","resight.2005.nov","recap.2006.jan","resight.2006.jan","recap.2006.feb","resight.2006.feb","recap.2006.nov","resight.2006.nov","recap.2007.jan","resight.2007.jan","recap.2007.feb","resight.2007.feb","recap.2007.nov","resight.2007.nov","recap.2008.jan","resight.2008.jan","date2","year","month","day","notes","year.num","site.age.init","site.age","band","status"
"El Corral","4A","299","YX-BY","BCPT","AHY",NA,"21-Jan-05",89,23.6,27.5,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-21,"2005",1,21,NA,2005,20,22,"4A-299","res"
"El Corral","4A","300","WX-BW","BCPT","AHY",NA,"21-Jan-05",87,21.7,25.4,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,2005-01-21,"2005",1,21,NA,2005,20,22,"4A-300","res"
"El Corral","4A","336","RW-XY","BCPT","HY",NA,"17-Feb-05",80,23.1,24.7,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,2005-02-17,"2005",2,17,NA,2005,20,22,"4A-336","res"
"El Corral","4A","337","YR-XY","BCPT","AHY",NA,"18-Feb-05",79.5,22.7,28.7,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"4A-337","res"
"El Corral","4A","338","XY-RW","BCPT","AHY",NA,"20-Feb-05",89.5,24.2,26.6,"P",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,2005-02-20,"2005",2,20,NA,2005,20,22,"4A-338","res"
"El Corral","4A","357","RW-XW","BCPT","HY",NA,"23-Nov-05",83,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-23,"2005",11,23,NA,2005,20,22,"4A-357","res"
"El Corral","4A","358","RB-XW","BCPT","HY",NA,"24-Nov-05",82,22.4,27.7,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,2005-11-24,"2005",11,24,NA,2005,20,22,"4A-358","res"
"El Corral","4A","359","YR-XW","BCPT","HY",NA,"24-Nov-05",83.5,23.8,28,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-24,"2005",11,24,NA,2005,20,22,"4A-359","res"
"El Corral","4A","360","YW-XW","BCPT","HY",NA,"24-Nov-05",85.5,24.3,27,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,2005-11-24,"2005",11,24,NA,2005,20,22,"4A-360","res"
"El Corral","4A","361","XB-YB","BCPT","HY",NA,"25-Nov-05",81.5,22.8,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-25,"2005",11,25,NA,2005,20,22,"4A-361","res"
"El Corral","4A","366","BX-RR","BCPT","AHY",NA,"24-Dec-05",90,24.1,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-24,"2005",12,24,NA,2005,20,22,"4A-366","res"
"El Corral","4A","367","YB-XW","BCPT","AHY",NA,"26-Dec-05",87,23.7,26.6,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2005-12-26,"2005",12,26,NA,2005,20,22,"4A-367","res"
"El Corral","4A","368","YX-RW","BCPT","HY",NA,"26-Dec-05",85.5,22.8,27.3,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X","X",NA,"X",NA,NA,"X",NA,NA,NA,NA,2005-12-26,"2005",12,26,NA,2005,20,22,"4A-368","res"
"El Corral","4A","370","YX-YW","BCPT","AHY",NA,"23-Jan-06",89,23.3,26.7,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-23,"2006",1,23,NA,2006,20,23,"4A-370","res"
"El Corral","4A","371","YX-YB","BCPT","HY",NA,"23-Jan-06",82,23.2,27.5,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",2006-01-23,"2006",1,23,NA,2006,20,23,"4A-371","res"
"El Corral","4A","381","BX-WY","BCPT","SY",NA,"22-Feb-06",84.5,23.2,25.8,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,"X",NA,"Cueva","X",NA,NA,NA,NA,NA,2006-02-22,"2006",2,22,NA,2006,20,23,"4A-381","res"
"El Corral","4A","382","XB-WW","BCPT","SY",NA,"23-Feb-06",84,23.2,28.3,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,2006-02-23,"2006",2,23,NA,2006,20,23,"4A-382","res"
"El Corral","4A","383","YB-YX","BCPT","SY",NA,"23-Feb-06",80.5,22.8,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-23,"2006",2,23,NA,2006,20,23,"4A-383","res"
"El Corral","4A","384","WY-WX","BCPT","SY",NA,"23-Feb-06",84.5,22.5,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-23,"2006",2,23,NA,2006,20,23,"4A-384","res"
"El Corral","4A","402","PX-BW","BCPT","AHY",NA,"2-Dec-06",85,22.8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-12-02,"2006",12,2,NA,2006,20,23,"4A-402","res"
"El Corral","4A","408","XB-GR","BCPT","AHY",NA,"22-Jan-07",92,22.7,24.9,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,2007-01-22,"2007",1,22,NA,2007,20,24,"4A-408","res"
"El Corral","4A","409","XB-PR","BCPT","HY",NA,"23-Jan-07",87,23.6,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"4A-409","res"
"El Corral","4A","415","RG-WX","BCPT","HY",NA,"26-Feb-07",82.5,21.9,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-26,"2007",2,26,NA,2007,20,24,"4A-415","res"
"El Corral","4A","416","RG-XW","BCPT","HY",NA,"27-Feb-07",84.5,22.5,27.1,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a","X",NA,NA,NA,NA,NA,2007-02-27,"2007",2,27,NA,2007,20,24,"4A-416","res"
"El Corral","4A","417","WX-GR","BCPT","HY",NA,"1-Mar-07",81,23.4,27.1,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,"X",NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"4A-417","res"
"El Corral","4A","418","GR-WX","BCPT","HY",NA,"1-Mar-07",82,22.6,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"4A-418","res"
"El Corral","4A","419","RR-GX","BCPT","HY",NA,"1-Mar-07",81,22.1,24.7,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,"X",NA,2007-03-01,"2007",3,1,NA,2007,20,24,"4A-419","res"
"El Corral","2240","21530","X-","BFGR","AHY","F","13-Nov-03",50.5,14.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-13,"2003",11,13,NA,2003,20,20,"2240-21530","res"
"El Corral","2240","21531","X-","BFGR","AHY","F","13-Nov-03",51,15.7,12,"P",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-13,"2003",11,13,NA,2003,20,20,"2240-21531","res"
"El Corral","2240","21555","X-","BFGR","AHY","F","11-Jan-04",52.8,16.6,11.6,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-11,"2004",1,11,NA,2004,20,21,"2240-21555","res"
"El Corral","2240","21817","X-","BFGR","AHY","M","22-Nov-04",54,15.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-22,"2004",11,22,NA,2004,20,21,"2240-21817","res"
"El Corral","2240","21819","X-","BFGR","HY","F","23-Nov-04",54.5,16.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2240-21819","res"
"El Corral","2240","21820","X-","BFGR","AHY","M","24-Nov-04",54,15.8,11.6,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-24,"2004",11,24,NA,2004,20,21,"2240-21820","res"
"El Corral","2240","21897","X-","BFGR",NA,"F","25-Nov-05",50,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-25,"2005",11,25,NA,2005,20,22,"2240-21897","res"
"El Corral","2240","21922","X-","BFGR","HY","M","24-Feb-06",52,15.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-24,"2006",2,24,NA,2006,20,23,"2240-21922","res"
"El Corral","2250","78626","XY-BW","BTBW","HY","M","12-Nov-03",62,18.3,9.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-12,"2003",11,12,NA,2003,20,20,"2250-78626","mig"
"El Corral","2250","78636","X-B","BTBW","HY","F","14-Nov-03",59.5,19.3,8.2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-14,"2003",11,14,NA,2003,20,20,"2250-78636","mig"
"El Corral","2250","78637","X-B","BTBW","AHY","M","14-Nov-03",64,19,9.3,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-11-14,"2003",11,14,NA,2003,20,20,"2250-78637","mig"
"El Corral","2280","33222","XW-RR","BTBW","AHY","F","9-Jan-04",65,19.1,9.1,"W","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-09,"2004",1,9,NA,2004,20,21,"2280-33222","mig"
"El Corral","2280","33289","RX-YY","BTBW","HY","F","26-Feb-04",59,18.6,8.5,"W","n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-26,"2004",2,26,NA,2004,20,21,"2280-33289","mig"
"El Corral","2280","33290","XY-YR","BTBW","HY","F","27-Feb-04",58,17.3,8.1,NA,"n/a","n/a","n/a","n/a",NA,"X",NA,NA,"Corral",NA,"Corral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-02-27,"2004",2,27,NA,2004,20,21,"2280-33290","mig"
"El Corral","2250","78447","XY-RY","BTBW","HY","F","20-Nov-04",60,19.1,10,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,"X","X",NA,NA,NA,NA,NA,"X",NA,NA,NA,"X","X",NA,NA,NA,NA,NA,2004-11-20,"2004",11,20,NA,2004,20,21,"2250-78447","mig"
"El Corral","2250","78448","BX-YY","BTBW","HY","F","21-Nov-04",62,19.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-21,"2004",11,21,NA,2004,20,21,"2250-78448","mig"
"El Corral","2250","78449","XY-WB","BTBW","AHY","M","21-Nov-04",65.5,19.4,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-21,"2004",11,21,NA,2004,20,21,"2250-78449","mig"
"El Corral","2250","78457","YW-WX","BTBW","AHY","F","23-Nov-04",63,18.1,8.7,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78457","mig"
"El Corral","2250","78458","WR-WX","BTBW","AHY","M","23-Nov-04",61.5,18.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,"X","X","X","X","X","X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78458","mig"
"El Corral","2250","78459","XY-WW","BTBW","AHY","M","23-Nov-04",62.5,18,9.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78459","mig"
"El Corral","2250","78463","BX-YB","BTBW","HY","F","23-Nov-04",59.5,18.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78463","mig"
"El Corral","2250","78466","XR-RR","BTBW","AHY","M","23-Nov-04",64,18.6,9.3,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-11-23,"2004",11,23,NA,2004,20,21,"2250-78466","mig"
"El Corral","2220","95980","XR-WW","BTBW","HY","M","18-Jan-05",64,19.3,9.1,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X",NA,"X",NA,"X",NA,"X","X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,2005-01-18,"2005",1,18,NA,2005,20,22,"2220-95980","mig"
"El Corral","2220","95981","XY-WR","BTBW","HY","F","18-Jan-05",59,18.6,8.3,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-18,"2005",1,18,NA,2005,20,22,"2220-95981","mig"
"El Corral","2220","95982","XW-BR","BTBW","HY","F","18-Jan-05",62,17.8,9.6,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-18,"2005",1,18,NA,2005,20,22,"2220-95982","mig"
"El Corral","2220","95986","XY-YB","BTBW","HY","M","19-Jan-05",69,17.9,8.1,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-19,"2005",1,19,NA,2005,20,22,"2220-95986","mig"
"El Corral","2220","95990","XY-RB","BTBW","HY","F","20-Jan-05",59.5,18.5,8.2,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,2005-01-20,"2005",1,20,NA,2005,20,22,"2220-95990","mig"
"El Corral","2220","95991","BW-XR","BTBW","HY","M","20-Jan-05",63.5,19.8,9.5,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-20,"2005",1,20,NA,2005,20,22,"2220-95991","mig"
"El Corral","2220","95994","XY-RW","BTBW","AHY","F","20-Jan-05",61.5,19.1,8.6,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-20,"2005",1,20,NA,2005,20,22,"2220-95994","mig"
"El Corral","2220","95996","XY-RR","BTBW","AHY","F","21-Jan-05",60,18.3,NA,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-01-21,"2005",1,21,NA,2005,20,22,"2220-95996","mig"
"El Corral",NA,"404","RY-XR","BTBW","HY","F","16-Feb-05",61,17.7,9.1,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-16,"2005",2,16,NA,2005,20,22,"NA-404","mig"
"El Corral",NA,"406","XB-BR","BTBW","AHY","M","17-Feb-05",65,19.3,9.1,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-17,"2005",2,17,NA,2005,20,22,"NA-406","mig"
"El Corral",NA,"408","RW-XR","BTBW","HY","F","18-Feb-05",61.5,18.7,8.5,"W",NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-02-18,"2005",2,18,NA,2005,20,22,"NA-408","mig"
"El Corral",NA,"476","XB-RY","BTBW","HY","M","22-Nov-05",62.5,19.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-22,"2005",11,22,NA,2005,20,22,"NA-476","mig"
"El Corral",NA,"479","XW-YB","BTBW","HY","F","23-Nov-05",57.5,18.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-23,"2005",11,23,NA,2005,20,22,"NA-479","mig"
"El Corral",NA,"485","WR-XR","BTBW","AHY","F","26-Nov-05",59,18.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,"X","X","X",NA,"X","X",NA,NA,"X",NA,NA,NA,NA,NA,2005-11-26,"2005",11,26,NA,2005,20,22,"NA-485","mig"
"El Corral",NA,"486","BX-RB","BTBW","AHY","M","26-Nov-05",60.5,18.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X","X",NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,2005-11-26,"2005",11,26,NA,2005,20,22,"NA-486","mig"
"El Corral","2430","14047","RW-XY","BTBW","HY","F","25-Dec-05",61.5,18.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-25,"2005",12,25,NA,2005,20,22,"2430-14047","mig"
"El Corral","2430","14048","BY-BX","BTBW","AHY","M","26-Dec-05",65,18.7,8.8,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-12-26,"2005",12,26,NA,2005,20,22,"2430-14048","mig"
"El Corral","2430","14050","YB-XR","BTBW","HY","F","26-Dec-05",60.5,19,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,"Cueva",NA,NA,NA,NA,NA,NA,NA,NA,2005-12-26,"2005",12,26,NA,2005,20,22,"2430-14050","mig"
"El Corral","2430","14124","RB-XB","BTBW","AHY","M","25-Feb-06",63,18.5,8.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-25,"2006",2,25,NA,2006,20,23,"2430-14124","mig"
"El Corral","2430","14209","WX-YB","BTBW","HY","M","3-Dec-06",63.5,18.6,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,2006-12-03,"2006",12,3,NA,2006,20,23,"2430-14209","mig"
"El Corral","2430","14213","XB-YW","BTBW","HY","F","5-Dec-06",58,17.5,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"2430-14213","mig"
"El Corral","2430","14214","XW-RY","BTBW","HY","M","5-Dec-06",63,18.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,2006-12-05,"2006",12,5,NA,2006,20,23,"2430-14214","mig"
"El Corral","2430","14218","WX-YW","BTBW","HY","M","6-Dec-06",64,18.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","X","X",NA,"X","X",NA,NA,NA,2006-12-06,"2006",12,6,NA,2006,20,23,"2430-14218","mig"
"El Corral","2430","14289","XB-RR","BTBW","HY","F","21-Jan-07",59,17.7,8.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-21,"2007",1,21,NA,2007,20,24,"2430-14289","mig"
"El Corral","2430","14292","RX-YW","BTBW","HY","F","22-Jan-07",60.5,18,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","X","X","X",NA,NA,NA,NA,NA,2007-01-22,"2007",1,22,NA,2007,20,24,"2430-14292","mig"
"El Corral","2430","14293","RX-YR","BTBW","AHY","F","22-Jan-07",62,18.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,"X",NA,NA,NA,NA,NA,NA,2007-01-22,"2007",1,22,NA,2007,20,24,"2430-14293","mig"
"El Corral","2430","14298","YW-XB","BTBW","HY","M","23-Jan-07",62,18.1,9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,2007-01-23,"2007",1,23,NA,2007,20,24,"2430-14298","mig"
"El Corral","2430","14362","WX-RW","BTBW","HY","M","26-Feb-07",60,18.6,7.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-26,"2007",2,26,NA,2007,20,24,"2430-14362","mig"
"El Corral","2430","14365","RX-RR","BTBW","AHY","M","28-Feb-07",64,17.8,7.9,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-02-28,"2007",2,28,NA,2007,20,24,"2430-14365","mig"
"El Corral","2430","14370","WB-XB","BTBW","AHY","F","1-Mar-07",60.5,18.2,8.6,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,2007-03-01,"2007",3,1,NA,2007,20,24,"2430-14370","mig"
