"spp.code","bnd","col","ag","sx","site","date.cap.orig","N.96","J.97","M.97","N.97","J.98","M.98","J.99","J.00","J.01","J.02","J.03","nts","date.cap.raw","stat.focals","spp","stat","hab1","diet","sub.site","persist"
"BAWW","2390_24044","RX-RP","AHY","F","Aceitillar",1997-01-24,"","C","","","","","","","","","","W","1_24_1997","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","1760_22546","XG-RA","HY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","W","3_9_1998","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BAWW","2390_24051","XP-YP","HY","M","Aceitillar",1997-01-25,"","C","","S","S","S","","","","","","","1_25_1997","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","2390_24058","XY-YB","HY","M","Aceitillar",1997-01-25,"","CS","","","C","","S","","","","","","1_25_1997","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1950_82563","GR-GX","HY","M","Aceitillar",1997-11-10,"","","","C","","S","","","","","","","11_10_1997","mig","Black-and-white Warbler","M","EF","I","B2","P"
"BAWW","1950_82800","GX-YR","AHY","F","Aceitillar",1998-03-03,"","","","","","CS","","","","","","","3_3_1998","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1950_82567","GX-YA","AHY","F","Aceitillar",1997-11-10,"","","","C","CS","","","","","","","","11_10_1997","mig","Black-and-white Warbler","M","EF","I","B2","P"
"BAWW","1950_82574","AY-RX","AHY","F","Aceitillar",1997-11-11,"","","","C","","C","","","","","","","11_11_1997","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","2390_24338","RX-PP","AHY","M","Aceitillar",1997-03-10,"","","CS","","","","S","","","","","","3_10_1997","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1950_82029","XP-RY","AHY","F","Aceitillar",1996-11-20,"C","C","","","C","C","","","","","","","11_20_1996","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1950_82038","RB-XB","AHY","F","Aceitillar",1996-11-20,"CC","C","C","S","","","","","","","","","11_20_1996","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","2390_24342","YR-XY","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","W","3_10_1997","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","2200_16434","X-","AHY","F","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BAWW","1950_82044","XP-BB","HY","F","Aceitillar",1996-11-20,"C","","","C","C","","","","","","","","11_20_1996","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1760_22676","GR-XG","AHY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","W","1_22_1998","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","1950_82798","RY-XA","HY","M","Aceitillar",1998-03-04,"","","","","","C","","","","","","W","3_4_1998","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","2140_20628","RX-YW","HY","M","Aceitillar",1999-01-28,"","","","","","","C","","","","","W","1_28_1999","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BAWW","2200_16444","X-","AHY","M","Aceitillar",2001-02-03,"","","","","","","","","C","C","","","2_3_2001","mig","Black-and-white Warbler","M","EF","I","B1","P"
"BAWW","1760_22664","AG-XY","AHY","F","Aceitillar",1998-01-17,"","","","","C","S","","","","","","","1_17_1998","mig","Black-and-white Warbler","M","EF","I","B2","P"
"BAWW","2200_16445","X-","AHY","F","Aceitillar",2001-02-03,"","","","","","","","","C","","","W","2_3_2001","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","2390_24349","XB-RB","AHY","F","Aceitillar",1997-03-12,"","","C","","","","","","","","","W","3_12_1997","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","1760_22669","YG-XY","AHY","F","Aceitillar",1998-01-18,"","","","","C","","","","","","","W","1_18_1998","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BAWW","2390_24350","PR-XB","AHY","M","Aceitillar",1997-03-12,"","","C","","","","","","","","","W","3_12_1997","mig","Black-and-white Warbler","M","EF","I","B1","NP"
"BAWW","2200_16431","X-","AHY","M","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BAWW","1950_82562","XY-RA","HY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Black-and-white Warbler","M","EF","I","B2","NP"
"BCPT","4_4829","YP-YX","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3919","(R)X-YY",NA,NA,"Aceitillar",1996-11-15,"CS","","S","S","S","S","C","","","","","","11_15_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4589","AR-YX","HY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4845","YX-YY","HY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3059","XP-PP","AHY",NA,"Aceitillar",1997-01-25,"","C","","","","S","","","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4935","YA-XG","AHY",NA,"Aceitillar",1997-11-12,"","","","CS","","","","","","","","","11_12_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4925","XY-GA","HY",NA,"Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3918","XP-YP",NA,NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4933","XY-AR","AHY",NA,"Aceitillar",1997-11-12,"","","","C","","","","","","","","","11_12_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4598","BY-AX","HY",NA,"Aceitillar",2000-01-27,"","","","","","","","C","","","","","1_27_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4518","YG-RX","AHY",NA,"Aceitillar",1998-03-08,"","","","","","C","","","","","","","3_8_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4515","YX-GR","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4592","YY-RX","HY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3054","XR-BR","HY",NA,"Aceitillar",1997-01-21,"","CS","","","","","","","","","","","1_21_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4517","YX-AG","AHY",NA,"Aceitillar",1998-03-08,"","","","","","C","","","","","","","3_8_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3915","PY-XP","HY",NA,"Aceitillar",1996-11-14,"C","","","","","","","","","","","","11_14_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3917","XP-YR",NA,NA,"Aceitillar",1996-11-15,"C","","","","","","","","C","","","was BX-PP","11_15_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4516","GR-YX","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4545","GG-XW","HY",NA,"Aceitillar",1999-01-19,"","","","","","","C","","","","","","1_19_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3060","RX-PP","AHY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4969","YA-XA","AHY",NA,"Aceitillar",1998-01-21,"","","","","C","","","","","","","","1_21_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4832","YX-PY","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3929","PB-XP","HY",NA,"Aceitillar",1996-11-21,"C","","","","","","C","C","","","","","11_21_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4588","BA-RX","HY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","mites","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4927","XG-RA","AHY",NA,"Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4590","RY-AX","HY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3052","RX-PB","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3061","XB-YB","HY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4842","RX-RR","HY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4843","PX-RR","AHY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4968","AR-XY","HY",NA,"Aceitillar",1998-01-21,"","","","","C","","S","","","","","","1_21_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4514","GR-XR","HY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3927","X-Y","HY",NA,"Aceitillar",1996-11-20,"CC","","","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3922","X-G",NA,NA,"Aceitillar",1996-11-20,"CC","","","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4926","YG-XG","AHY",NA,"Aceitillar",1997-11-10,"","","","C","","C","","","","","","","11_10_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4929","AG-RX","AHY",NA,"Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4591","AB-XR","HY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","C","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4758","BR-XP","AHY",NA,"Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4593","AA-YX","HY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4595","AX-RY","HY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3051","BX-RR","AHY",NA,"Aceitillar",1997-01-20,"","C","S","S","","","","","","","","","1_20_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4546","WX-WY","HY",NA,"Aceitillar",1999-01-19,"","","","","","","C","","","","","","1_19_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4966","AY-XA","HY",NA,"Aceitillar",1998-01-16,"","","","","C","","","","","","","","1_16_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3063","XB-BB","AHY",NA,"Aceitillar",1997-01-26,"","C","S","C","S","S","S","","","","","","1_26_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4540","WW-XR","HY",NA,"Aceitillar",1999-01-17,"","","","","","","C","","","","","","1_17_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4519","GY-RX","HY",NA,"Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4849","YX-YB","HY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4587","RA-XB","AHY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3916","XY-BR","AHY",NA,"Aceitillar",1996-11-14,"C","","","","","","","","","","","","11_14_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4586","RB-AX","HY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4827","X-","HY",NA,"Aceitillar",2001-02-04,"","","","","","","","","C","","","","2_4_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4833","YX-YR","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4759","PY-YX","AHY",NA,"Aceitillar",1997-03-11,"","","CC","CS","","","","","","","","","3_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4760","BX-YR","HY",NA,"Aceitillar",1997-03-11,"","","C","","","","S","","","","","","3_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4761","BY-RX","HY",NA,"Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4839","YR-YX","AHY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","C","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4547","RX-WR","HY",NA,"Aceitillar",1999-01-19,"","","","","","","C","","","","","","1_19_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4934","RA-(R)X","HY",NA,"Aceitillar",1997-11-12,"","","","C","","C","","","","","","","11_12_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4520","RG-XY","AHY",NA,"Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4848","BX-BY","HY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3921","PX-PR",NA,NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4835","YB-YX","HY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","winged","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4967","GX-GA","HY",NA,"Aceitillar",1998-01-18,"","","","","C","","","","","","","","1_18_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4754","YR-XP","HY",NA,"Aceitillar",1997-03-06,"","","C","","S","S","","","","","","","3_6_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4596","RY-BX","AHY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4513","AX-GA","AHY",NA,"Aceitillar",1998-03-03,"","","","","","C","S","","","","","","3_3_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4928","YR-XA","HY",NA,"Aceitillar",1997-11-10,"","","","CS","","","","","","","","","11_10_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4932","YX-YR","AHY",NA,"Aceitillar",1997-11-11,"","","","C","","","","","C","","","was AX-GR","11_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3053","PX-PY","HY",NA,"Aceitillar",1997-01-20,"","C","C","","","","","","","","","","1_20_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4850","PY-XB","AHY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3926","X-B/W","AHY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4936","GR-RX","AHY",NA,"Aceitillar",1997-11-12,"","","","C","","C","","","","","","","11_12_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3928","XY-PY","AHY",NA,"Aceitillar",1996-11-20,"C","","C","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4569","WX-RY","HY",NA,"Aceitillar",1999-01-28,"","","","","","","C","","","","","","1_28_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4594","BR-RX","AHY",NA,"Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4570","YX-WR","HY",NA,"Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3057","PP-XB","AHY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4826","PX-RB","HY",NA,"Aceitillar",2001-02-04,"","","","","","","","","C","","","","2_4_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4840","XR-PP","HY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4841","PX-PB","HY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_3058","XB-YP","AHY",NA,"Aceitillar",1997-01-25,"","C","","","","","","C","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4756","YB-XP","AHY",NA,"Aceitillar",1997-03-07,"","","C","","","","","","","","","","3_7_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4847","RR-XY","AHY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3062","XY-PP","AHY",NA,"Aceitillar",1997-01-26,"","C","S","","","","","","","","","","1_26_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3923","R-X","AHY",NA,"Aceitillar",1996-11-20,"C","C","","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4930","RY-GX","HY",NA,"Aceitillar",1997-11-11,"","","","CS","S","","","","","","","","11_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4970","AX-Y(R)","HY",NA,"Aceitillar",1998-01-21,"","","","","C","S","S","","","","","","1_21_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3920","RX-BR",NA,NA,"Aceitillar",1996-11-15,"C","","","","","","","","","","","","11_15_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4753","BX-YB","AHY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4831","PX-YY","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4584","BA-XR","HY",NA,"Aceitillar",2000-01-24,"","","","","","","","C","","","","","1_24_2000","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4828","BB-XY","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4541","GX-GW","AHY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4755","XY-PB","AHY",NA,"Aceitillar",1997-03-07,"","","C","","","C","","","","","","","3_7_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4578","XY-WR","HY",NA,"Aceitillar",1999-01-30,"","","","","","","C","","","","","","1_30_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4573","WR-RX","HY",NA,"Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4521","RG-XR","AHY",NA,"Aceitillar",1998-03-10,"","","","","","C","","","","","","","3_10_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4574","YW-WX","HY",NA,"Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4544","XW-YY","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","C","","","","","1_18_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4568","WX-YR","HY",NA,"Aceitillar",1999-01-28,"","","","","","","C","","","","","","1_28_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3925","X-B","HY",NA,"Aceitillar",1996-11-20,"C","","","","","","S","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4830","YY-XX","AHY",NA,"Aceitillar",2001-02-03,"","","","","","","","","C","","","","2_3_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4762","PB-RX","HY",NA,"Aceitillar",1997-03-12,"","","C","","","S","","","","","","","3_12_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_3056","XR-YP","AHY",NA,"Aceitillar",1997-01-25,"","C","","","","","","","","","","","1_25_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4973","AY-XG","HY",NA,"Aceitillar",1998-01-22,"","","","","C","S","","","","","","","1_22_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4972","YR-XG","HY",NA,"Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4572","YX-WY","HY",NA,"Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4542","RX-GW","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","","","","1_18_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4571","YW-RX","HY",NA,"Aceitillar",1999-01-29,"","","","","","","C","","C","","S","S in nest study","1_29_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4931","YA-GX","AHY",NA,"Aceitillar",1997-11-11,"","","","C","","","","","","","","","11_11_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3055","XR-PR","AHY",NA,"Aceitillar",1997-01-24,"","CS","S","C","S","","","","","","","","1_24_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4757","XY-RR","AHY",NA,"Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4851","YP-XB","AHY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4852","XR-BB","AHY",NA,"Aceitillar",2001-02-01,"","","","","","","","","C","C","","","2_1_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4846","YX-YP","AHY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","C","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","P"
"BCPT","4_4971","GY-XA","HY",NA,"Aceitillar",1998-01-22,"","","","","C","","S","","","","","","1_22_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4543","WX-GR","HY",NA,"Aceitillar",1999-01-18,"","","","","","","C","","","S","","S in nest study","1_18_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B1","P"
"BCPT","4_4577","RX-WW","AHY",NA,"Aceitillar",1999-01-30,"","","","","","","C","","","","","","1_30_1999","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_3924","Y-X","HY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Black-crowned Palm-Tanager","RE","SF","O","B1","NP"
"BCPT","4_4844","PX-RP","AHY",NA,"Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BCPT","4_4522","X-","AHY",NA,"Aceitillar",1998-03-10,"","","","","","C","","","","","","","3_10_1998","res","Black-crowned Palm-Tanager","RE","SF","O","B2","NP"
"BFGR","2_6866","X-",NA,"F","Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999","res","Black-faced Grassquit","R","SF","G","B2","NP"
"BFGR","616","X-","AHY","M","Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000","res","Black-faced Grassquit","R","SF","G","B1","NP"
"BTBW","2390_24344","PY-XY","HY","M","Aceitillar",1997-03-11,"","","C","","","","","","","","","W","3_11_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","2200_16441","X-","HY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","W","2_2_2001","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","1760_22538","AX-AY","HY","M","Aceitillar",1998-03-04,"","","","","","CS","","","","","","","3_4_1998","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","2390_24053","BX-RR","HY","M","Aceitillar",1997-01-25,"","C","","","","","","","","","","W","1_25_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","2390_24339","RX-YP","HY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","W","3_10_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
