"spp.code","bnd","col","ag","sx","site","date.cap.orig","N.96","J.97","M.97","N.97","J.98","M.98","J.99","J.00","J.01","J.02","J.03","nts","date.cap.raw","stat.focals","spp","stat","hab1","diet","sub.site","persist"
"BTBW","2140_19008","WW-XY","HY","M","Aceitillar",1999-01-19,"","","","","","","C","","C","","","","1_19_1999","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","1950_82019","BR-BX","HY","M","Aceitillar",1996-11-20,"C","S","S","S","C","","","","","","","","11_20_1996","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","2390_24319","YP-XB","HY","M","Aceitillar",1997-03-05,"","","C","","","","","","","","","W","3_5_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2390_24329","PR-RX","AHY","M","Aceitillar",1997-03-06,"","","C","","","","","","","","","W","3_6_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","376","R(P)-XP","AHY","F","Aceitillar",1996-11-14,"CS","S","S","S","CS","S","","","","","","","11_14_1996","mig","Black-throated Blue Warbler","M","EF","I","B2","P"
"BTBW","1950_82559","AY-GX","HY","F","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2390_24323","BP-RX","HY","M","Aceitillar",1997-03-05,"","","C","","","","","","","","","W","3_5_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","380","YX-RY","HY","F","Aceitillar",1996-11-14,"C","C","","","","","S","","","","","","11_14_1996","mig","Black-throated Blue Warbler","M","EF","I","B2","P"
"BTBW","2110_80983","RX-GA","AHY","M","Aceitillar",1998-03-03,"","","","","","C","","","","","","W","3_3_1998","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","382","PX-YY","AHY","F","Aceitillar",1996-11-15,"CS","CS","CS","CS","S","S","S","","","C","","","11_15_1996","mig","Black-throated Blue Warbler","M","EF","I","B2","P"
"BTBW","2390_24320","XP-BP","AHY","F","Aceitillar",1997-03-05,"","","C","","","","","","","","","W","3_5_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2200_16437","X-","HY","F","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","1760_22674","RX-GY","HY","M","Aceitillar",1998-01-22,"","","","","CS","CS","S","","","","","","1_22_1998","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","2390_24324","XP-YY","HY","F","Aceitillar",1997-03-05,"","","C","","","","","","","","","W","3_5_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","1760_22541","GR-XY","AHY","M","Aceitillar",1998-03-05,"","","","","","C","","","","","","W","3_5_1998","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","1760_22671","YA-XY","AHY","F","Aceitillar",1998-01-21,"","","","","C","","","","","","","W","1_21_1998","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","2200_16432","X-","AHY","F","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2390_24045","XY-PY","HY","F","Aceitillar",1997-01-24,"","C","C","","","","","","","","","","1_24_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","1950_82050","RX-YR","HY","M","Aceitillar",1996-11-21,"C","C","","","","","","","","","","","11_21_1996","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","1950_82016","PX-YR","HY","M","Aceitillar",1996-11-20,"CC","C","","","","","","","","","","","11_20_1996","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","383","RX-RP","HY","F","Aceitillar",1996-11-15,"C","S","","S","CS","S","","","","","","","11_15_1996","mig","Black-throated Blue Warbler","M","EF","I","B2","P"
"BTBW","1950_82571","AY-AX","HY","M","Aceitillar",1997-11-11,"","","","C","","","","","","","","W","11_11_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2140_20703","X-","HY","M","Aceitillar",2000-01-24,"","","","","","","","C","","","","W","1_24_2000","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2390_24043","BY-XP","AHY","M","Aceitillar",1997-01-24,"","CS","","","","","","","","","","","1_24_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","P"
"BTBW","2390_24341","XB-RP","AHY","M","Aceitillar",1997-03-10,"","","C","","","","","","","","","W","3_10_1997","mig","Black-throated Blue Warbler","M","EF","I","B1","NP"
"BTBW","2390_24330","PR-XP","AHY","F","Aceitillar",1997-03-06,"","","C","","","","","","","","","W","3_6_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2140_20631","WX-RW","HY","M","Aceitillar",1999-01-29,"","","","","","","C","","","","","W","1_29_1999","mig","Black-throated Blue Warbler","M","EF","I","B2","NP"
"BTBW","2390_24034","XY-BY","HY","M","Aceitillar",1997-01-19,"","CS","","","","","","","","","","","1_19_1997","mig","Black-throated Blue Warbler","M","EF","I","B2","P"
"BWVI","2121_29207","X-","AHY",NA,"Aceitillar",1998-03-05,"","","","","","C","","","","","","","3_5_1998",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","910_60016","XB-YR","AHY",NA,"Aceitillar",1997-03-11,"","","CS","","","","","","","","","","3_11_1997",NA,"Black-whiskered Vireo","R","D","I","B1","P"
"BWVI","910_60099","X-","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","2121_29205","X-","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","2121_29208","X-","AHY",NA,"Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","910_60015","X-C","AHY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","910_60100","X-","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","2121_29206","X-","AHY",NA,"Aceitillar",1998-03-04,"","","","","","C","","","","","","","3_4_1998",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","910_60082","GX-YA","AHY",NA,"Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","910_60083","AR-YX","AHY",NA,"Aceitillar",1998-01-17,"","","","","C","","","","","","","","1_17_1998",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","910_60017","RX-PP","AHY",NA,"Aceitillar",1997-03-11,"","","C","","","","","","","","","","3_11_1997",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"BWVI","2121_29233","BX-RA",NA,NA,"Aceitillar",2000-01-23,"","","","","","","","C","","","","","1_23_2000",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","910_60012","X-R","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997",NA,"Black-whiskered Vireo","R","D","I","B2","NP"
"BWVI","36901","X-","AHY",NA,"Aceitillar",1999-01-17,"","","","","","","C","","","","","","1_17_1999",NA,"Black-whiskered Vireo","R","D","I","B1","NP"
"CMWA","2200_16428","X-","HY","M","Aceitillar",2001-01-31,"","","","","","","","","C","","","W","1_31_2001","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2140_20706","X-","HY","F","Aceitillar",2000-01-26,"","","","","","","","C","","","","W","1_26_2000","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2200_16430","X-","HY","M","Aceitillar",2001-01-31,"","","","","","","","","C","","","W","1_31_2001","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2390_24049","YR-XY","HY","M","Aceitillar",1997-01-25,"","C","S","","","","","","","","","","1_25_1997","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82572","GY-AX","HY","M","Aceitillar",1997-11-11,"","","","C","","","","","","","","W","11_11_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82037","RP-XB","HY","F","Aceitillar",1996-11-20,"CS","","","","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82565","YR-XA","AHY","F","Aceitillar",1997-11-10,"","","","C","","S","","","","","","","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","P"
"CMWA","1950_82569","XG-GY","HY","F","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82557","XA-AG","HY","F","Aceitillar",1997-11-09,"","","","C","","","","","","","","W","11_9_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1760_22665","GX-YY","AHY","M","Aceitillar",1998-01-17,"","","","","C","","","","","","","W","1_17_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82561","XA-YY","AHY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2200_16440","X-","AHY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","W","2_2_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82570","AR-AX","HY","M","Aceitillar",1997-11-11,"","","","C","","","","","","","","W","11_11_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2390_24059","XY-RP","AHY","M","Aceitillar",1997-01-25,"","C","","","","","","","","","","W","1_25_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82577","XG-GR","HY","F","Aceitillar",1997-11-12,"","","","C","","","","","","","","W","11_12_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22672","XY-AG","AHY","M","Aceitillar",1998-01-21,"","","","","C","","","","","","","W","1_21_1998","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2140_20709","X-","AHY","M","Aceitillar",2000-01-26,"","","","","","","","C","","","","W","1_26_2000","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22666","YX-YA","AHY","M","Aceitillar",1998-01-17,"","","","","C","","","","","","","W","1_17_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82566","XY-YA","AHY","F","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1760_22663","YG-XA","HY","F","Aceitillar",1998-01-17,"","","","","CS","","","","","","","","1_17_1998","mig","Cape May Warbler","M","EF","N","B2","P"
"CMWA","1760_22683","YX-GY","HY","F","Aceitillar",1998-01-23,"","","","","C","","S","","","","","","1_23_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2140_20707","X-","AHY","M","Aceitillar",2000-01-26,"","","","","","","","C","","","","W","1_26_2000","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82576","XA-RR","AHY","M","Aceitillar",1997-11-12,"","","","C","","","","","","","","W","11_12_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2200_16439","X-","AHY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","W","2_2_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","385","XP-RR","HY","F","Aceitillar",1996-11-15,"CS","","","","","","","","","","","","11_15_1996","mig","Cape May Warbler","M","EF","N","B2","P"
"CMWA","2200_16438","X-","HY","M","Aceitillar",2001-02-02,"","","","","","","","","C","","","W","2_2_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82035","XP-PP","HY","F","Aceitillar",1996-11-20,"C","C","","CS","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2140_20632","WR-XR","HY","F","Aceitillar",1999-01-29,"","","","","","","C","","","","","W","1_29_1999","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1760_22539","XY-RA","AHY","F","Aceitillar",1998-03-04,"","","","","","C","","","","","","W","3_4_1998","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22668","YA-XG","HY","F","Aceitillar",1998-01-18,"","","","","C","","","","","","","W","1_18_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82027","XY-RB","HY","F","Aceitillar",1996-11-20,"CC","","","","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2200_16442","X-","HY","F","Aceitillar",2001-02-03,"","","","","","","","","C","","","W","2_3_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","392","XY-YR","HY","F","Aceitillar",1996-11-19,"CS","CS","S","","","","","","","","","","11_19_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82028","RY-XY","AHY","M","Aceitillar",1996-11-20,"C","","","","","","","","","","","W","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82560","XA-GG","AHY","F","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2390_24036","BP-XY","HY","M","Aceitillar",1997-01-20,"","CS","","S","","S","","","","","","","1_20_1997","mig","Cape May Warbler","M","EF","N","B2","P"
"CMWA","2140_20630","WX-RW","HY","F","Aceitillar",1999-01-29,"","","","","","","C","","","","","W","1_29_1999","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82578","GY-RX","AHY","F","Aceitillar",1997-11-12,"","","","C","","","","","","","","W","11_12_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2200_16435","X-","HY","M","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2390_24056","RX-PR","HY","F","Aceitillar",1997-01-25,"","CS","S","","","","","","","","","","1_25_1997","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2200_16429","X-","HY","M","Aceitillar",2001-01-31,"","","","","","","","","C","","","W","1_31_2001","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82025","XR-BY","AHY","M","Aceitillar",1996-11-20,"CC","","","","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2140_20711","X-","HY","M","Aceitillar",2000-01-27,"","","","","","","","C","","","","W","1_27_2000","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82554","XG-YY","HY","F","Aceitillar",1997-11-09,"","","","C","","","","","","","","W","11_9_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82556","XY-GR","HY","M","Aceitillar",1997-11-09,"","","","CC","","","","","","","","","11_9_1997","mig","Cape May Warbler","M","EF","N","B2","P"
"CMWA","1950_82555","XY-AY","AHY","M","Aceitillar",1997-11-09,"","","","C","","","","","","","","W","11_9_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82032","XB-YY","HY","M","Aceitillar",1996-11-20,"C","","","","","","","","","","","W","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22670","GA-XG","AHY","M","Aceitillar",1998-01-21,"","","","","CS","S","S","","","","","","1_21_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82036","XP-PB","HY","M","Aceitillar",1996-11-20,"CS","S","","S","S","S","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2140_19003","XY-WW","AHY","F","Aceitillar",1999-01-17,"","","","","","","C","","","","","W","1_17_1999","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2140_20633","WY-XW","HY","F","Aceitillar",1999-01-30,"","","","","","","C","","","","","W","1_30_1999","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","396","XP-YP","AHY","M","Aceitillar",1996-11-19,"C","","","","","","","","","","","W","11_19_1996","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2200_16443","X-","HY","M","Aceitillar",2001-02-03,"","","","","","","","","C","","","W","2_3_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22540","AX-YR","AHY","F","Aceitillar",1998-03-04,"","","","","","CS","","","","","","","3_4_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82052","XB-RB","HY","F","Aceitillar",1996-11-21,"C","","","","","","","","","","","W","11_21_1996","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2390_24336","XY-RR","AHY","M","Aceitillar",1997-03-06,"","","C","","","","","","","","","W","3_6_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82018","XP-RY","AHY","M","Aceitillar",1996-11-20,"CS","S","S","S","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2110_80984","RX-GY","HY","M","Aceitillar",1998-03-03,"","","","","","CS","S","","","","","","3_3_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","2140_20705","X-","AHY","M","Aceitillar",2000-01-25,"","","","","","","","C","","","","W","1_25_2000","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82020","BR-XR","HY","M","Aceitillar",1996-11-20,"CS","","","","","","","","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82030","PY-XP","HY","M","Aceitillar",1996-11-20,"C","","","S","","","","C","","","","","11_20_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82564","XY-RG","HY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2200_16446","X-","AHY","M","Aceitillar",2001-02-03,"","","","","","","","","C","","","W","2_3_2001","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22678","AY-XA","HY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","W","1_22_1998","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2390_24340","XB-PP","HY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","W","3_10_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22544","GX-GY","HY","F","Aceitillar",1998-03-09,"","","","","","C","","","","","","W","3_9_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2110_80982","YX-GA","AHY","M","Aceitillar",1998-03-03,"","","","","","CS","S","","","","","","3_3_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1950_82051","RB-XP","AHY","F","Aceitillar",1996-11-21,"CS","","","","","","","","","","","","11_21_1996","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1760_22545","YG-XR","HY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","W","3_9_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82553","AX-AG","HY","M","Aceitillar",1997-11-09,"","","","C","","","","","","","","W","11_9_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2200_16436","X-","AHY","F","Aceitillar",2001-02-01,"","","","","","","","","C","","","W","2_1_2001","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1950_82053","XP-BP","HY","F","Aceitillar",1996-11-21,"C","","","","","","","","","","","W","11_21_1996","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1950_82568","GX-YG","HY","M","Aceitillar",1997-11-10,"","","","C","","","","","","","","W","11_10_1997","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2140_19002","YY-XW","HY","M","Aceitillar",1999-01-17,"","","","","","","C","","","","","W","1_17_1999","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","1760_22677","YG-XY","AHY","F","Aceitillar",1998-01-22,"","","","","C","S","S","","","","","","1_22_1998","mig","Cape May Warbler","M","EF","N","B1","P"
"CMWA","1760_22543","YR-AX","AHY","M","Aceitillar",1998-03-09,"","","","","","C","","","","","","W","3_9_1998","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","2140_19007","XR-WW","AHY","F","Aceitillar",1999-01-18,"","","","","","","C","","","","","W","1_18_1999","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2140_19004","XY-WR","HY","M","Aceitillar",1999-01-17,"","","","","","","C","","","","","W","1_17_1999","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2140_20626","WX-WR","HY","F","Aceitillar",1999-01-28,"","","","","","","C","","","","","W","1_28_1999","mig","Cape May Warbler","M","EF","N","B2","NP"
"CMWA","1760_22542","XR-RA","AHY","M","Aceitillar",1998-03-05,"","","","","","C","","","","","","W","3_5_1998","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2390_24040","YB-XP","HY","M","Aceitillar",1997-01-24,"","C","","","","","","","","","","W","1_24_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"CMWA","2390_24047","XR-BR","AHY","M","Aceitillar",1997-01-24,"","C","","","","","","","","","","W","1_24_1997","mig","Cape May Warbler","M","EF","N","B1","NP"
"COGD","972_18947","X-",NA,"M","Aceitillar",2001-02-02,"","","","","","","","","C","","","","2_2_2001",NA,"Common Ground Dove","R","SF","G","B2","NP"
"COGD","972_18946","X-",NA,"M","Aceitillar",2001-01-31,"","","","","","","","","C","","","","1_31_2001",NA,"Common Ground Dove","R","SF","G","B2","NP"
"COGD","972_18922","X-",NA,"M","Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000",NA,"Common Ground Dove","R","SF","G","B1","NP"
"COGD","972_18919","X-","AHY","M","Aceitillar",1999-01-30,"","","","","","","C","","","","","","1_30_1999",NA,"Common Ground Dove","R","SF","G","B2","NP"
"COGD","972_18921","X-",NA,"F","Aceitillar",2000-01-26,"","","","","","","","C","","","","","1_26_2000",NA,"Common Ground Dove","R","SF","G","B1","NP"
"COGD","972_18918","X-","AHY","M","Aceitillar",1999-01-29,"","","","","","","C","","","","","","1_29_1999",NA,"Common Ground Dove","R","SF","G","B2","NP"
"COYE","2390_24348","XB-RY","AHY","M","Aceitillar",1997-03-12,"","","C","","","","","","","","","","3_12_1997","mig","Common Yellowthroat","M","SF","I","B1","NP"
"GABU","1591_43935","X-","AHY","M","Aceitillar",1997-11-09,"","","","C","C","C","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1511_43428","X-","HY",NA,"Aceitillar",1996-11-20,"CC","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_43942","X-","AHY","F","Aceitillar",1997-11-09,"","","","C","","C","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43954","X-","HY","F","Aceitillar",1997-11-10,"","","","C","","","C","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43940","X-","AHY","M","Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44011","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1521_02595","X-","HY",NA,"Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43953","X-","HY",NA,"Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43866","X-","HY","M","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44024","X-","HY","M","Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44026","X-","AHY",NA,"Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43432","X-","AHY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44155","X-","HY",NA,"Aceitillar",1998-03-09,"","","","","","C","","","","","","","3_9_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43869","X-","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43936","X-","AHY","F","Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_43854","X-","HY",NA,"Aceitillar",1997-03-06,"","","C","","","","","","","","","","3_6_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43407","X-(Y)","HY","M","Aceitillar",1996-11-14,"CS","","","","S","","C","","","","","","11_14_1996","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1521_02588","X-","AHY","M","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_44010","X-","HY",NA,"Aceitillar",1997-01-20,"","C","","","","","","","","","","","1_20_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43430","X-","HY",NA,"Aceitillar",1996-11-20,"C","","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43435","X-","HY",NA,"Aceitillar",1996-11-20,"C","C","","","","","","","","","","","11_20_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","P"
"GABU","1591_44205","X-","HY",NA,"Aceitillar",1999-01-17,"","","","","","","C","","","","","","1_17_1999","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1511_43440","X-","HY",NA,"Aceitillar",1996-11-21,"C","","","","","","","","","","","","11_21_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02594","X-","AHY","F","Aceitillar",1998-01-22,"","","","","C","","","","","","","","1_22_1998","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43868","X-","AHY","F","Aceitillar",1997-03-10,"","","C","","","","","","","","","","3_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1591_43937","X-","HY",NA,"Aceitillar",1997-11-09,"","","","C","","","","","","","","","11_9_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1591_44031","X-","HY",NA,"Aceitillar",1997-01-21,"","C","","","","","","","","","","","1_21_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
"GABU","1511_43442","X-","HY",NA,"Aceitillar",1996-11-21,"C","","","","","","","","","","","","11_21_1996","res","Greater Antillean Bullfinch","R","EF","O","B1","NP"
"GABU","1521_02554","X-","HY","M","Aceitillar",1998-01-16,"","","","","C","C","","","","","","","1_16_1998","res","Greater Antillean Bullfinch","R","EF","O","B2","P"
"GABU","1591_43947","X-","AHY",NA,"Aceitillar",1997-11-10,"","","","C","","","","","","","","","11_10_1997","res","Greater Antillean Bullfinch","R","EF","O","B2","NP"
