# Mencia pasture succession bird captures 2005-2006 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2005-06 All Captures.xls""   Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018",,,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
"# NOTE: file does not contain morphometric or condition data (pec, etc)",,,,,,,,,,,,,
"#Original comment: ""All bird captured in 2005-06 -- but all within session recaps omitted""  This information is likely in the ""All Mencia B.xls"" file that contains information on site persistance",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
4A,379,BY-XB,BCPT,SY,,Morelia,19-Feb-06,,,,,,x
4A,380,WW-WX,BCPT,SY,,Morelia,21-Feb-06,,,,,,x
2240,21891,X-,BFGR,HY,F,Morelia,18-Nov-05,,,,,,x
2240,21910,X-,BFGR,AHY,M,Morelia,21-Jan-06,,,,,,x
2240,21911,X-,BFGR,HY,F,Morelia,21-Jan-06,,,,,,x
2240,21921,X-,BFGR,ASY,M,Morelia,20-Feb-06,,,,,,x
,464,RR-XW,BTBW,HY,M,Morelia,18-Nov-05,,,,,,x
,464,RR-XW,BTBW,HY,M,Morelia,19-Jan-06,,,,,,x
,465,RY-XY,BTBW,HY,M,Morelia,18-Nov-05,,,,,,x
,466,WB-XR,BTBW,HY,F,Morelia,19-Nov-05,,,,,,x
,467,YR-XR,BTBW,HY,F,Morelia,19-Nov-05,,,,,,x
,469,WY-XR,BTBW,HY,M,Morelia,19-Nov-05,,,,,,x
,470,WB-XY,BTBW,HY,M,Morelia,19-Nov-05,,,,,,x
,474,YB-XY,BTBW,HY,F,Morelia,22-Nov-05,,,,,,x
,474,YB-XY,BTBW,HY,F,Morelia,18-Jan-06,,,,,,x
,474,YB-XY,BTBW,SY,F,Morelia,19-Feb-06,,,,,,x
2430,14041,XB-YR,BTBW,HY,F,Morelia,22-Dec-05,,,,,,x
2430,14041,XB-YR,BTBW,HY,F,Morelia,18-Jan-06,,,,,,x
2430,14043,BX-WB,BTBW,HY,F,Morelia,23-Dec-05,,,,,,x
2430,14043,BX-WB,BTBW,HY,F,Morelia,19-Jan-06,,,,,,x
2430,14081,BY-XW,BTBW,HY,M,Morelia,21-Jan-06,,,,,,x
2280,33775,XR-WY,BTBW,ASY,M,Morelia,21-Feb-06,,,,,,x
1771,12296,X-,BWVI,AHY,,Morelia,20-Dec-05,,,,,,x
,472,RB-RX,CMWA,HY,F,Morelia,20-Nov-05,,,,,,x
2430,14040,WR-BX,CMWA,AHY,M,Morelia,21-Dec-05,,,,,,x
2430,14078,RY-WX,CMWA,AHY,F,Morelia,19-Jan-06,,,,,,x
2430,14117,WR-WX,CMWA,ASY,M,Morelia,20-Feb-06,,,,,,x
2280,33208,YX-YY,CMWA,ASY,F,Morelia,19-Feb-06,,,,,,x
2250,78643,BY-XW,CMWA,SY,M,Morelia,18-Feb-06,,,,,,x
2430,14033,XB-WB,COYE,AHY,M,Morelia,19-Dec-05,,,,,,x
2430,14033,XB-WB,COYE,AHY,M,Morelia,18-Jan-06,,,,,,x
2430,14042,XY-WR,COYE,HY,F,Morelia,22-Dec-05,,,,,,x
2430,14116,BW-XR,COYE,ASY,F,Morelia,19-Feb-06,,,,,,x
2280,33783,XY-BW,COYE,AHY,M,Morelia,18-Nov-05,,,,,,x
2280,33783,XY-BW,COYE,AHY,M,Morelia,20-Jan-06,,,,,,x
2220,95973,BX-BR,COYE,AHY,M,Morelia,21-Jan-06,,,,,,x
1791,50683,X-,GABU,SY,F,Morelia,23-Dec-05,,,,,,x
1791,50725,X-,GABU,ASY,M,Morelia,21-Feb-06,,,,,,x
1791,50767,X-,GABU,AHY,M,Morelia,22-Nov-05,,,,,,x
1791,50790,X-,GABU,AHY,M,Morelia,19-Feb-06,,,,,,x
1791,50797,X-,GABU,ASY,M,Morelia,22-Feb-06,,,,,,x
1791,50808,X-,GABU,AHY,M,Morelia,21-Dec-05,,,,,,x
1791,50812,X-,GABU,HY,,Morelia,21-Jan-06,,,,,,x
1791,50814,X-,GABU,HY,,Morelia,18-Jan-06,,,,,,x
1791,50814,X-,GABU,SY,,Morelia,20-Feb-06,,,,,,x
1791,50816,X-,GABU,HY,,Morelia,19-Nov-05,,,,,,x
1791,50817,X-,GABU,HY,,Morelia,20-Nov-05,,,,,,x
1791,50817,X-,GABU,SY,,Morelia,20-Feb-06,,,,,,x
1791,50818,X-,GABU,HY,,Morelia,21-Nov-05,,,,,,x
1791,50818,X-,GABU,HY,,Morelia,22-Dec-05,,,,,,x
1791,50830,X-,GABU,AHY,M,Morelia,19-Dec-05,,,,,,x
1791,50831,X-,GABU,HY,,Morelia,20-Dec-05,,,,,,x
1791,50832,X-,GABU,HY,,Morelia,21-Dec-05,,,,,,x
1791,50832,X-,GABU,HY,,Morelia,21-Jan-06,,,,,,x
1791,50833,X-,GABU,HY,,Morelia,22-Dec-05,,,,,,x
1791,50841,X-,GABU,HY,,Morelia,18-Jan-06,,,,,,x
1791,50842,X-,GABU,AHY,M,Morelia,20-Jan-06,,,,,,x
1791,50842,X-,GABU,ASY,M,Morelia,22-Feb-06,,,,,,x
1791,50843,X-,GABU,HY,,Morelia,21-Jan-06,,,,,,x
1791,50861,X-,GABU,HY,,Morelia,18-Feb-06,,,,,,x
1791,50864,X-,GABU,SY,,Morelia,19-Feb-06,,,,,,x
1791,50866,X-,GABU,SY,,Morelia,19-Feb-06,,,,,,x
1791,50867,X-,GABU,ASY,M,Morelia,19-Feb-06,,,,,,x
1791,50867,X-,GABU,ASY,M,Morelia,21-Feb-06,,,,,,x
1791,50869,X-,GABU,SY,,Morelia,21-Feb-06,,,,,,x
1791,50870,X-,GABU,SY,,Morelia,21-Feb-06,,,,,,x
1791,50871,X-,GABU,SY,,Morelia,21-Feb-06,,,,,,x
1791,50872,X-,GABU,ASY,F,Morelia,21-Feb-06,,,,,,x
1791,50873,X-,GABU,SY,,Morelia,21-Feb-06,,,,,,x
3A,268,XR-WR,GRWA,HY,,Morelia,19-Nov-05,,,,,,x
8A,13,X-,HLCU,ASY,,Morelia,19-Feb-06,,,,,,x
8A,41,X-,HLCU,AHY,,Morelia,20-Nov-05,,,,,,x
8A,47,X-,HLCU,AHY,,Morelia,23-Dec-05,,,,,,x
1202,29693,X-,MACU,HY,,Morelia,19-Nov-05,,,,,,x
2240,21895,XR-BR,MAWA,HY,,Morelia,22-Nov-05,,,,,,x
1781,50392,X-,NOMO,ASY,,Morelia,21-Feb-06,,,,,,x
2240,21905,XB-BY,NOPA,HY,F,Morelia,23-Dec-05,,,,,,x
1771,12075,YR-XB,OVEN,AHY,,Morelia,19-Jan-06,,,,,,x
1771,12076,WB-XB,OVEN,HY,,Morelia,21-Jan-06,,,,,,x
1771,12084,WW-RX,OVEN,ASY,,Morelia,19-Feb-06,,,,,,x
1771,12118,XB-WY,OVEN,ASY,,Morelia,20-Jan-06,,,,,,x
1771,12150,RX-YY,OVEN,SY,,Morelia,21-Dec-05,,,,,,x
1771,12182,XW-BW,OVEN,SY,,Morelia,20-Dec-05,,,,,,x
1771,12187,XY-YB,OVEN,AHY,,Morelia,18-Nov-05,,,,,,x
1771,12188,XR-WR,OVEN,AHY,,Morelia,20-Nov-05,,,,,,x
1771,12190,XR-WY,OVEN,ASY,,Morelia,21-Feb-06,,,,,,x
1771,12192,BW-XR,OVEN,AHY,,Morelia,22-Dec-05,,,,,,x
1771,12200,BX-BW,OVEN,SY,,Morelia,22-Nov-05,,,,,,x
1771,12231,XW-BR,OVEN,ASY,,Morelia,18-Feb-06,,,,,,x
1771,12235,XY-RB,OVEN,AHY,,Morelia,21-Jan-06,,,,,,x
1771,12237,BW-XY,OVEN,AHY,,Morelia,20-Jan-06,,,,,,x
1771,12275,RY-XW,OVEN,HY,,Morelia,18-Nov-05,,,,,,x
1771,12275,RY-XW,OVEN,HY,,Morelia,19-Jan-06,,,,,,x
1771,12276,RW-XW,OVEN,HY,,Morelia,18-Nov-05,,,,,,x
1771,12277,RX-BY,OVEN,AHY,,Morelia,19-Nov-05,,,,,,x
1771,12277,RX-BY,OVEN,AHY,,Morelia,22-Jan-06,,,,,,x
1771,12277,RX-BY,OVEN,ASY,,Morelia,21-Feb-06,,,,,,x
1771,12278,XB-YR,OVEN,HY,,Morelia,19-Nov-05,,,,,,x
1771,12278,XB-YR,OVEN,HY,,Morelia,19-Jan-06,,,,,,x
1771,12279,YW-XY,OVEN,HY,,Morelia,19-Nov-05,,,,,,x
1771,12280,WY-XW,OVEN,AHY,,Morelia,19-Nov-05,,,,,,x
1771,12280,WY-XW,OVEN,AHY,,Morelia,19-Jan-06,,,,,,x
1771,12281,RB-XW,OVEN,AHY,,Morelia,19-Nov-05,,,,,,x
1771,12282,WR-XW,OVEN,HY,,Morelia,19-Nov-05,,,,,,x
1771,12283,YB-XW,OVEN,AHY,,Morelia,19-Nov-05,,,,,,x
1771,12284,RX-BR,OVEN,HY,,Morelia,21-Nov-05,,,,,,x
1771,12295,RX-WY,OVEN,HY,,Morelia,20-Dec-05,,,,,,x
1771,12295,RX-WY,OVEN,HY,,Morelia,19-Jan-06,,,,,,x
1771,12297,XB-RY,OVEN,AHY,,Morelia,20-Dec-05,,,,,,x
1771,12298,XB-RW,OVEN,HY,,Morelia,22-Dec-05,,,,,,x
1771,12299,YX-BY,OVEN,HY,,Morelia,23-Dec-05,,,,,,x
2240,21894,RB-XY,PRAW,AHY,M,Morelia,20-Nov-05,,,,,,x
1202,29692,X-,RLTH,AHY,,Morelia,19-Nov-05,,,,,,x
1202,29694,X-,RLTH,AHY,,Morelia,20-Nov-05,,,,,,x
1202,29695,X-,RLTH,AHY,,Morelia,21-Nov-05,,,,,,x
1202,29701,X-,RLTH,ASY,,Morelia,21-Feb-06,,,,,,x
1791,50844,XY-WY,STOF,,,Morelia,21-Jan-06,,,,,,x
1791,50862,BR-XR,STOF,,,Morelia,19-Feb-06,,,,,,x
1791,50863,YR-XY,STOF,,,Morelia,19-Feb-06,,,,,,x
1791,50865,YR-XR,STOF,ASY,,Morelia,19-Feb-06,,,,,,x
1791,50868,YB-XY,STOF,,,Morelia,20-Feb-06,,,,,,x
,468,X-,YFGR,AHY,F,Morelia,19-Nov-05,,,,,,x
,473,X-,YFGR,AHY,M,Morelia,20-Nov-05,,,,,,x
2430,14036,X-,YFGR,HY,F,Morelia,19-Dec-05,,,,,,x
2430,14037,X-,YFGR,HY,M,Morelia,20-Dec-05,,,,,,x
2430,14038,X-,YFGR,AHY,F,Morelia,20-Dec-05,,,,,,x
2430,14039,X-,YFGR,HY,F,Morelia,21-Dec-05,,,,,,x
2430,14082,X-,YFGR,AHY,M,Morelia,21-Jan-06,,,,,,x
2430,14114,X-,YFGR,AHY,M,Morelia,18-Feb-06,,,,,,x
2430,14115,X-,YFGR,SY,M,Morelia,19-Feb-06,,,,,,x
