# Mencia pasture succession bird captures 2006-2007 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2006-07 All Captures.xls""   Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018   See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# NOTE: original file contains occasinal spaces between chunks of records;  appears to be by species,,,,,,,,,,,,,
"# NOTE: file does not contain morphometric or condition data (pec, etc)",,,,,,,,,,,,,
"#Original comment: ""New birds and recaps captured in 2006-07  -- but all within session recaps omitted""  This information is likely in the ""All Mencia B.xls"" file that contains information on site persistance",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
2430,14222,X-,BANA,AHY,,La Cueva,8-Jan-07,,,,,,x
2430,14223,X-,BANA,AHY,,La Cueva,8-Jan-07,,,,,,x
2430,14225,X-,BANA,AHY,,La Cueva,8-Jan-07,,,,,,x
2430,14226,X-,BANA,HY,,La Cueva,8-Jan-07,,,,,,x
2430,14230,X-,BANA,HY,,La Cueva,9-Jan-07,,,,,,x
2430,14231,X-,BANA,AHY,,La Cueva,9-Jan-07,,,,,,x
2430,14232,X-,BANA,AHY,,La Cueva,9-Jan-07,,,,,,x
2430,14233,X-,BANA,AHY,,La Cueva,9-Jan-07,,,,,,x
2430,14234,X-,BANA,HY,,La Cueva,9-Jan-07,,,,,,x
2430,14023,X-,BANA,AHY,,La Cueva,10-Jan-07,,,,,,x
,424,X-,BANA,AHY,,La Cueva,14-Feb-07,,,,,,x
2430,14305,X-,BANA,AHY,,La Cueva,14-Feb-07,,,,,,x
2430,14309,X-,BANA,AHY,,La Cueva,14-Feb-07,,,,,,x
2430,14310,X-,BANA,AHY,,La Cueva,14-Feb-07,,,,,,x
2430,14314,X-,BANA,HY,,La Cueva,15-Feb-07,,,,,,x
2430,14316,X-,BANA,HY,,La Cueva,15-Feb-07,,,,,,x
,424,X-,BANA,AHY,,La Cueva,16-Feb-07,,,,,,x
2430,14322,X-,BANA,AHY,,La Cueva,16-Feb-07,,,,,,x
2430,14324,X-,BANA,AHY,,La Cueva,16-Feb-07,,,,,,x
2430,14328,X-,BANA,HY,,La Cueva,17-Feb-07,,,,,,x
2430,14333,X-,BANA,HY,,La Cueva,18-Feb-07,,,,,,x
2430,14198,X-,BANA,HY,,Morelia,30-Nov-06,,,,,,x
2430,14206,X-,BANA,AHY,,Morelia,5-Dec-06,,,,,,x
2430,14277,X-,BANA,AHY,,Morelia,17-Jan-07,,,,,,x
2430,14279,X-,BANA,AHY,,Morelia,17-Jan-07,,,,,,x
2430,14284,X-,BANA,AHY,,Morelia,19-Jan-07,,,,,,x
2430,14286,X-,BANA,AHY,,Morelia,19-Jan-07,,,,,,x
,,,,,,,,,,,,,
2430,14046,YX-RY,BAWW,AHY,M,El Corral,3-Dec-06,,,,,,x
2430,14207,RR-WX,BAWW,AHY,F,El Corral,3-Dec-06,,,,,,x
2430,14212,WX-YB,BAWW,HY,M,El Corral,5-Dec-06,,,,,,x
2430,14219,WX-YW,BAWW,AHY,F,El Corral,6-Dec-06,,,,,,x
2430,14221,WX-YR,BAWW,AHY,F,El Corral,6-Dec-06,,,,,,x
2430,14207,RR-WX,BAWW,AHY,F,El Corral,21-Jan-07,,,,,,x
,483,YX-RB,BAWW,AHY,F,El Corral,22-Jan-07,,,,,,x
2430,14294,WX-RY,BAWW,AHY,F,El Corral,23-Jan-07,,,,,,x
2430,14219,WX-YW,BAWW,AHY,F,El Corral,24-Jan-07,,,,,,x
,483,YX-RB,BAWW,AHY,F,El Corral,27-Feb-07,,,,,,x
2430,14294,WX-RY,BAWW,AHY,F,El Corral,28-Feb-07,,,,,,x
2430,14364,YX-RR,BAWW,AHY,F,El Corral,28-Feb-07,,,,,,x
2430,14207,RR-WX,BAWW,AHY,F,El Corral,1-Mar-07,,,,,,x
2430,14181,YX-YY,BAWW,HY,M,La Caoba,27-Nov-06,,,,,,x
2430,14256,WX-RB,BAWW,AHY,M,La Caoba,14-Jan-07,,,,,,x
2430,14343,RY-YX,BAWW,HY,F,La Caoba,21-Feb-07,,,,,,x
2430,14139,YX-WW,BAWW,HY,F,La Cueva,22-Nov-06,,,,,,x
2430,14145,WX-BW,BAWW,HY,M,La Cueva,22-Nov-06,,,,,,x
2430,14145,WX-BW,BAWW,HY,F,La Cueva,11-Jan-07,,,,,,x
2430,14320,WX-WW,BAWW,HY,F,La Cueva,16-Feb-07,,,,,,x
2430,14189,WX-BY,BAWW,HY,M,Morelia,28-Nov-06,,,,,,x
2430,14192,WX-BR,BAWW,AHY,M,Morelia,29-Nov-06,,,,,,x
2430,14193,WX-WB,BAWW,AHY,M,Morelia,29-Nov-06,,,,,,x
2430,14194,WX-WY,BAWW,AHY,F,Morelia,29-Nov-06,,,,,,x
2430,14201,WX-WR,BAWW,AHY,M,Morelia,1-Dec-06,,,,,,x
2430,14207,RR-WX,BAWW,AHY,F,Morelia,6-Dec-06,,,,,,x
2430,14283,WX-RW,BAWW,HY,F,Morelia,19-Jan-07,,,,,,x
2430,14189,WX-BY,BAWW,HY,M,Morelia,26-Feb-07,,,,,,x
,,,,,,,,,,,,,
4A,402,PX-BW,BCPT,AHY,,El Corral,2-Dec-06,,,,,,x
4A,368,YX-RW,BCPT,AHY,,El Corral,4-Dec-06,,,,,,x
4A,408,XB-GR,BCPT,AHY,,El Corral,22-Jan-07,,,,,,x
4A,219,YR-XB,BCPT,AHY,,El Corral,23-Jan-07,,,,,,x
4A,368,YX-RW,BCPT,AHY,,El Corral,23-Jan-07,,,,,,x
4A,409,XB-PR,BCPT,HY,,El Corral,23-Jan-07,,,,,,x
4A,300,WX-BW,BCPT,AHY,,El Corral,24-Jan-07,,,,,,x
4A,415,RG-WX,BCPT,HY,,El Corral,26-Feb-07,,,,,,x
4A,381,BX-WY,BCPT,AHY,,El Corral,27-Feb-07,,,,,,x
4A,416,RG-XW,BCPT,HY,,El Corral,27-Feb-07,,,,,,x
4A,245,YW-WX,BCPT,AHY,,El Corral,1-Mar-07,,,,,,x
4A,338,XY-RW,BCPT,AHY,,El Corral,1-Mar-07,,,,,,x
4A,408,XB-GR,BCPT,AHY,,El Corral,1-Mar-07,,,,,,x
4A,417,WX-GR,BCPT,HY,,El Corral,1-Mar-07,,,,,,x
4A,418,GR-WX,BCPT,HY,,El Corral,1-Mar-07,,,,,,x
4A,419,RR-GX,BCPT,HY,,El Corral,1-Mar-07,,,,,,x
4A,268,YX-WR,BCPT,AHY,,La Caoba,25-Nov-06,,,,,,x
4A,269,WX-YY,BCPT,AHY,,La Caoba,26-Nov-06,,,,,,x
4A,395,PG-XW,BCPT,HY,,La Caoba,26-Nov-06,,,,,,x
4A,397,XG-WW,BCPT,HY,,La Caoba,26-Nov-06,,,,,,x
4A,273,RX-WY,BCPT,AHY,,La Caoba,28-Nov-06,,,,,,x
4A,398,GG-BX,BCPT,HY,,La Caoba,28-Nov-06,,,,,,x
4A,399,GG-XB,BCPT,AHY,,La Caoba,28-Nov-06,,,,,,x
4A,268,YX-WR,BCPT,AHY,,La Caoba,14-Jan-07,,,,,,x
4A,387,XW-WW,BCPT,HY,,La Caoba,14-Jan-07,,,,,,x
4A,405,RG-BX,BCPT,HY,,La Caoba,14-Jan-07,,,,,,x
4A,406,GR-BX,BCPT,AHY,,La Caoba,15-Jan-07,,,,,,x
4A,407,XB-RG,BCPT,HY,,La Caoba,15-Jan-07,,,,,,x
4A,385,WW-BX,BCPT,HY,,La Cueva,20-Nov-06,,,,,,x
4A,386,YB-XB,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,387,XW-WW,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,388,WX-YW,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,389,WX-WB,BCPT,AHY,,La Cueva,21-Nov-06,,,,,,x
4A,390,YX-WB,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,391,WX-WY,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,392,YX-WY,BCPT,AHY,,La Cueva,21-Nov-06,,,,,,x
4A,393,BX-WB,BCPT,HY,,La Cueva,21-Nov-06,,,,,,x
4A,394,WX-WW,BCPT,,,La Cueva,22-Nov-06,,,,,,x
4A,395,PG-XW,BCPT,HY,,La Cueva,23-Nov-06,,,,,,x
4A,233,RR-XB,BCPT,AHY,,La Cueva,24-Nov-06,,,,,,x
4A,210,BY-YX,BCPT,AHY,,La Cueva,8-Jan-07,,,,,,x
4A,339,YW-XY,BCPT,AHY,,La Cueva,10-Jan-07,,,,,,x
4A,389,WX-WB,BCPT,AHY,,La Cueva,10-Jan-07,,,,,,x
4A,403,BW-XP,BCPT,HY,,La Cueva,10-Jan-07,,,,,,x
4A,235,YY-BX,BCPT,AHY,,La Cueva,11-Jan-07,,,,,,x
4A,390,YX-WB,BCPT,HY,,La Cueva,11-Jan-07,,,,,,x
4A,404,GG-XW,BCPT,HY,,La Cueva,11-Jan-07,,,,,,x
4A,355,XW-RB,BCPT,AHY,,La Cueva,12-Jan-07,,,,,,x
4A,390,YX-WB,BCPT,HY,,La Cueva,14-Feb-07,,,,,,x
4A,283,RW-XR,BCPT,AHY,,La Cueva,15-Feb-07,,,,,,x
4A,410,WB-XW,BCPT,AHY,,La Cueva,15-Feb-07,,,,,,x
4A,411,XB-YR,BCPT,AHY,,La Cueva,16-Feb-07,,,,,,x
4A,412,XB-RP,BCPT,HY,,La Cueva,17-Feb-07,,,,,,x
4A,400,XG-WW,BCPT,HY,,Morelia,29-Nov-06,,,,,,x
4A,401,PX-WB,BCPT,AHY,,Morelia,29-Nov-06,,,,,,x
4A,240,YX-YY,BCPT,AHY,,Morelia,2-Dec-06,,,,,,x
4A,279,XW-BW,BCPT,AHY,,Morelia,2-Dec-06,,,,,,x
4A,279,XW-BW,BCPT,AHY,,Morelia,18-Jan-07,,,,,,x
4A,335,RY-XY,BCPT,AHY,,Morelia,18-Jan-07,,,,,,x
4A,238,XB-BR,BCPT,AHY,,Morelia,24-Feb-07,,,,,,x
4A,335,RY-XY,BCPT,AHY,,Morelia,24-Feb-07,,,,,,x
4A,276,XR-YR,BCPT,AHY,,Morelia,25-Feb-07,,,,,,x
4A,369,XB-WB,BCPT,AHY,,Morelia,25-Feb-07,,,,,,x
4A,413,RP-XB,BCPT,HY,,Morelia,25-Feb-07,,,,,,x
4A,400,XG-WW,BCPT,HY,,Morelia,26-Feb-07,,,,,,x
4A,414,RP-BX,BCPT,HY,,Morelia,26-Feb-07,,,,,,x
,,,,,,,,,,,,,
2240,21934,X-,BFGR,AHY,M,La Caoba,24-Nov-06,,,,,,x
2240,21935,X-,BFGR,AHY,F,La Caoba,25-Nov-06,,,,,,x
2240,21950,X-,BFGR,AHY,M,La Caoba,13-Jan-07,,,,,,x
2240,21914,X-,BFGR,AHY,M,La Caoba,19-Feb-07,,,,,,x
2240,21915,X-,BFGR,AHY,M,La Caoba,21-Feb-07,,,,,,x
2240,21927,X-,BFGR,AHY,F,La Cueva,22-Nov-06,,,,,,x
2240,21928,X-,BFGR,HY,F,La Cueva,23-Nov-06,,,,,,x
2240,21914,X-,BFGR,AHY,M,La Cueva,24-Nov-06,,,,,,x
2240,21962,X-,BFGR,HY,M,La Cueva,18-Feb-07,,,,,,x
2240,21963,X-,BFGR,AHY,F,La Cueva,18-Feb-07,,,,,,x
2240,21953,X-,BFGR,HY,F,Morelia,20-Jan-07,,,,,,x
2240,21954,X-,BFGR,HY,M,Morelia,20-Jan-07,,,,,,x
2240,21969,X-,BFGR,HY,F,Morelia,24-Feb-07,,,,,,x
2240,21970,X-,BFGR,HY,M,Morelia,24-Feb-07,,,,,,x
,,,,,,,,,,,,,
1791,50500,X-,BLGR,AHY,F,Morelia,23-Feb-07,,,,,,x
,,,,,,,,,,,,,
2430,14209,WX-YB,BTBW,HY,M,El Corral,3-Dec-06,,,,,,x
2430,14213,XB-YW,BTBW,HY,F,El Corral,5-Dec-06,,,,,,x
2430,14214,XW-RY,BTBW,HY,M,El Corral,5-Dec-06,,,,,,x
,485,WR-XR,BTBW,AHY,F,El Corral,6-Dec-06,,,,,,x
2430,14218,WX-YW,BTBW,HY,M,El Corral,6-Dec-06,,,,,,x
2430,14289,XB-RR,BTBW,HY,F,El Corral,21-Jan-07,,,,,,x
2430,14292,RX-YW,BTBW,HY,F,El Corral,22-Jan-07,,,,,,x
2430,14293,RX-YR,BTBW,AHY,F,El Corral,22-Jan-07,,,,,,x
2430,14218,WX-YW,BTBW,HY,M,El Corral,23-Jan-07,,,,,,x
2430,14298,YW-XB,BTBW,HY,M,El Corral,23-Jan-07,,,,,,x
2430,14362,WX-RW,BTBW,HY,M,El Corral,26-Feb-07,,,,,,x
2430,14292,RX-YW,BTBW,HY,F,El Corral,27-Feb-07,,,,,,x
2220,95980,XR-WW,BTBW,AHY,M,El Corral,27-Feb-07,,,,,,x
,485,WR-XR,BTBW,AHY,F,El Corral,28-Feb-07,,,,,,x
2430,14365,RX-RR,BTBW,AHY,M,El Corral,28-Feb-07,,,,,,x
2430,14370,WB-XB,BTBW,AHY,F,El Corral,1-Mar-07,,,,,,x
2250,78447,XY-RY,BTBW,AHY,F,El Corral,1-Mar-07,,,,,,x
2430,14066,YW-XR,BTBW,AHY,M,La Caoba,24-Nov-06,,,,,,x
2430,14164,RX-WY,BTBW,HY,F,La Caoba,25-Nov-06,,,,,,x
2430,14166,XB-WR,BTBW,HY,M,La Caoba,25-Nov-06,,,,,,x
2430,14169,XB-YB,BTBW,HY,F,La Caoba,25-Nov-06,,,,,,x
2430,14171,XW-YW,BTBW,HY,M,La Caoba,25-Nov-06,,,,,,x
2430,14173,RX-WR,BTBW,HY,M,La Caoba,26-Nov-06,,,,,,x
2430,14176,WX-BY,BTBW,HY,M,La Caoba,26-Nov-06,,,,,,x
2430,14183,BX-BR,BTBW,HY,F,La Caoba,27-Nov-06,,,,,,x
2430,14186,YX-WR,BTBW,HY,M,La Caoba,28-Nov-06,,,,,,x
2430,14249,RY-RX,BTBW,AHY,F,La Caoba,12-Jan-07,,,,,,x
2430,14183,BX-BR,BTBW,HY,F,La Caoba,13-Jan-07,,,,,,x
2430,14250,WY-XW,BTBW,HY,M,La Caoba,13-Jan-07,,,,,,x
2430,14260,WR-XW,BTBW,HY,F,La Caoba,14-Jan-07,,,,,,x
2430,14265,BR-YX,BTBW,HY,F,La Caoba,14-Jan-07,,,,,,x
2430,14269,XB-RW,BTBW,HY,M,La Caoba,15-Jan-07,,,,,,x
2430,14063,BX-RR,BTBW,AHY,M,La Caoba,18-Feb-07,,,,,,x
2430,14338,WY-RX,BTBW,HY,M,La Caoba,20-Feb-07,,,,,,x
2430,14341,WW-XR,BTBW,HY,F,La Caoba,20-Feb-07,,,,,,x
2430,14348,BW-XB,BTBW,AHY,F,La Caoba,22-Feb-07,,,,,,x
2430,14134,XW-WR,BTBW,AHY,F,La Cueva,21-Nov-06,,,,,,x
2430,14136,YX-WB,BTBW,AHY,F,La Cueva,21-Nov-06,,,,,,x
2430,14138,RB-XY,BTBW,HY,F,La Cueva,22-Nov-06,,,,,,x
2430,14140,WX-WB,BTBW,HY,F,La Cueva,22-Nov-06,,,,,,x
2430,14142,YW-XY,BTBW,HY,F,La Cueva,22-Nov-06,,,,,,x
2430,14146,RX-WB,BTBW,HY,M,La Cueva,23-Nov-06,,,,,,x
2430,14153,XB-WY,BTBW,HY,F,La Cueva,23-Nov-06,,,,,,x
2430,14155,YX-WY,BTBW,HY,M,La Cueva,24-Nov-06,,,,,,x
2430,14227,XW-WW,BTBW,HY,F,La Cueva,9-Jan-07,,,,,,x
2430,14235,BW-XW,BTBW,HY,M,La Cueva,9-Jan-07,,,,,,x
2430,14136,YX-WB,BTBW,AHY,F,La Cueva,10-Jan-07,,,,,,x
2430,14237,XW-YY,BTBW,AHY,M,La Cueva,10-Jan-07,,,,,,x
2430,14241,BR-XW,BTBW,HY,F,La Cueva,11-Jan-07,,,,,,x
2430,14242,WB-XW,BTBW,HY,F,La Cueva,11-Jan-07,,,,,,x
2430,14245,YY-RX,BTBW,HY,F,La Cueva,11-Jan-07,,,,,,x
2430,14227,XW-WW,BTBW,HY,F,La Cueva,14-Feb-07,,,,,,x
2430,14235,BW-XW,BTBW,HY,M,La Cueva,14-Feb-07,,,,,,x
2430,14318,YW-XW,BTBW,AHY,F,La Cueva,15-Feb-07,,,,,,x
2430,14319,YB-XW,BTBW,HY,M,La Cueva,15-Feb-07,,,,,,x
2430,14281,XB-YY,BTBW,AHY,F,La Cueva,16-Feb-07,,,,,,x
2430,14183,BX-BR,BTBW,HY,F,La Cueva,17-Feb-07,,,,,,x
2430,14043,BX-WB,BTBW,AHY,F,Morelia,29-Nov-06,,,,,,x
2430,14190,XW-YR,BTBW,HY,M,Morelia,29-Nov-06,,,,,,x
2430,14191,XW-RB,BTBW,HY,M,Morelia,29-Nov-06,,,,,,x
2430,14195,WX-WY,BTBW,HY,F,Morelia,29-Nov-06,,,,,,x
2430,14196,YX-YB,BTBW,HY,M,Morelia,29-Nov-06,,,,,,x
2430,14197,XW-RW,BTBW,AHY,M,Morelia,30-Nov-06,,,,,,x
2430,14199,RX-YB,BTBW,HY,M,Morelia,1-Dec-06,,,,,,x
2430,14204,YX-YW,BTBW,HY,F,Morelia,2-Dec-06,,,,,,x
2430,14273,RW-XW,BTBW,HY,F,Morelia,16-Jan-07,,,,,,x
2430,14274,RB-XW,BTBW,HY,F,Morelia,16-Jan-07,,,,,,x
2430,14275,YR-XW,BTBW,HY,M,Morelia,16-Jan-07,,,,,,x
2430,14276,XB-WW,BTBW,HY,M,Morelia,17-Jan-07,,,,,,x
2430,14281,XB-YY,BTBW,AHY,F,Morelia,18-Jan-07,,,,,,x
2430,14282,YR-XB,BTBW,HY,M,Morelia,18-Jan-07,,,,,,x
2430,14285,RW-RX,BTBW,HY,F,Morelia,19-Jan-07,,,,,,x
2430,14195,WX-WY,BTBW,HY,F,Morelia,20-Jan-07,,,,,,x
2430,14204,YX-YW,BTBW,HY,F,Morelia,20-Jan-07,,,,,,x
2430,14273,RW-XW,BTBW,HY,F,Morelia,22-Feb-07,,,,,,x
2430,14354,BR-XB,BTBW,HY,F,Morelia,23-Feb-07,,,,,,x
2430,14281,XB-YY,BTBW,AHY,F,Morelia,25-Feb-07,,,,,,x
2430,14358,YB-XB,BTBW,AHY,F,Morelia,25-Feb-07,,,,,,x
2430,14360,WR-XB,BTBW,AHY,M,Morelia,25-Feb-07,,,,,,x
,,,,,,,,,,,,,
8A,66,X-,BUOW,AHY,,Morelia,23-Feb-07,,,,,,x
8A,68,X-,BUOW,AHY,F,Morelia,26-Feb-07,,,,,,x
,,,,,,,,,,,,,
2430,14301,YG-XB,CMWA,AHY,F,El Corral,23-Jan-07,,,,,,x
2430,14302,YG-BX,CMWA,AHY,M,El Corral,23-Jan-07,,,,,,x
2430,14369,WW-GX,CMWA,AHY,M,El Corral,1-Mar-07,,,,,,x
2280,33735,RX-BR,CMWA,AHY,M,La Caoba,24-Nov-06,,,,,,x
2430,14162,WY-XG,CMWA,HY,F,La Caoba,25-Nov-06,,,,,,x
2430,14163,WB-XG,CMWA,AHY,M,La Caoba,25-Nov-06,,,,,,x
2430,14165,YX-WG,CMWA,HY,M,La Caoba,25-Nov-06,,,,,,x
2430,14168,WB-XG,CMWA,HY,F,La Caoba,25-Nov-06,,,,,,x
2430,14172,WB-GX,CMWA,HY,F,La Caoba,25-Nov-06,,,,,,x
2280,33733,BW-XR,CMWA,AHY,F,La Caoba,25-Nov-06,,,,,,x
2430,14177,BR-XG,CMWA,HY,F,La Caoba,27-Nov-06,,,,,,x
2430,14179,BR-GX,CMWA,AHY,M,La Caoba,27-Nov-06,,,,,,x
2430,14185,RB-XG,CMWA,HY,F,La Caoba,28-Nov-06,,,,,,x
2430,14248,RY-GX,CMWA,AHY,M,La Caoba,12-Jan-07,,,,,,x
2430,14252,RG-BX,CMWA,AHY,M,La Caoba,13-Jan-07,,,,,,x
2430,14253,YR-GX,CMWA,AHY,F,La Caoba,13-Jan-07,,,,,,x
2220,95932,XW-YW,CMWA,AHY,F,La Caoba,13-Jan-07,,,,,,x
2430,14267,YR-XG,CMWA,HY,F,La Caoba,15-Jan-07,,,,,,x
2430,14336,XY-GR,CMWA,HY,F,La Caoba,18-Feb-07,,,,,,x
2430,14337,XY-RG,CMWA,AHY,F,La Caoba,19-Feb-07,,,,,,x
2430,14339,XY-WG,CMWA,HY,F,La Caoba,20-Feb-07,,,,,,x
2430,14075,YY-WX,CMWA,AHY,M,La Caoba,21-Feb-07,,,,,,x
2430,14344,XW-GR,CMWA,HY,F,La Caoba,21-Feb-07,,,,,,x
2430,14347,XW-GB,CMWA,AHY,M,La Caoba,21-Feb-07,,,,,,x
2430,14349,XW-BG,CMWA,AHY,M,La Caoba,22-Feb-07,,,,,,x
2430,14129,BW-WX,CMWA,HY,F,La Cueva,21-Nov-06,,,,,,x
2430,14131,GG-XG,CMWA,HY,F,La Cueva,21-Nov-06,,,,,,x
2430,14144,GG-XY,CMWA,AHY,M,La Cueva,22-Nov-06,,,,,,x
2430,14152,RW-GX,CMWA,AHY,M,La Cueva,23-Nov-06,,,,,,x
2430,14154,YY-GX,CMWA,AHY,M,La Cueva,24-Nov-06,,,,,,x
2430,14236,RX-GB,CMWA,AHY,M,La Cueva,9-Jan-07,,,,,,x
2430,14240,RX-BG,CMWA,AHY,M,La Cueva,10-Jan-07,,,,,,x
2430,14177,BR-XG,CMWA,HY,F,La Cueva,11-Jan-07,,,,,,x
2430,14243,RY-XG,CMWA,AHY,M,La Cueva,11-Jan-07,,,,,,x
2430,14029,WB-BX,CMWA,AHY,M,La Cueva,14-Feb-07,,,,,,x
