# Mencia pasture succession bird captures 2004-2005 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2004-05 All Captures.xls""",,,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,,
"#""NOTES"" columns contains ""DIED"" ""MITES"" and also numbers; not sure what numbers are",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
1202,29619,X-,MACU,AHY,,La Caoba,14-Nov-04,127,28.8,56.2,,,
1202,29647,X-,MACU,AHY,,La Caoba A,11-Jan-05,121,27.3,46.6,,,
1202,29652,X-,MACU,AHY,,La Caoba,9-Feb-05,123.5,28.1,51.6,,,
1781,50332,X-,NOMO,AHY,,La Caoba,12-Nov-04,92,29.9,34.5,,,
1781,50332,X-,NOMO,AHY,,La Caoba,13-Nov-04,,,,,,
1781,50333,X-,NOMO,AHY,,La Caoba A,14-Nov-04,96.5,30,38,,,
1781,50334,X-,NOMO,AHY,,La Caoba A,15-Nov-04,95,30.7,39,,,
1781,50335,X-,NOMO,AHY,,La Caoba A,15-Nov-04,103.5,30.6,40.2,,,
1781,50335,X-,NOMO,AHY,,La Caoba A,10-Feb-05,103.5,30.6,39.3,,,
1781,50346,X-,NOMO,AHY,,La Caoba,9-Jan-05,105,32,44.4,,,
1781,50347,X-,NOMO,HY,,La Caoba A,10-Jan-05,107,29.1,42.1,,,
1781,50348,X-,NOMO,AHY,,La Caoba A,12-Jan-05,98.5,31.6,40,,,
1781,50360,X-,NOMO,AHY,,La Caoba,8-Feb-05,98.5,29.7,38.7,,,
1781,50361,X-,NOMO,AHY,,La Caoba,8-Feb-05,95.5,30.2,39.2,,,
2240,21582,RR-XR,NOPA,HY,,La Caoba A,15-Nov-04,,,,,,
2240,21802,XB-BW,NOPA,AHY,M,La Caoba A,16-Nov-04,63,18.3,8.2,0,1,
1771,12103,XR-RB,OVEN,AHY,,La Caoba,12-Nov-04,71,23.2,17.1,0,1,
1771,12105,XW-RW,OVEN,SY,,La Caoba,9-Feb-05,73.5,21.6,16.7,1,0,
1771,12148,YR-BX,OVEN,AHY,,La Caoba A,14-Nov-04,70,21.6,16.7,1,1,
1771,12171,XR-RW,OVEN,HY,,La Caoba,12-Nov-04,75,23.3,18.9,1,1,
1771,12171,XR-RB,OVEN,HY,,La Caoba A,15-Nov-04,,,,,,
1771,12174,WX-WR,OVEN,HY,,La Caoba,13-Nov-04,70,22.3,17.9,0,1,
1771,12174,WX-WR,OVEN,HY,,La Caoba,10-Jan-05,70,22.6,17.2,1,1,
1771,12175,XR-YR,OVEN,HY,,La Caoba A,14-Nov-04,77.5,23.3,21.4,2,2,
1771,12176,YB-XB,OVEN,HY,,La Caoba A,14-Nov-04,74.5,22.9,18.3,0,0,
1771,12176,YB-XB,OVEN,HY,,La Caoba A,11-Feb-05,76,22.7,18.9,1,1,
1771,12177,BR-RX,OVEN,HY,,La Caoba A,14-Nov-04,72.5,22.2,17.2,0,1,
1771,12178,XR-BW,OVEN,HY,,La Caoba A,14-Nov-04,76,21.7,17.2,0,0,
1771,12179,XR-YW,OVEN,HY,,La Caoba A,15-Nov-04,70.5,20.8,17.7,0,0,
1771,12180,XB-RB,OVEN,HY,,La Caoba A,15-Nov-04,69.5,22.5,18.7,0,0,
1771,12180,XB-RB,OVEN,HY,,La Caoba,8-Jan-05,69.5,22.4,16.7,0,0,
1771,12180,XB-RB,OVEN,HY,,La Caoba,8-Feb-05,69.5,22.5,16.5,0,0,
1771,12181,XR-YB,OVEN,HY,,La Caoba A,16-Nov-04,73,22.2,19.6,0,2,
1771,12220,RR-XR,OVEN,HY,,La Caoba A,12-Jan-05,,,,,,
1771,12224,XY-WB,OVEN,AHY,,La Caoba,9-Jan-05,73,20.1,17.2,0,0,
1771,12224,XY-WB,OVEN,AHY,,La Caoba A,12-Feb-05,73,20.1,17.7,0,0,
1771,12225,XY-WR,OVEN,AHY,,La Caoba A,11-Jan-05,71.5,21.8,17,0,0,
1771,12226,YB-XR,OVEN,AHY,,La Caoba A,11-Jan-05,72,21.3,17.6,1,2,
1771,12227,YW-XR,OVEN,HY,,La Caoba A,11-Jan-05,75.5,22.4,19,1,2,
1771,12228,YR-XR,OVEN,AHY,,La Caoba A,11-Jan-05,78,21.7,18.7,1,2,
1771,12228,YR-XR,OVEN,AHY,,La Caoba A,11-Feb-05,78,21.7,19.1,1,1,
1771,12251,XW-WW,OVEN,AHY,,La Caoba A,10-Feb-05,73.5,22.2,17.4,0,0,
2280,33701,XB-YW,PAWA,AHY,,La Caoba,13-Nov-04,61.5,19.5,9,1,1,
2200,99679,XR-WB,PAWA,HY,,La Caoba A,10-Feb-05,60,18.9,7.6,0,0,
2240,21523,WX-WB,PRAW,SY,M,La Caoba,10-Jan-05,57.5,17,6.9,0,1,
2240,21524,RB-YX,PRAW,SY,F,La Caoba A,11-Feb-05,54,17.9,5.9,0,0,
2240,21561,XB-YR,PRAW,AHY,F,La Caoba A,10-Feb-05,55.5,17.4,7.3,3,1,
2240,21590,BX-YB,PRAW,HY,M,La Caoba,12-Nov-04,55,18.4,7.5,0,0,
2240,21592,YX-YB,PRAW,HY,,La Caoba,12-Nov-04,50.5,17.1,5.8,0,0,
2240,21594,XR-YR,PRAW,HY,,La Caoba,13-Nov-04,52,18.2,6,0,1,
2240,21594,XR-YR,PRAW,HY,,La Caoba A,12-Feb-05,52,18.4,6,0,0,
2240,21828,XR-BW,PRAW,HY,F,La Caoba,8-Jan-05,53,18.1,7.3,0,1,
2240,21829,YY-WX,PRAW,HY,,La Caoba,8-Jan-05,54,17.4,6.8,0,0,
2240,21835,WW-XR,PRAW,AHY,F,La Caoba A,10-Jan-05,53.5,17.6,6.3,0,1,
2240,21836,RY-XR,PRAW,AHY,F,La Caoba A,11-Jan-05,57,17.8,6.6,0,0,
2240,21855,RR-XY,PRAW,HY,,La Caoba A,10-Feb-05,51.5,17.3,5.9,0,0,
2240,21858,XR-BR,PRAW,AHY,M,La Caoba A,12-Feb-05,55,17.9,6.4,0,0,
1202,29613,X-,RLTH,AHY,,La Caoba,8-Jan-05,120.5,39.6,64.7,,,
1202,29618,X-,RLTH,AHY,,La Caoba,12-Nov-04,122.5,42.3,65.4,,,
1202,29620,X-,RLTH,AHY,,La Caoba A,15-Nov-04,122,39,71.7,,,
1202,29631,X-,RLTH,AHY,,La Caoba,9-Jan-05,,,,,,
1202,29635,X-,RLTH,AHY,,La Caoba,9-Feb-05,131,41.4,73.3,,,Band lost and found
1202,29636,X-,RLTH,AHY,,La Caoba,8-Jan-05,121,36.3,55.9,,,
1202,29637,X-,RLTH,AHY,,La Caoba,9-Jan-05,123.5,41.1,62.7,,,
1202,29638,X-,RLTH,AHY,,La Caoba,9-Jan-05,119.5,40.5,68.8,,,
1202,29639,X-,RLTH,AHY,,La Caoba,9-Jan-05,126,39.6,64.5,,,
1202,29640,X-,RLTH,AHY,,La Caoba,9-Jan-05,118,38.9,65.2,,,
1202,29641,X-,RLTH,AHY,,La Caoba,9-Jan-05,118.5,40.1,68.3,,,
1202,29642,X-,RLTH,AHY,,La Caoba,10-Jan-05,117,37.9,63.4,,,
1202,29643,X-,RLTH,AHY,,La Caoba A,10-Jan-05,120,37.9,68.2,,,
1202,29644,X-,RLTH,AHY,,La Caoba A,10-Jan-05,114.5,35.9,60.4,,,
1202,29645,X-,RLTH,AHY,,La Caoba A,11-Jan-05,119.5,41.5,67.2,,,
1202,29646,X-,RLTH,AHY,,La Caoba A,11-Jan-05,120,40.2,67,,,
1202,29648,X-,RLTH,AHY,,La Caoba A,11-Jan-05,125,40.9,72.5,,,
1202,29649,X-,RLTH,AHY,,La Caoba A,12-Jan-05,125.5,41.1,63.4,,,
1202,29651,X-,RLTH,AHY,,La Caoba,10-Feb-05,118,40,60.5,,,
1202,29676,X-,RLTH,AHY,,La Caoba,8-Feb-05,126.5,38.3,69,,,
1202,29677,X-,RLTH,AHY,,La Caoba,8-Feb-05,122,38.7,63.2,,,
1202,29678,X-,RLTH,HY,,La Caoba,9-Feb-05,115,36.8,61.7,,,
1202,29679,X-,RLTH,HY,,La Caoba,9-Feb-05,121.5,38.4,67.1,,,
1202,29680,X-,RLTH,HY,,La Caoba,9-Feb-05,121.5,38.5,67.5,,,
1202,29681,X-,RLTH,AHY,,La Caoba A,10-Feb-05,121,39.1,74.1,,,
1202,29682,X-,RLTH,HY,,La Caoba A,10-Feb-05,118,40.5,67,,,
1202,29683,X-,RLTH,HY,,La Caoba A,10-Feb-05,118.5,40,64.4,,,
1202,29684,X-,RLTH,AHY,,La Caoba A,11-Feb-05,120.5,39.8,66.7,,,
1771,12172,X-,RTSO,HY,,La Caoba,12-Nov-04,85,21.8,23.5,,,
6A,14,X-,SBAN,HY,,La Caoba A,12-Feb-05,146,35.7,96.2,,,
1791,50727,RX-BW,STOF,HY,,La Caoba A,16-Nov-04,82.5,21.7,19.5,,,
1791,50758,YY-XY,STOF,,,La Caoba A,11-Jan-05,82.5,20.5,18.4,,,
1791,50786,RR-XY,STOF,,,La Caoba,9-Feb-05,83.5,20.7,19.4,,,
1791,50788,WW-XW,STOF,,,La Caoba A,10-Feb-05,82.5,20.8,18.2,,,
2370,3842,X-,YFGR,AHY,M,La Caoba,8-Feb-05,50,15.8,8.4,,,
2370,3848,X-,YFGR,HY,M,La Caoba,9-Feb-05,50,17.3,9.3,,,
2370,3852,X-,YFGR,AHY,M,La Caoba,9-Feb-05,48.5,15.8,7.5,,,
2370,3857,X-,YFGR,AHY,M,La Caoba,9-Feb-05,48,15.9,8.2,,,
2370,3858,X-,YFGR,AHY,M,La Caoba,9-Feb-05,48,16.2,8.3,,,
2370,3859,X-,YFGR,HY,M,La Caoba,9-Feb-05,49,16.2,7.9,,,
2370,3861,X-,YFGR,HY,M,La Caoba,9-Feb-05,49.5,15.6,8.1,,,
2370,3864,X-,YFGR,AHY,M,La Caoba A,10-Feb-05,51,15.4,9.6,,,
2370,3865,X-,YFGR,AHY,F,La Caoba A,10-Feb-05,48,16.4,8.3,,,
2370,3866,X-,YFGR,AHY,M,La Caoba A,10-Feb-05,49.5,15.8,8.2,,,
2370,3867,X-,YFGR,AHY,F,La Caoba A,10-Feb-05,49,16.7,8.4,,,
2370,3871,X-,YFGR,HY,M,La Caoba A,11-Feb-05,49.5,15.1,8.8,,,
2370,3873,X-,YFGR,HY,F,La Caoba A,11-Feb-05,47,16.5,8.5,,,
2370,3876,X-,YFGR,HY,M,La Caoba A,11-Feb-05,49,15.5,8.5,,,
2370,3881,X-,YFGR,AHY,F,La Caoba A,12-Feb-05,48.5,16.4,8.2,,,
2370,3883,X-,YFGR,HY,M,La Caoba A,12-Feb-05,49.5,16,8.2,,,
2280,33615,X-,YFGR,HY,M,La Caoba,9-Jan-05,51,16,8,,,
2280,33640,X-,YFGR,HY,F,La Caoba,10-Feb-05,50,16.5,8.4,,,
2280,33684,X-,YFGR,HY,M,La Caoba,12-Nov-04,49,16.4,9.1,,,
2280,33684,X-,YFGR,HY,M,La Caoba,9-Jan-05,50,16.4,8.3,,,
2280,33697,X-,YFGR,AHY,M,La Caoba,13-Nov-04,50.5,15.9,9.1,,,
2280,33708,X-,YFGR,AHY,M,La Caoba,13-Nov-04,50.5,16.8,8.5,,,
2280,33716,X-,YFGR,AHY,M,La Caoba,13-Nov-04,51,16.8,9.5,,,
2280,33717,X-,YFGR,HY,,La Caoba,13-Nov-04,52,15.9,7.2,,,
2280,33719,X-,YFGR,AHY,M,La Caoba,13-Nov-04,48.5,15.4,9.4,,,
2280,33728,X-,YFGR,HY,F,La Caoba,14-Nov-04,49.5,15.7,9.3,,,
2280,33730,X-,YFGR,AHY,M,La Caoba A,14-Nov-04,51,16.4,9.7,,,
2280,33730,X-,YFGR,AHY,M,La Caoba,9-Feb-05,51,16.5,9.8,,,
2280,33737,X-,YFGR,AHY,M,La Caoba A,15-Nov-04,51,16.2,9.1,,,
2280,33739,X-,YFGR,HY,F,La Caoba A,15-Nov-04,47.5,16.1,8.6,,,
2280,33740,X-,YFGR,AHY,M,La Caoba A,15-Nov-04,50,16.4,8.9,,,
2280,33743,X-,YFGR,HY,M,La Caoba A,15-Nov-04,48,15.7,8.8,,,
2280,33743,X-,YFGR,HY,M,La Caoba A,10-Jan-05,48,15.8,8.8,,,
2280,33745,X-,YFGR,AHY,F,La Caoba A,15-Nov-04,47.5,16,10.1,,,
2280,33746,X-,YFGR,AHY,,La Caoba A,15-Nov-04,49,15.3,8.5,,,
2280,33748,X-,YFGR,AHY,M,La Caoba A,15-Nov-04,48.5,15.9,8.5,,,
2280,33759,X-,YFGR,AHY,M,La Caoba A,16-Nov-04,49,16,8.4,,,
2250,78473,X-,YFGR,HY,F,La Caoba A,12-Feb-05,49.5,15.3,8.8,,,
2250,78541,X-,YFGR,SY,F,La Caoba,13-Nov-04,49.5,15.7,9.9,,,
2250,78550,X-,YFGR,SY,M,La Caoba A,11-Feb-05,49.5,16.2,8.4,,,
2250,78610,X-,YFGR,SY,M,La Caoba A,11-Jan-05,50,15.7,9.1,,,
2250,78610,X-,YFGR,SY,M,La Caoba A,10-Feb-05,50,15.7,9.1,,,
2250,78682,X-,YFGR,AHY,M,La Caoba,9-Jan-05,51.5,16.4,8.6,,,
2250,78682,X-,YFGR,AHY,M,La Caoba A,15-Nov-04,50.5,16.3,8.8,,,
2220,95904,X-,YFGR,HY,,La Caoba,9-Jan-05,48,15.7,8.1,,,
2220,95910,X-,YFGR,HY,,La Caoba,9-Jan-05,46.5,15.9,7.6,,,
2220,95911,X-,YFGR,HY,M,La Caoba,9-Jan-05,50,15.4,8.1,,,
2220,95919,X-,YFGR,HY,,La Caoba A,10-Jan-05,46.5,16.1,8.7,,,
2220,95923,X-,YFGR,HY,,La Caoba A,11-Jan-05,49,16.7,8.7,,,
2220,95926,X-,YFGR,AHY,M,La Caoba A,11-Jan-05,50.5,16.6,8.8,,,
2220,95930,X-,YFGR,HY,,La Caoba A,11-Jan-05,49,16,8.5,,,
2220,95931,X-,YFGR,HY,,La Caoba A,11-Jan-05,54.5,15.8,7.5,,,
2220,95933,X-,YFGR,HY,,La Caoba A,12-Jan-05,48.5,16.3,8.5,,,
2220,95937,X-,YFGR,AHY,M,La Caoba A,12-Jan-05,48.5,15.8,8.6,,,
2200,99680,X-,YFGR,HY,M,La Caoba A,10-Feb-05,50,16.3,9.5,,,
2200,99699,X-,YFGR,AHY,M,La Caoba,8-Jan-05,50,15.8,8.7,,,
2200,99700,X-,YFGR,HY,M,La Caoba,8-Jan-05,49,15.7,8,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2240,21513,BY-XW,AMRE,SY,F,La Cueva A,7-Jan-05,60,17.8,6.8,0,0,
2240,21546,XR-RR,AMRE,AHY,F,La Cueva A,11-Nov-04,60,17.4,7,0,1,
2240,21550,XW-WW,AMRE,SY,M,La Cueva,6-Jan-05,64,17.5,7.6,0,0,
2240,21566,RR-XY,AMRE,HY,F,La Cueva,8-Nov-04,60,17,7.6,0,0,
2240,21569,YY-XY,AMRE,HY,F,La Cueva,9-Nov-04,59.5,16.8,7.1,0,1,
2240,21570,YY-RX,AMRE,HY,F,La Cueva,9-Nov-04,58.5,17.3,6.9,0,0,
2240,21571,WW-XR,AMRE,HY,F,La Cueva,9-Nov-04,63.5,16,7.3,0,1,
2240,21571,WW-XR,AMRE,HY,F,La Cueva,6-Jan-05,64,16,6.9,0,1,
2240,21571,WW-XR,AMRE,HY,F,La Cueva A,10-Nov-04,,,,,,
2240,21571,WW-XR,AMRE,HY,F,La Cueva A,6-Feb-05,64,16,6.8,0,0,
2240,21572,WW-XY,AMRE,HY,F,La Cueva,9-Nov-04,61,16.8,7.5,1,1,
2240,21572,WW-XY,AMRE,HY,F,La Cueva,6-Jan-05,61,16.8,6.8,0,0,
2240,21572,WW-XY,AMRE,HY,F,La Cueva,3-Feb-05,61,16.8,6.6,0,1,
2240,21572,WW-XY,AMRE,HY,F,La Cueva A,7-Feb-05,,,,,,
2240,21573,YX-YY,AMRE,HY,M,La Cueva,9-Nov-04,60.5,17,7.4,1,2,
2240,21573,YX-YY,AMRE,HY,M,La Cueva,4-Jan-05,60.5,17,7.2,1,1,
2240,21574,RB-XB,AMRE,HY,F,La Cueva A,10-Nov-04,61,17.1,8,2,1,
2240,21577,XR-WB,AMRE,HY,U,La Cueva A,10-Nov-04,60,16.2,7.3,2,2,
2240,21578,YX-YB,AMRE,HY,F,La Cueva A,10-Nov-04,56.5,15.9,6.1,0,0,
2240,21579,BY-BX,AMRE,AHY,F,La Cueva A,10-Nov-04,60,17.4,6.2,0,0,
2240,21584,XB-RY,AMRE,HY,F,La Cueva A,11-Nov-04,60,17,6.9,0,1,
2240,21589,RX-BY,AMRE,HY,F,La Cueva A,12-Nov-04,60,16.6,6.9,1,1,
2240,21816,XY-YW,AMRE,HY,F,La Cueva A,6-Jan-05,62,17.1,6.5,0,0,
2240,21822,RR-XR,AMRE,HY,U,La Cueva,5-Jan-05,58,16.9,6.9,0,0,
2240,21824,XR-YR,AMRE,HY,M,La Cueva,5-Jan-05,61.5,17,6.5,0,0,
2240,21824,XR-YR,AMRE,HY,M,La Cueva A,7-Jan-05,,,,,,
2240,21825,XR-RW,AMRE,HY,F,La Cueva,6-Jan-05,58,17.2,6.8,0,0,
2240,21825,XR-RW,AMRE,HY,F,La Cueva,6-Jan-05,58,17.2,6.8,0,0,
2240,21826,XR-RY,AMRE,HY,F,La Cueva,6-Jan-05,59,17.4,6.9,0,0,
2240,21827,XR-WW,AMRE,AHY,F,La Cueva A,7-Jan-05,61,17.8,6.9,0,0,
2240,21847,XY-WB,AMRE,HY,U,La Cueva,4-Feb-05,57.5,16.1,7,0,0,
2240,21849,RR-XW,AMRE,HY,M,La Cueva,5-Feb-05,60,16.5,7,0,0,
2240,21850,XW-WB,AMRE,AHY,F,La Cueva A,7-Feb-05,59.5,16.7,6.3,0,0,
2370,3802,X-,BANA,AHY,,La Cueva,3-Feb-05,51.5,15.6,7.5,,,
2370,3812,X-,BANA,AHY,,La Cueva,5-Feb-05,52.5,15.8,7.1,,,
2370,3814,X-,BANA,AHY,,La Cueva,5-Feb-05,49.5,15.4,7.3,,,
2370,3816,X-,BANA,AHY,,La Cueva A,6-Feb-05,53,15.4,7.9,,,
2370,3819,X-,BANA,HY,,La Cueva A,7-Feb-05,54,16.2,7.7,,,
2370,3821,X-,BANA,AHY,,La Cueva A,7-Feb-05,51.5,15.5,8.1,,,
2370,3827,X-,BANA,AHY,,La Cueva A,7-Feb-05,53,15.3,7.5,,,
2370,3828,X-,BANA,AHY,,La Cueva A,7-Feb-05,49.5,15.1,7.4,,,
2370,3829,X-,BANA,AHY,,La Cueva A,7-Feb-05,55.5,16.1,8.5,,,
2370,3833,X-,BANA,HY,,La Cueva A,7-Feb-05,50.5,15.9,6.6,,,
2280,33209,X-,BANA,AHY,,La Cueva A,6-Feb-05,51.5,15.9,8.2,,,
2280,33293,X-,BANA,HY,,La Cueva,8-Nov-04,49,14.7,6.2,,,
2280,33294,X-,BANA,AHY,,La Cueva,8-Nov-04,55,15.8,7.4,,,
2280,33299,X-,BANA,AHY,,La Cueva,8-Nov-04,55.5,15.3,6.8,,,
2280,33605,X-,BANA,HY,,La Cueva,8-Nov-04,56,16.5,8.4,,,
2280,33613,X-,BANA,AHY,,La Cueva,9-Nov-04,50.5,14.6,6.5,,,
2280,33616,X-,BANA,AHY,,La Cueva,9-Nov-04,49,14.9,7.2,,,
2280,33618,X-,BANA,AHY,,La Cueva,9-Nov-04,54,16.1,7.9,,,
2280,33623,X-,BANA,AHY,,La Cueva,9-Nov-04,52.5,15.6,7.8,,,
2280,33635,X-,BANA,HY,,La Cueva,10-Nov-04,52.5,15.7,6.6,,,
2280,33637,X-,BANA,AHY,,La Cueva,10-Nov-04,50.5,15.7,7.5,,,
2280,33638,X-,BANA,AHY,,La Cueva,10-Nov-04,57,15.3,7.5,,,
2280,33641,X-,BANA,AHY,,La Cueva,10-Nov-04,51,15,7.3,,,
2280,33642,X-,BANA,HY,,La Cueva,10-Nov-04,54,15.7,8.1,,,
2280,33647,X-,BANA,AHY,,La Cueva A,10-Nov-04,49,16.1,7.5,,,
2280,33654,X-,BANA,AHY,,La Cueva A,11-Nov-04,56.5,15.6,8.3,,,
2280,33657,X-,BANA,AHY,,La Cueva A,11-Nov-04,55,14.8,6.3,,,
2280,33659,X-,BANA,AHY,,La Cueva A,11-Nov-04,50.5,14.4,7.7,,,
2280,33660,X-,BANA,AHY,,La Cueva A,11-Nov-04,53.5,16,8,,,
2280,33662,X-,BANA,AHY,,La Cueva A,11-Nov-04,50.5,15.7,8,,,
2280,33663,X-,BANA,AHY,,La Cueva A,11-Nov-04,52.5,14.7,7,,,
2280,33664,X-,BANA,AHY,,La Cueva A,11-Nov-04,51.5,15.3,6.9,,,
2280,33665,X-,BANA,AHY,,La Cueva A,11-Nov-04,55.5,16.5,7.7,,,
2280,33668,X-,BANA,HY,,La Cueva A,11-Nov-04,50.5,15.1,7.3,,,
2280,33673,X-,BANA,AHY,,La Cueva A,12-Nov-04,54,15.8,7.3,,,
2280,33674,X-,BANA,AHY,,La Cueva A,12-Nov-04,54.5,15,6.4,,,
2280,33675,X-,BANA,AHY,,La Cueva A,12-Nov-04,51,14.8,6.7,,,
2280,33676,X-,BANA,HY,,La Cueva A,12-Nov-04,50,16,7.8,,,
2280,33679,X-,BANA,HY,,La Cueva A,12-Nov-04,50.5,15.5,7.3,,,
2250,78471,X-,BANA,HY,,La Cueva,4-Jan-05,54,16.2,7.8,,,
2250,78471,X-,BANA,HY,,La Cueva A,8-Jan-05,,,,,,
2250,78474,X-,BANA,AHY,,La Cueva,4-Jan-05,48,14.3,5.7,,,
2250,78476,X-,BANA,AHY,,La Cueva,4-Jan-05,50,15.3,,,,
2250,78483,X-,BANA,AHY,,La Cueva,5-Jan-05,51.5,15.3,,,,
2250,78486,X-,BANA,AHY,,La Cueva,5-Jan-05,52.5,15.6,7.7,,,
2250,78491,X-,BANA,AHY,,La Cueva,5-Jan-05,57,17.4,8.1,,,
2250,78496,X-,BANA,AHY,,La Cueva,6-Jan-05,49,14.6,6,,,
2250,78497,X-,BANA,AHY,,La Cueva,6-Jan-05,57,15.5,7.9,,,
2250,78499,X-,BANA,AHY,,La Cueva A,6-Jan-05,50,15.5,7.5,,,
2250,78500,X-,BANA,AHY,,La Cueva A,6-Jan-05,48,14.7,7.6,,,
2250,78674,X-,BANA,SY,,La Cueva,8-Nov-04,53,14.6,7,,,
2250,78674,X-,BANA,SY,,La Cueva A,8-Jan-05,52.5,14.5,7.3,,,
2220,95998,X-,BANA,AHY,,La Cueva,3-Feb-05,57.5,16.1,7.7,,,
2200,99673,X-,BANA,HY,,La Cueva A,6-Jan-05,51,14.9,6.9,,,
2200,99675,X-,BANA,AHY,,La Cueva A,7-Jan-05,55,16.3,7.7,,,
2200,99676,X-,BANA,AHY,,La Cueva A,7-Jan-05,54.5,15,7.1,,,
2200,99678,X-,BANA,AHY,,La Cueva A,7-Jan-05,53,15.1,7.2,,,
2200,99681,X-,BANA,AHY,,La Cueva A,7-Jan-05,50.5,15.3,6.4,,,
2200,99683,X-,BANA,AHY,,La Cueva A,7-Jan-05,52,14.7,7.3,,,
2280,33297,B-X,BAWW,HY,M,La Cueva,8-Nov-04,67,17.2,9.6,1,2,
2280,33297,B-X,BAWW,HY,M,La Cueva,6-Jan-05,67,17.6,8.9,0,1,
4A,210,BY-YX,BCPT,SY,,La Cueva A,7-Feb-05,90.5,24,26,,,
4A,232,XW-YB,BCPT,SY,,La Cueva A,7-Jan-05,89,22.9,26,,,
4A,233,RR-XB,BCPT,AHY,,La Cueva A,10-Nov-04,90.5,24.2,25.9,,,
4A,233,RR-XB,BCPT,AHY,,La Cueva A,6-Feb-05,90.5,24.2,26.5,,,
4A,259,WR-WX,BCPT,HY,,La Cueva,8-Nov-04,82,21.5,32.8,,,
4A,259,WR-WX,BCPT,HY,,La Cueva,3-Feb-05,82,21.7,25.9,,,
4A,260,BR-XB,BCPT,HY,,La Cueva,9-Nov-04,85,24.3,37.4,,,
4A,261,BX-BW,BCPT,AHY,,La Cueva,9-Nov-04,89,23.8,35.1,,,
4A,262,YY-XW,BCPT,HY,,La Cueva,9-Nov-04,87.5,23.2,27.5,,,
4A,263,WW-XR,BCPT,HY,,La Cueva,9-Nov-04,88,23.4,28.5,,,
4A,264,XR-YW,BCPT,HY,,La Cueva,10-Nov-04,83.5,24.1,29.7,,,
4A,265,YX-RY,BCPT,AHY,,La Cueva A,11-Nov-04,84,22.7,24.2,,,DIED
4A,266,BR-BX,BCPT,AHY,,La Cueva A,11-Nov-04,87,23.4,25.2,,,
4A,266,BR-BX,BCPT,AHY,,La Cueva,5-Feb-05,87,23.4,25.2,,,
4A,267,WX-RB,BCPT,AHY,,La Cueva A,11-Nov-04,90,23.3,25.7,,,
4A,283,RW-XR,BCPT,HY,,La Cueva,4-Jan-05,87,23,29,,,
4A,284,XR-WB,BCPT,HY,,La Cueva,6-Jan-05,79,22.9,24.9,,,
4A,285,XR-WY,BCPT,AHY,,La Cueva A,7-Jan-05,85,22.9,26.9,,,
4A,286,XR-WR,BCPT,HY,,La Cueva A,7-Jan-05,81,22.9,25.9,,,
4A,287,XR-RW,BCPT,HY,,La Cueva A,7-Jan-05,85.5,24.1,29.1,,,
4A,301,RX-WB,BCPT,HY,,La Cueva,3-Feb-05,82.5,23.1,26.3,,,
4A,302,RR-XY,BCPT,AHY,,La Cueva,4-Feb-05,88.5,22.2,28.2,,,
4A,303,RR-XW,BCPT,AHY,,La Cueva,5-Feb-05,92,23.7,26.5,,,
4A,306,XY-WB,BCPT,HY,,La Cueva A,7-Feb-05,85.5,22.6,25.8,,,
2240,21576,X-,BFGR,AHY,F,La Cueva A,10-Nov-04,53.5,15.9,11.6,,,
2240,21588,X-,BFGR,HY,F,La Cueva A,12-Nov-04,49.5,16,11,,,
2240,21846,X-,BFGR,AHY,F,La Cueva,4-Feb-05,48,16,10.1,,,
2240,21848,X-,BFGR,HY,F,La Cueva,5-Feb-05,53,16.9,9.7,,,
2370,3811,BY-XR,BTBW,HY,M,La Cueva,5-Feb-05,64.5,18.8,8.8,0,0,
2370,3820,XW-WB,BTBW,AHY,F,La Cueva A,7-Feb-05,61.5,17.8,8.2,1,0,
2370,3822,YY-YX,BTBW,AHY,M,La Cueva A,7-Feb-05,64.5,18.1,9.3,0,1,
2370,3825,YY-WX,BTBW,HY,F,La Cueva A,7-Feb-05,59,18.2,7.6,0,1,
2280,33296,RR-RX,BTBW,AHY,M,La Cueva,8-Nov-04,63,18.6,9.5,0,1,
2280,33604,RB-YX,BTBW,HY,F,La Cueva,8-Nov-04,60.5,18.3,8.1,0,0,
2280,33610,YY-XY,BTBW,HY,F,La Cueva,9-Nov-04,59,19.1,8.9,0,2,
2280,33610,YY-XY,BTBW,HY,F,La Cueva,4-Feb-05,59,19.1,8.6,0,1,
2280,33619,RR-WX,BTBW,AHY,M,La Cueva,9-Nov-04,65,19.5,10,2,2,
2280,33631,YX-YY,BTBW,HY,F,La Cueva,10-Nov-04,60.5,17.5,8.1,0,0,
2280,33632,RX-RB,BTBW,HY,F,La Cueva,10-Nov-04,61,18.4,9,0,2,
2280,33633,RR-YX,BTBW,AHY,M,La Cueva,10-Nov-04,64,19.2,9.1,1,3,
2280,33646,XY-WY,BTBW,AHY,M,La Cueva A,10-Nov-04,68.5,18.4,9.3,1,0,
