# Mencia pasture succession bird captures 2004-2005 Dominican Republic,,,,,,,,,,,,,
"# Original file received from Steve Latta via email 12/2017 ""2004-05 All Captures.xls""",,,,,,,,,,,,,
"# See additional file ""All Mencia B.xls"" for information on site persistance ",,,,,,,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 1/15/2018,,,,,,,,,,,,,
"#""NOTES"" columns contains ""DIED"" ""MITES"" and also numbers; not sure what numbers are",,,,,,,,,,,,,
BAND PRE,BAND SUF,COLORS,SPECIES,AGE,SEX,SITE,DATE,WING,TARSUS,MASS,FAT,PEC,NOTES
2280,33704,X-,BANA,HY,,La Caoba,13-Nov-04,50.5,14.8,6.7,,,
2280,33706,X-,BANA,AHY,,La Caoba,13-Nov-04,52.5,15.8,7.1,,,
2280,33707,X-,BANA,AHY,,La Caoba,13-Nov-04,52,15.6,7.6,,,
2280,33711,X-,BANA,AHY,,La Caoba,13-Nov-04,54.5,14.8,7.6,,,
2280,33712,X-,BANA,HY,,La Caoba,13-Nov-04,52,15.7,7.6,,,
2280,33713,X-,BANA,AHY,,La Caoba,13-Nov-04,53,15.1,7.4,,,
2280,33714,X-,BANA,AHY,,La Caoba,13-Nov-04,53,16.3,7.6,,,
2280,33715,X-,BANA,AHY,,La Caoba,13-Nov-04,52,15,7.5,,,
2280,33718,X-,BANA,AHY,,La Caoba,13-Nov-04,49.5,15.1,6.6,,,
2280,33720,X-,BANA,AHY,,La Caoba,13-Nov-04,52,15.1,7.2,,,
2280,33729,X-,BANA,HY,,La Caoba,14-Nov-04,55,15.7,6.3,,,
2280,33734,X-,BANA,AHY,,La Caoba A,14-Nov-04,56.5,15.9,7.6,0,0,
2280,33744,X-,BANA,AHY,,La Caoba A,15-Nov-04,55.5,16,7.5,,,
2280,33744,X-,BANA,AHY,,La Caoba,9-Feb-05,55.5,16.1,7.2,,,
2280,33747,X-,BANA,HY,,La Caoba A,15-Nov-04,52.5,15.7,8.2,,,
2280,33753,X-,BANA,AHY,,La Caoba A,15-Nov-04,51.5,14.4,6.3,,,
2280,33755,X-,BANA,HY,,La Caoba A,15-Nov-04,54.5,15.8,6.9,,,
2280,33757,X-,BANA,AHY,,La Caoba A,16-Nov-04,52.5,16.4,6.9,,,
2280,33758,X-,BANA,AHY,,La Caoba A,16-Nov-04,55.7,15.9,7.8,,,
2280,33760,X-,BANA,AHY,,La Caoba A,16-Nov-04,53,15.9,7.4,,,
2280,33761,X-,BANA,AHY,,La Caoba A,16-Nov-04,49.5,15.2,6.4,,,
2280,33762,X-,BANA,HY,,La Caoba A,16-Nov-04,51,15,6.5,,,
2250,78497,X-,BANA,AHY,,La Caoba A,11-Feb-05,57,15.8,8.4,,,
2250,78674,X-,BANA,AHY,,La Caoba A,15-Nov-04,,,,,,
2220,95906,X-,BANA,HY,,La Caoba,9-Jan-05,53.5,15.9,7.6,,,
2220,95907,X-,BANA,AHY,,La Caoba,9-Jan-05,54,16.3,7.9,,,
2220,95907,X-,BANA,AHY,,La Caoba,10-Feb-05,54.5,16.3,7.9,,,
2220,95912,X-,BANA,AHY,,La Caoba,9-Jan-05,48.5,15.1,8.6,,,
2220,95915,X-,BANA,AHY,,La Caoba,10-Jan-05,50.5,14.9,7.3,,,
2220,95917,X-,BANA,AHY,,La Caoba,10-Jan-05,53.5,15.8,8.7,,,
2220,95918,X-,BANA,AHY,,La Caoba,10-Jan-05,50,16.3,7.3,,,
2220,95921,X-,BANA,AHY,,La Caoba A,10-Jan-05,49.5,15.1,7.5,,,
2220,95927,X-,BANA,AHY,,La Caoba A,11-Jan-05,53.5,15,9.6,,,
2220,95928,X-,BANA,AHY,,La Caoba A,11-Jan-05,51,15.4,6.9,,,
2220,95934,X-,BANA,AHY,,La Caoba A,12-Jan-05,50,14.7,6.6,,,
2220,95936,X-,BANA,HY,,La Caoba A,12-Jan-05,56,16.1,7.9,,,
2220,95939,X-,BANA,AHY,,La Caoba A,12-Jan-05,54,16.1,8.3,,,
2200,99689,X-,BANA,HY,,La Caoba,8-Jan-05,51,14.7,7.5,,,
2200,99690,X-,BANA,AHY,,La Caoba,8-Jan-05,53,14.9,8,,,
2370,3884,YX-BY,BAWW,AHY,M,La Caoba A,12-Feb-05,66,16.9,10,0,1,
4A,268,YX-WR,BCPT,HY,,La Caoba,13-Nov-04,84.5,23.8,29.1,,,
4A,269,WX-YY,BCPT,AHY,,La Caoba A,15-Nov-04,89.5,22.7,25.4,,,
4A,270,BX-BY,BCPT,HY,,La Caoba A,15-Nov-04,80,23.2,24.5,,,
4A,271,XR-BW,BCPT,AHY,,La Caoba A,15-Nov-04,83.5,21.3,24.9,,,
4A,272,XY-BW,BCPT,HY,,La Caoba A,16-Nov-04,83,23.8,28.4,,,
4A,284,XR-WB,BCPT,HY,,La Caoba A,11-Feb-05,79.5,22.9,25.1,,,
4A,288,WB-XR,BCPT,HY,,La Caoba,9-Jan-05,82.5,23.1,25.1,,,
4A,289,WY-XR,BCPT,HY,,La Caoba,9-Jan-05,86,23.8,,,,
4A,316,RX-WR,BCPT,HY,,La Caoba,8-Feb-05,83.5,23.1,27.1,,,
4A,319,WW-XY,BCPT,HY,,La Caoba A,10-Feb-05,85.5,23.8,30.2,,,
4A,326,XY-WW,BCPT,HY,,La Caoba A,11-Feb-05,85,22.5,26.7,,,
2240,21525,X-,BFGR,SY,M,La Caoba,13-Nov-04,54.5,16.8,11.7,,,
2240,21525,X-,BFGR,SY,M,La Caoba,9-Feb-05,55.5,16.8,10.9,,,
2240,21595,X-,BFGR,HY,F,La Caoba,13-Nov-04,59,16.5,9.9,,,
2240,21596,X-,BFGR,HY,F,La Caoba,14-Nov-04,51,17,9.7,,,
2240,21600,X-,BFGR,HY,F,La Caoba A,15-Nov-04,52.5,16.7,10.6,,,
2240,21833,X-,BFGR,HY,,La Caoba,9-Jan-05,47,14.6,7,,,
2240,21834,X-,BFGR,HY,,La Caoba,10-Jan-05,59,16.7,6.2,0,0,
2240,21837,X-,BFGR,HY,F,La Caoba A,11-Jan-05,52,16.4,10.3,,,
2240,21852,X-,BFGR,AHY,F,La Caoba,9-Feb-05,53,16.7,11,,,
2240,21853,X-,BFGR,HY,M,La Caoba,9-Feb-05,53,16.4,10.2,,,
2240,21854,X-,BFGR,AHY,F,La Caoba,10-Feb-05,51.5,15.5,9.6,,,
2240,21857,X-,BFGR,AHY,F,La Caoba A,12-Feb-05,50.5,16.7,10.1,,,
2240,21859,X-,BFGR,AHY,F,La Caoba A,12-Feb-05,51.5,16.2,9.1,,,
2240,21860,X-,BFGR,AHY,F,La Caoba A,12-Feb-05,52.3,16.2,10.7,,,
2240,21861,X-,BFGR,AHY,F,La Caoba A,12-Feb-05,52,16.4,9.8,,,
2370,3854,YX-BW,BTBW,AHY,F,La Caoba,9-Feb-05,59.5,18.4,8.1,0,0,
2370,3879,YX-BY,BTBW,HY,F,La Caoba A,12-Feb-05,63.5,18.7,8.7,1,0,
2280,33652,WB-BX,BTBW,AHY,M,La Caoba A,15-Nov-04,,,,,,
2280,33683,BX-RY,BTBW,HY,F,La Caoba,12-Nov-04,61.5,18.9,9.8,1,1,
2280,33683,BX-RY,BTBW,HY,F,La Caoba A,15-Nov-04,,,,,,
2280,33689,BY-XB,BTBW,HY,F,La Caoba,12-Nov-04,62,19,8.2,0,0,
2280,33692,WX-WR,BTBW,AHY,M,La Caoba,12-Nov-04,63,18.9,8.6,0,0,
2280,33699,XR-RB,BTBW,AHY,M,La Caoba,13-Nov-04,65.5,19.7,9.3,0,2,
2280,33705,XR-WB,BTBW,HY,F,La Caoba,13-Nov-04,63,18.1,8.4,0,0,
2280,33752,XR-BW,BTBW,AHY,M,La Caoba A,15-Nov-04,64,18,9,0,0,
2280,33756,XW-BW,BTBW,AHY,M,La Caoba A,16-Nov-04,62.5,18.3,8.1,0,0,
2250,78485,XR-YW,BTBW,HY,F,La Caoba,9-Feb-05,58.5,18.8,7.7,0,0,
2220,95901,XY-BR,BTBW,AHY,M,La Caoba,8-Jan-05,64,18.4,8.4,0,0,
2220,95929,XW-BY,BTBW,AHY,F,La Caoba A,11-Jan-05,61,18.3,8,0,0,
2200,99692,XR-RY,BTBW,HY,M,La Caoba,8-Jan-05,65.5,18.6,8.9,0,0,
2200,99696,XY-YW,BTBW,HY,F,La Caoba,8-Jan-05,60,18.2,8.5,0,0,
2200,99696,XY-YW,BTBW,HY,F,La Caoba A,11-Jan-05,,,,,,
2200,99696,XY-YW,BTBW,HY,F,La Caoba A,11-Feb-05,60,18.3,8.8,0,0,
1771,12229,X-,BWVI,AHY,,La Caoba A,12-Jan-05,80.5,19.7,20,,,
2370,3843,BW-XB,CMWA,HY,M,La Caoba,8-Feb-05,66.5,17,9.1,3,2,
2370,3844,XB-RW,CMWA,HY,M,La Caoba,8-Feb-05,67.5,17.9,9.1,2,2,
2370,3845,BY-XB,CMWA,HY,F,La Caoba,8-Feb-05,62.5,17.5,8.6,1,0,
2370,3846,BW-BX,CMWA,HY,F,La Caoba,8-Feb-05,62,16.6,7.7,0,0,
2370,3849,BX-RY,CMWA,HY,F,La Caoba,9-Feb-05,63.5,17.9,9.5,3,0,
2370,3850,YX-WB,CMWA,HY,F,La Caoba,9-Feb-05,61.5,17.5,8.4,3,0,
2370,3851,YX-WR,CMWA,AHY,F,La Caoba,9-Feb-05,64.5,18.1,9.4,1,2,
2370,3855,XB-BR,CMWA,AHY,F,La Caoba,9-Feb-05,64,18.4,9,2,0,
2370,3860,XB-WB,CMWA,AHY,F,La Caoba,9-Feb-05,61.5,18.1,9.2,3,2,
2370,3862,XB-WR,CMWA,AHY,M,La Caoba,10-Feb-05,70.5,19.1,9.6,1,0,
2370,3863,YB-XB,CMWA,HY,M,La Caoba,10-Feb-05,67.5,18.6,9.4,1,1,
2370,3868,YW-XW,CMWA,AHY,F,La Caoba A,10-Feb-05,65.5,18.4,9.3,0,1,
2370,3869,WB-XB,CMWA,HY,M,La Caoba A,10-Feb-05,67,18,9,1,0,
2370,3872,WW-XB,CMWA,AHY,M,La Caoba A,11-Feb-05,67.5,18.3,9.2,0,0,
2370,3875,RW-XB,CMWA,AHY,M,La Caoba A,11-Feb-05,68,18.5,10.6,2,1,
2370,3877,WY-XB,CMWA,AHY,M,La Caoba A,11-Feb-05,70,16.8,10.2,2,2,
2370,3880,WY-XW,CMWA,HY,F,La Caoba A,12-Feb-05,66,17.8,8.7,2,1,
2280,33264,XB-YY,CMWA,SY,M,La Caoba,9-Jan-05,64.5,17,8.4,1,1,
2280,33607,WY-WX,CMWA,HY,F,La Caoba,8-Feb-05,62.5,18,9.2,2,2,
2280,33607,WY-WX,CMWA,HY,F,La Caoba A,11-Feb-05,,,,,,
2280,33686,XW-BW,CMWA,HY,F,La Caoba,12-Nov-04,65.5,19,9.6,3,1,
2280,33687,XB-BW,CMWA,HY,M,La Caoba,12-Nov-04,64.5,18,9,2,2,
2280,33688,XY-BR,CMWA,HY,F,La Caoba,12-Nov-04,65,18,9.4,2,1,
2280,33690,BX-RB,CMWA,HY,F,La Caoba,12-Nov-04,66.5,18.4,9,1,1,
2280,33694,XW-RR,CMWA,HY,M,La Caoba,12-Nov-04,67.5,18.5,9.5,0,1,
2280,33695,RX-WW,CMWA,HY,M,La Caoba,13-Nov-04,66,17.5,9.5,0,1,
2280,33702,YY-XW,CMWA,HY,F,La Caoba,13-Nov-04,61,17.7,8.3,0,1,
2280,33709,BY-BX,CMWA,HY,M,La Caoba,13-Nov-04,66,18.3,8.7,0,0,
2280,33710,YX-YB,CMWA,HY,F,La Caoba,13-Nov-04,64,19.1,9,1,0,
2280,33723,XR-RW,CMWA,HY,F,La Caoba,14-Nov-04,66,17,9.4,1,1,
2280,33723,XR-RW,CMWA,HY,F,La Caoba A,12-Jan-05,66,18.5,9.4,1,1,
2280,33724,XR-BY,CMWA,HY,M,La Caoba,14-Nov-04,66,18.2,9.6,0,2,
2280,33725,XR-WW,CMWA,HY,F,La Caoba,14-Nov-04,64.5,18.1,8.6,0,1,
2280,33727,YW-XB,CMWA,AHY,M,La Caoba,14-Nov-04,68.5,18.1,9.6,1,2,
2280,33727,YW-XB,CMWA,AHY,M,La Caoba,9-Jan-05,68.5,18.1,8.9,0,0,
2280,33727,YW-XB,CMWA,AHY,M,La Caoba,10-Feb-05,68.5,18.3,9.9,2,2,
2280,33731,XR-YW,CMWA,AHY,M,La Caoba A,14-Nov-04,66,17.8,10.6,3,2,
2280,33732,XR-WB,CMWA,HY,F,La Caoba A,14-Nov-04,65.5,18.4,8.7,0,0,
2280,33733,BW-XR,CMWA,HY,F,La Caoba A,14-Nov-04,63,17.7,8.3,1,1,
2280,33735,RX-BR,CMWA,HY,M,La Caoba A,14-Nov-04,65,18.1,8.4,0,0,
2280,33736,YB-XR,CMWA,HY,F,La Caoba A,14-Nov-04,67,18.7,9.5,0,1,
2280,33742,XY-RW,CMWA,HY,F,La Caoba A,15-Nov-04,64,17.8,8.5,0,1,
2280,33749,RR-RX,CMWA,AHY,F,La Caoba A,15-Nov-04,62,17.9,9.9,2,2,
2280,33751,XW-BR,CMWA,HY,M,La Caoba A,15-Nov-04,67,17.1,9.1,0,0,
2280,33751,XW-BR,CMWA,HY,M,La Caoba,8-Feb-05,67,17.1,8.8,1,0,
2280,33754,XY-WB,CMWA,HY,F,La Caoba A,15-Nov-04,64.5,18,8.9,1,0,
2220,95902,WB-XY,CMWA,HY,F,La Caoba,8-Jan-05,64,18.7,8.7,0,0,
2220,95905,RW-XY,CMWA,AHY,M,La Caoba,9-Jan-05,69,18.4,9.3,0,0,
2220,95908,WR-XY,CMWA,HY,F,La Caoba,9-Jan-05,61,17.8,8.4,1,0,
2220,95914,BW-RX,CMWA,HY,F,La Caoba,9-Jan-05,62,16.5,8.1,1,0,
2220,95916,WY-RX,CMWA,AHY,M,La Caoba,10-Jan-05,69,18.6,9.1,0,0,
2220,95920,WW-XW,CMWA,HY,F,La Caoba A,10-Jan-05,65,18,10.3,2,2,
2220,95924,RY-XW,CMWA,HY,F,La Caoba A,11-Jan-05,64.5,18.4,9.3,0,2,
2220,95925,RW-XW,CMWA,HY,F,La Caoba A,11-Jan-05,65.5,18.1,9.6,1,0,
2220,95932,XW-YW,CMWA,AHY,F,La Caoba A,12-Jan-05,65.5,17.2,7.9,2,2,
2220,95938,XW-YR,CMWA,HY,F,La Caoba A,12-Jan-05,59.5,17.6,9.3,2,1,
2220,95941,XW-RW,CMWA,AHY,M,La Caoba A,12-Jan-05,64.5,18.2,9.8,1,0,
2200,99691,BR-XY,CMWA,AHY,F,La Caoba,8-Jan-05,65.5,17.8,9.5,1,2,
2200,99695,YW-XY,CMWA,HY,M,La Caoba,8-Jan-05,68,18.1,9,1,0,
2200,99697,XW-WR,CMWA,AHY,F,La Caoba,8-Jan-05,64,18.8,8.8,2,1,
2370,3847,XR-WR,COYE,HY,F,La Caoba,8-Feb-05,53.5,19.6,8.3,1,1,
2370,3847,XR-WR,COYE,HY,F,La Caoba,9-Feb-05,,,,,,
2370,3870,XR-YB,COYE,AHY,M,La Caoba A,11-Feb-05,57,20.6,9.1,0,0,
2370,3874,XR-YY,COYE,HY,M,La Caoba A,11-Feb-05,53,18.4,8.6,0,1,
2370,3878,XY-WY,COYE,AHY,M,La Caoba A,11-Feb-05,57,20.5,9,1,0,
2280,33260,XY-YR,COYE,SY,M,La Caoba,12-Nov-04,57,18.9,9.1,1,0,
2280,33260,XY-YR,COYE,SY,M,La Caoba,9-Jan-05,57,18.9,9.1,0,0,
2280,33260,XY-YR,COYE,SY,M,La Caoba,8-Feb-05,57.5,18.9,8.4,0,0,
2280,33275,XY-RY,COYE,AHY,M,La Caoba A,14-Nov-04,57,21.2,9.6,1,1,
2280,33275,XY-RY,COYE,AHY,M,La Caoba A,10-Jan-05,57,21.2,9.3,0,0,
2280,33681,RX-RY,COYE,HY,M,La Caoba,12-Nov-04,54.5,20.6,10.5,2,2,
2280,33681,RX-RY,COYE,HY,M,La Caoba,9-Jan-05,54.5,20.6,9.3,0,0,
2280,33681,RX-RY,COYE,HY,M,La Caoba,8-Feb-05,54.5,20.7,9.1,0,1,
2280,33681,RX-RY,COYE,HY,M,La Caoba A,15-Nov-04,,,,,,
2280,33691,RW-XW,COYE,HY,M,La Caoba,12-Nov-04,53.5,19.8,9.7,0,0,
2280,33691,RW-XW,COYE,HY,M,La Caoba A,11-Jan-05,53.5,20.1,9.9,0,1,
2280,33693,RY-YX,COYE,HY,M,La Caoba,12-Nov-04,53,20.1,9.4,0,2,
2280,33693,RY-YX,COYE,HY,M,La Caoba A,15-Nov-04,,,,,,
2280,33721,WW-XY,COYE,AHY,M,La Caoba,13-Nov-04,57,19.9,9.9,0,2,
2280,33722,BR-XR,COYE,HY,M,La Caoba,14-Nov-04,51,17.5,8.4,0,1,
2280,33726,RY-XY,COYE,AHY,F,La Caoba,14-Nov-04,54,19.3,8.9,0,2,
2280,33738,WY-RX,COYE,AHY,M,La Caoba A,15-Nov-04,55.5,20.2,9.1,0,0,
2280,33741,XR-BY,COYE,HY,F,La Caoba A,15-Nov-04,54,20.3,9.3,0,0,
2280,33741,XR-BY,COYE,HY,F,La Caoba A,11-Feb-05,54,20.3,9,0,1,
2280,33750,XR-YR,COYE,HY,M,La Caoba A,15-Nov-04,55,19.7,9.5,2,1,
2250,78559,RX-YB,COYE,SY,F,La Caoba A,11-Feb-05,52.5,20.4,8.5,0,0,
2250,78570,BX-YY,COYE,AHY,F,La Caoba A,11-Feb-05,52.5,20.6,9,0,0,
2250,78576,WX-BR,COYE,AHY,M,La Caoba,14-Nov-04,55,20.1,9.3,0,2,
2250,78582,XY-WB,COYE,AHY,M,La Caoba,14-Nov-04,57,20.3,10.1,1,1,
2250,78582,XY-WB,COYE,AHY,M,La Caoba A,11-Jan-05,57,20.3,9.9,1,1,
2250,78582,XY-WB,COYE,AHY,M,La Caoba A,11-Feb-05,57,20.4,9.7,0,0,
2250,78588,WX-BW,COYE,SY,F,La Caoba,12-Nov-04,52,20.6,8.8,0,0,
2250,78588,WX-BW,COYE,SY,F,La Caoba,8-Jan-05,52,20.6,7.9,0,0,
2250,78592,RX-WB,COYE,SY,F,La Caoba,9-Feb-05,52,20.7,8.8,1,0,
2250,78604,WR-BX,COYE,SY,M,La Caoba,8-Jan-05,54.5,20.8,8.5,0,0,
2250,78607,WX-WB,COYE,SY,F,La Caoba A,11-Jan-05,52.5,19.1,8.2,0,0,
2250,78607,WX-WB,COYE,SY,F,La Caoba A,11-Feb-05,53.5,19.4,8.6,1,0,
2250,78614,YB-RX,COYE,AHY,F,La Caoba,12-Nov-04,53,19.8,9,1,1,
2250,78624,XB-BB,COYE,SY,F,La Caoba A,12-Feb-05,51,20.1,8.2,0,1,
2250,78675,BX-BY,COYE,SY,M,La Caoba,8-Jan-05,56,20.6,8.9,0,0,
2250,78675,BX-BY,COYE,SY,M,La Caoba A,11-Feb-05,56,20.6,8.8,0,0,
2220,95903,XW-BW,COYE,HY,F,La Caoba,9-Jan-05,51.5,19.7,9.1,0,1,
2220,95903,XW-BW,COYE,HY,F,La Caoba,9-Feb-05,51.5,19.7,9.1,0,1,
2220,95903,XW-BW,COYE,HY,F,La Caoba A,10-Feb-05,51.5,19.7,8.7,1,1,
2220,95909,XW-BR,COYE,AHY,M,La Caoba,9-Jan-05,54,19.9,8.6,0,1,
2220,95909,XW-BR,COYE,AHY,M,La Caoba,9-Feb-05,54,19.9,8.6,0,0,
2220,95909,XW-BR,COYE,AHY,M,La Caoba A,10-Feb-05,,,,,,
2220,95913,RR-XY,COYE,HY,F,La Caoba,9-Jan-05,48,19.3,8,1,0,
2220,95913,RR-XY,COYE,HY,F,La Caoba A,11-Jan-05,,,,,,
2220,95922,WW-XR,COYE,HY,M,La Caoba A,11-Jan-05,54,19.1,9.4,0,1,
2220,95935,XR-WY,COYE,HY,M,La Caoba A,12-Jan-05,56,20.4,9.6,1,0,
2220,95940,RY-XR,COYE,AHY,M,La Caoba A,12-Jan-05,56,18.9,9.2,0,0,
2200,99693,XY-BY,COYE,HY,F,La Caoba,8-Jan-05,52.5,18.8,8,0,0,
2200,99693,XY-BY,COYE,HY,F,La Caoba,8-Feb-05,52.5,19.2,9.3,2,2,
2200,99698,RX-BR,COYE,HY,F,La Caoba,8-Jan-05,52,20.5,8.4,0,0,
2200,99698,RX-BR,COYE,HY,F,La Caoba,8-Feb-05,52.5,20.5,9.5,2,2,
2200,99698,RX-BR,COYE,HY,F,La Caoba A,11-Jan-05,,,,,,
1791,50613,X-,GABU,AHY,F,La Caoba,12-Nov-04,70,22.1,20,,,9.4
1791,50619,X-,GABU,SY,M,La Caoba A,11-Feb-05,74,21.5,19.8,,,11.4
1791,50621,X-,GABU,SY,M,La Caoba,9-Jan-05,72.5,22.3,21.9,,,10.7
1791,50621,X-,GABU,SY,M,La Caoba A,15-Nov-04,72.5,22.3,23.4,,,10.7
1791,50624,X-,GABU,SY,F,La Caoba,13-Nov-04,70.5,20.9,23.4,,,9.1
1791,50650,X-,GABU,AHY,F,La Caoba,9-Jan-05,69.5,21,19.1,,,9.9
1791,50653,X-,GABU,SY,M,La Caoba,9-Jan-05,70.5,21.7,22.1,,,10.4
1791,50679,X-,GABU,AHY,F,La Caoba A,14-Nov-04,69,20.3,22.7,,,9.5
1791,50709,X-,GABU,HY,,La Caoba,14-Nov-04,,,,,,
1791,50710,X-,GABU,HY,F,La Caoba,9-Jan-05,68,20,17.5,,,8.7
1791,50713,X-,GABU,AHY,F,La Caoba,12-Nov-04,68,20.3,19.9,,,9.4
1791,50714,X-,GABU,HY,M,La Caoba,13-Nov-04,74,20.1,22.4,,,10.1
1791,50715,X-,GABU,AHY,M,La Caoba,13-Nov-04,73,21.8,22.5,,,10.4
1791,50716,X-,GABU,HY,,La Caoba,13-Nov-04,70.5,21.7,22.1,,,11.3
1791,50716,X-,GABU,HY,M,La Caoba,9-Jan-05,70.5,21.8,22.2,,,11.3
1791,50717,X-,GABU,HY,,La Caoba,13-Nov-04,66.5,19.8,18.3,,,9.8
1791,50718,X-,GABU,AHY,M,La Caoba,13-Nov-04,73,21.8,25.3,,,10.8
1791,50719,X-,GABU,HY,,La Caoba,13-Nov-04,75,21.5,22.9,,,10.7
1791,50720,X-,GABU,HY,,La Caoba,14-Nov-04,70.5,20.9,22.5,,,11.3
1791,50721,X-,GABU,HY,,La Caoba,14-Nov-04,71,21.4,24.1,,,10.9
1791,50722,X-,GABU,AHY,F,La Caoba A,14-Nov-04,69,21.2,19.6,,,9.6
1791,50723,X-,GABU,AHY,M,La Caoba A,14-Nov-04,70,20.7,22.2,,,10.9
1791,50724,X-,GABU,HY,,La Caoba A,15-Nov-04,64,19.6,10.5,,,8.9
1791,50724,X-,GABU,HY,F,La Caoba A,10-Jan-05,64,19.6,17.4,,,8.9
1791,50724,X-,GABU,HY,F,La Caoba A,11-Feb-05,65.5,19.6,18.4,,,8.9
1791,50725,X-,GABU,HY,,La Caoba A,16-Nov-04,68.5,20.3,19.6,,,10.6
1791,50726,X-,GABU,HY,,La Caoba A,16-Nov-04,71,20.6,21.8,,,10
1791,50726,X-,GABU,HY,,La Caoba,9-Jan-05,71,20.7,21.3,,,10
1791,50728,X-,GABU,HY,,La Caoba A,16-Nov-04,74,21.3,22.6,,,10.9
1791,50743,X-,GABU,HY,,La Caoba,9-Jan-05,,,,,,
1791,50745,X-,GABU,HY,,La Caoba A,11-Jan-05,,,,,,
1791,50750,X-,GABU,HY,M,La Caoba,8-Feb-05,75,21.1,20.8,,,10.6
1791,50753,X-,GABU,HY,,La Caoba,9-Jan-05,72.5,21.8,21.3,,,11
1791,50754,X-,GABU,HY,,La Caoba,9-Jan-05,70.5,21.5,20.1,,,10.4
1791,50755,X-,GABU,HY,F,La Caoba,9-Jan-05,70.5,20.8,18.2,,,9.6
1791,50756,X-,GABU,AHY,M,La Caoba,9-Jan-05,72,21.4,26.1,,,11.1
1791,50757,X-,GABU,HY,,La Caoba A,10-Jan-05,67,20.5,21.1,,,10.6
1791,50759,X-,GABU,HY,,La Caoba A,11-Jan-05,69.5,21.5,22.1,,,9.4
1791,50759,X-,GABU,HY,F,La Caoba A,11-Feb-05,70,21.5,,,,9.5
1791,50785,X-,GABU,AHY,F,La Caoba,8-Feb-05,73,20.9,21.6,,,9.9
1791,50787,X-,GABU,HY,M,La Caoba,10-Feb-05,73.5,20.1,23.6,,,10.4
1791,50789,X-,GABU,AHY,M,La Caoba A,12-Feb-05,73.5,21,25.9,,,10.7
3A,205,YX-BY,GRWA,AHY,,La Caoba A,10-Jan-05,62,20.8,10.7,,,
3A,224,XY-YW,GRWA,AHY,,La Caoba,10-Feb-05,60,22.6,11.8,,,
3A,224,XY-YW,GRWA,AHY,,La Caoba A,10-Jan-05,60,22.5,13.1,,,
3A,226,YX-YY,GRWA,SY,,La Caoba,8-Jan-05,55.5,21.2,12.8,,,
3A,234,XY-BR,GRWA,HY,,La Caoba,10-Jan-05,60,21.7,11.9,,,
3A,237,XR-BY,GRWA,AHY,,La Caoba,12-Nov-04,59,20.9,12.3,,,
3A,237,XR-BY,GRWA,AHY,,La Caoba,9-Jan-05,59.5,20.9,11,,,
3A,237,XR-BY,GRWA,AHY,,La Caoba A,11-Feb-05,59.5,21.1,11.5,,,
3A,238,XW-RR,GRWA,HY,,La Caoba,13-Nov-04,59,20.8,12.4,,,
3A,238,XW-RR,GRWA,HY,,La Caoba,9-Jan-05,58,20.9,12,,,
3A,239,BY-XR,GRWA,HY,,La Caoba,14-Nov-04,65.5,20.8,12.6,,,
3A,239,BY-XR,GRWA,HY,,La Caoba A,12-Feb-05,65.5,20.9,12.2,,,
3A,240,RY-RX,GRWA,HY,,La Caoba A,14-Nov-04,61,21.3,13.2,,,
3A,241,RX-RB,GRWA,HY,,La Caoba A,15-Nov-04,61,21.6,11.9,,,
3A,242,XY-BW,GRWA,AHY,,La Caoba A,16-Nov-04,66.5,21.9,13.2,,,
3A,248,XW-BW,GRWA,AHY,,La Caoba A,12-Jan-05,65,22.4,14.3,,,
3A,259,XB-RY,GRWA,HY,,La Caoba,10-Feb-05,61.5,21.3,11.7,,,
3A,260,XR-WW,GRWA,AHY,,La Caoba A,10-Feb-05,62,21.7,12.8,,,
4A,290,XR-RW,HISP,HY,M,La Caoba A,12-Jan-05,80,20.2,23.2,,,
4A,317,XY-RW,HISP,HY,M,La Caoba,9-Feb-05,78.5,20.5,25.8,,,
4A,318,RR-XY,HISP,HY,F,La Caoba A,10-Feb-05,77.5,20.6,26.8,,,
4A,320,WY-XR,HISP,AHY,M,La Caoba A,11-Feb-05,84,21.2,26.1,,,
4A,321,XR-RB,HISP,AHY,F,La Caoba A,11-Feb-05,75,20.8,26,,,
4A,322,XY-RB,HISP,AHY,F,La Caoba A,11-Feb-05,76,20.4,24.4,,,
4A,323,XR-YR,HISP,HY,M,La Caoba A,11-Feb-05,78.5,20.3,23.9,,,
4A,324,XY-YR,HISP,HY,M,La Caoba A,11-Feb-05,82.5,20.7,25.1,,,
4A,325,WW-XY,HISP,AHY,F,La Caoba A,11-Feb-05,78.5,20.3,25.5,,,
8A,8,X-,HLCU,SY,,La Caoba,10-Jan-05,135,37.8,104.7,,,
8A,8,X-,HLCU,SY,,La Caoba A,11-Feb-05,135.5,37.8,104.9,,,
8A,37,X-,HLCU,AHY,,La Caoba A,12-Feb-05,131,35,77.7,,,
2200,99694,BAND,LOST,,,La Caoba,8-Jan-05,,,,,,
1771,12173,X-R,LOWA,HY,,La Caoba,13-Nov-04,73,20.6,14.2,2,2,
1202,29616,X-,MACU,AHY,,La Caoba,12-Nov-04,129.5,28.3,61,,,
1202,29617,X-,MACU,AHY,,La Caoba,12-Nov-04,131,28.1,70.8,,,
