"spp.code","site","band.pre","band.suf","colors","age","sex","date","wing","tarsus","mass","fat","pec","notes","year","year.num","beak","date2","site.age.init","site.age","band","status.focals","spp","status2","hab1","diet"
"BANA","El Corral","2250","78461","X-","AHY",NA,"23-Nov-04",52,15.3,7.1,NA,NA,NA,"2004-2005",2004,NA,2004-11-23,20,21,"2250-78461","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78491","X-","AHY",NA,"5-Jan-05",57,17.4,8.1,NA,NA,NA,"2004-2005",2004,NA,2005-01-05,2,3,"2250-78491","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95969","X-","AHY",NA,"15-Jan-05",53,15,7.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-15,10,11,"2220-95969","res","Bananaquit","R","EF","N"
"BANA","El Corral","2280","33224","X-","HY",NA,"10-Jan-04",54,16.4,7.4,NA,NA,NA,"2003-2004",2003,NA,2004-01-10,20,20,"2280-33224","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2220","95998","X-","AHY",NA,"3-Feb-05",57.5,16.1,7.7,NA,NA,NA,"2004-2005",2004,NA,2005-02-03,2,3,"2220-95998","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3802","X-","AHY",NA,"3-Feb-05",51.5,15.6,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-03,2,3,"2370-3802","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33202","X-","HY",NA,"7-Jan-04",51.5,15.8,7.4,NA,NA,NA,"2003-2004",2003,NA,2004-01-07,5,5,"2280-33202","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14324","X-","AHY",NA,"16-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-16,2,5,"2430-14324","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"495","X-","AHY",NA,"12-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-12,2,4,"NA-495","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33747","X-","HY",NA,"15-Nov-04",52.5,15.7,8.2,NA,NA,NA,"2004-2005",2004,NA,2004-11-15,5,6,"2280-33747","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95961","X-","AHY",NA,"14-Jan-05",54.5,16.5,8.4,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"2220-95961","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78670","X-","HY",NA,"4-Jan-04",53.5,16.3,7.8,NA,NA,NA,"2003-2004",2003,NA,2004-01-04,2,2,"2250-78670","res","Bananaquit","R","EF","N"
"BANA","El Corral","2220","95989","X-","AHY",NA,"19-Jan-05",51.5,15.5,6.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-19,20,21,"2220-95989","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14064","X-","AHY",NA,"13-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-13,2,4,"2430-14064","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33758","X-","AHY",NA,"16-Nov-04",55.7,15.9,7.8,NA,NA,NA,"2004-2005",2004,NA,2004-11-16,5,6,"2280-33758","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14016","X-","AHY",NA,"16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"2430-14016","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33253","X-","AHY",NA,"14-Feb-05",56.5,15.5,8,NA,NA,NA,"2004-2005",2004,NA,2005-02-14,10,11,"2280-33253","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33642","X-","HY",NA,"10-Nov-04",54,15.7,8.1,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2280-33642","res","Bananaquit","R","EF","N"
"BANA","Morelia",NA,"403","X-","AHY",NA,"16-Feb-05",55,16.1,9.6,NA,NA,NA,"2004-2005",2004,NA,2005-02-16,10,11,"NA-403","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33641","X-","AHY",NA,"10-Nov-04",51,15,7.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2280-33641","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14216","X-","AHY",NA,"5-Dec-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-12-05,20,23,"2430-14216","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78622","X-","AHY",NA,"12-Nov-03",52,15.3,7.5,NA,NA,NA,"2003-2004",2003,NA,2003-11-12,5,5,"2250-78622","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14426","X-","AHY",NA,"14-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-14,5,9,"2430-14426","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95936","X-","HY",NA,"12-Jan-05",56,16.1,7.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,5,6,"2220-95936","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95975","X-","AHY",NA,"16-Jan-05",51,14.8,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-01-16,10,11,"2220-95975","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33715","X-","AHY",NA,"13-Nov-04",52,15,7.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33715","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33720","X-","AHY",NA,"13-Nov-04",52,15.1,7.2,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33720","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95948","X-","AHY",NA,"13-Jan-05",49.5,15.1,6.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-13,10,11,"2220-95948","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95955","X-","AHY",NA,"13-Jan-05",50.5,15.4,7.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-13,10,11,"2220-95955","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2370","3856","X-","AHY",NA,"9-Feb-05",49,15.5,6.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-09,5,6,"2370-3856","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78530","X-","AHY",NA,"9-Nov-03",50,15.7,7.8,NA,NA,NA,"2003-2004",2003,NA,2003-11-09,2,2,"2250-78530","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33256","X-","AHY",NA,"21-Feb-04",50.5,15,7.4,NA,NA,NA,"2003-2004",2003,NA,2004-02-21,5,5,"2280-33256","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"419","X-","AHY",NA,"10-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-10,2,4,"NA-419","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3812","X-","AHY",NA,"5-Feb-05",52.5,15.8,7.1,NA,NA,NA,"2004-2005",2004,NA,2005-02-05,2,3,"2370-3812","res","Bananaquit","R","EF","N"
"BANA","La Caoba",NA,"463","X-","AHY",NA,"18-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-18,5,7,"NA-463","res","Bananaquit","R","EF","N"
"BANA","La Caoba",NA,"435","X-","AHY",NA,"24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"NA-435","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14251","X-","AHY","M","13-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-13,5,8,"2430-14251","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33668","X-","HY",NA,"11-Nov-04",50.5,15.1,7.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"2280-33668","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14263","X-","AHY",NA,"14-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-14,5,8,"2430-14263","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3827","X-","AHY",NA,"7-Feb-05",53,15.3,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"2370-3827","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78474","X-","AHY",NA,"4-Jan-05",48,14.3,5.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-04,2,3,"2250-78474","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33700","X-","HY",NA,"13-Nov-04",50,15.3,6.8,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33700","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14024","X-","AHY",NA,"17-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-17,5,7,"2430-14024","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95968","X-","AHY",NA,"15-Jan-05",52.5,15.2,6.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-15,10,11,"2220-95968","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95915","X-","AHY",NA,"10-Jan-05",50.5,14.9,7.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-10,5,6,"2220-95915","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"435","X-","HY",NA,"13-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-13,2,4,"NA-435","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14133","X-","HY",NA,"21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"2430-14133","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95946","X-","HY",NA,"12-Jan-05",54,16.3,8.4,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,10,11,"2220-95946","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78519","X-","AHY",NA,"8-Nov-03",53,15.7,8.3,NA,NA,NA,"2003-2004",2003,NA,2003-11-08,2,2,"2250-78519","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33673","X-","AHY",NA,"12-Nov-04",54,15.8,7.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-12,2,3,"2280-33673","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14437","X-","HY",NA,"17-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-17,10,14,"2430-14437","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33613","X-","AHY",NA,"9-Nov-04",50.5,14.6,6.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-09,2,3,"2280-33613","res","Bananaquit","R","EF","N"
"BANA","Morelia","2380","14080","X-","AHY",NA,"19-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-19,10,12,"2380-14080","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78674","X-","AHY",NA,"5-Jan-04",51.5,14.5,7.6,NA,NA,NA,"2003-2004",2003,NA,2004-01-05,2,2,"2250-78674","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95960","X-","AHY",NA,"14-Jan-05",53,15.3,7,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"2220-95960","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33757","X-","AHY",NA,"16-Nov-04",52.5,16.4,6.9,NA,NA,NA,"2004-2005",2004,NA,2004-11-16,5,6,"2280-33757","res","Bananaquit","R","EF","N"
"BANA","Morelia","2250","78638","X-","AHY",NA,"21-Nov-03",54,15.9,8.5,NA,NA,NA,"2003-2004",2003,NA,2003-11-21,10,10,"2250-78638","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33779","X-","AHY",NA,"17-Nov-04",54.5,15.4,8.1,NA,NA,NA,"2004-2005",2004,NA,2004-11-17,10,11,"2280-33779","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14018","X-","AHY",NA,"16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"2430-14018","res","Bananaquit","R","EF","N"
"BANA","Morelia","2280","33779","X-","AHY",NA,"14-Feb-05",54.5,15.4,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-02-14,10,11,"2280-33779","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14026","X-","AHY",NA,"17-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-17,5,7,"2430-14026","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78674","X-","AHY",NA,"15-Nov-04",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2004-11-15,5,6,"2250-78674","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14270","X-","AHY",NA,"15-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-15,5,8,"2430-14270","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95939","X-","AHY",NA,"12-Jan-05",54,16.1,8.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,5,6,"2220-95939","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"429","X-","HY",NA,"12-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-12,2,4,"NA-429","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14310","X-","AHY",NA,"14-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-14,2,5,"2430-14310","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14110","X-","HY",NA,"17-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-17,5,7,"2430-14110","res","Bananaquit","R","EF","N"
"BANA","El Corral",NA,"416","X-","AHY",NA,"20-Feb-05",51,15.7,7.2,NA,NA,NA,"2004-2005",2004,NA,2005-02-20,20,21,"NA-416","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78599","X-","AHY",NA,"11-Nov-03",50.5,14.7,8.6,NA,NA,NA,"2003-2004",2003,NA,2003-11-11,5,5,"2250-78599","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"420","X-","HY",NA,"10-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-10,2,4,"NA-420","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"440","X-","AHY",NA,"14-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-14,2,4,"NA-440","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14089","X-","HY",NA,"11-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-11,2,4,"2430-14089","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33696","X-","HY",NA,"13-Nov-04",53,15.3,7,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33696","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33638","X-","AHY",NA,"10-Nov-04",57,15.3,7.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2280-33638","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99673","X-","HY",NA,"6-Jan-05",51,14.9,6.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2200-99673","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78500","X-","AHY",NA,"6-Jan-05",48,14.7,7.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2250-78500","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33698","X-","AHY",NA,"13-Nov-04",50.5,15.6,6.8,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33698","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14035","X-","AHY",NA,"19-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-19,10,12,"2430-14035","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14322","X-","AHY",NA,"16-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-16,2,5,"2430-14322","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33246","X-","AHY",NA,"19-Feb-04",56,16.2,8.5,NA,NA,NA,"2003-2004",2003,NA,2004-02-19,2,2,"2280-33246","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33616","X-","AHY",NA,"9-Nov-04",49,14.9,7.2,NA,NA,NA,"2004-2005",2004,NA,2004-11-09,2,3,"2280-33616","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"499","X-","HY",NA,"13-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-13,2,4,"NA-499","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"498","X-","HY",NA,"13-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-13,2,4,"NA-498","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78672","X-","HY",NA,"4-Jan-04",52,16.3,7.7,NA,NA,NA,"2003-2004",2003,NA,2004-01-04,2,2,"2250-78672","res","Bananaquit","R","EF","N"
"BANA","El Corral",NA,"413","X-","AHY",NA,"19-Feb-05",53,16.2,8.4,NA,NA,NA,"2004-2005",2004,NA,2005-02-19,20,21,"NA-413","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14440","X-","AHY",NA,"17-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-17,10,14,"2430-14440","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78606","X-","HY",NA,"11-Nov-03",56,16.7,9.3,NA,NA,NA,"2003-2004",2003,NA,2003-11-11,5,5,"2250-78606","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78486","X-","AHY",NA,"5-Jan-05",52.5,15.6,7.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-05,2,3,"2250-78486","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14441","X-","HY",NA,"17-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-17,10,14,"2430-14441","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14234","X-","HY",NA,"9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"2430-14234","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33711","X-","AHY",NA,"13-Nov-04",54.5,14.8,7.6,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33711","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95974","X-","AHY",NA,"16-Jan-05",53.5,15.1,7.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-16,10,11,"2220-95974","res","Bananaquit","R","EF","N"
"BANA","El Corral","2430","14084","X-","AHY",NA,"23-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-23,20,22,"2430-14084","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33703","X-","HY",NA,"13-Nov-04",50.5,15.2,6.2,NA,NA,NA,"2004-2005",2004,NA,2004-11-13,5,6,"2280-33703","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33635","X-","HY",NA,"10-Nov-04",52.5,15.7,6.6,NA,NA,NA,"2004-2005",2004,NA,2004-11-10,2,3,"2280-33635","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14384","X-","HY",NA,"9-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-09,2,6,"2430-14384","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33641","X-","SY",NA,"11-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-11,2,4,"2280-33641","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14030","X-","AHY",NA,"18-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-18,5,7,"2430-14030","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14383","X-","AHY",NA,"6-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-06,2,6,"2430-14383","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99675","X-","AHY",NA,"7-Jan-05",55,16.3,7.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2200-99675","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78497","X-","AHY",NA,"6-Jan-05",57,15.5,7.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2250-78497","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14277","X-","AHY",NA,"17-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-17,10,13,"2430-14277","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2430","14099","X-","AHY",NA,"15-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-15,5,7,"2430-14099","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14135","X-","AHY",NA,"21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"2430-14135","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14314","X-","HY",NA,"15-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-15,2,5,"2430-14314","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95974","X-","AHY",NA,"22-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-22,10,12,"2220-95974","res","Bananaquit","R","EF","N"
"BANA","El Corral","2220","95984","X-","HY",NA,"19-Jan-05",51.5,15.2,6.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-19,20,21,"2220-95984","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33679","X-","HY",NA,"12-Nov-04",50.5,15.5,7.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-12,2,3,"2280-33679","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3814","X-","AHY",NA,"5-Feb-05",49.5,15.4,7.3,NA,NA,NA,"2004-2005",2004,NA,2005-02-05,2,3,"2370-3814","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33605","X-","AHY",NA,"10-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-10,2,4,"2280-33605","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2370","3841","X-","AHY",NA,"10-Feb-05",NA,NA,NA,NA,NA,NA,"2004-2005",2004,NA,2005-02-10,5,6,"2370-3841","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95928","X-","AHY",NA,"11-Jan-05",51,15.4,6.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-11,5,6,"2220-95928","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14093","X-","AHY",NA,"12-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-12,2,4,"2430-14093","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33700","X-","AHY",NA,"9-Feb-05",50,15.3,7.1,NA,NA,NA,"2004-2005",2004,NA,2005-02-09,5,6,"2280-33700","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2280","33762","X-","HY",NA,"16-Nov-04",51,15,6.5,NA,NA,NA,"2004-2005",2004,NA,2004-11-16,5,6,"2280-33762","res","Bananaquit","R","EF","N"
"BANA","Morelia","2220","95963","X-","AHY",NA,"14-Jan-05",56,16.1,9.3,"2",1,NA,"2004-2005",2004,NA,2005-01-14,10,11,"2220-95963","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78499","X-","AHY",NA,"6-Jan-05",50,15.5,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"2250-78499","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2250","78623","X-","HY",NA,"12-Nov-03",52,15.4,7.3,NA,NA,NA,"2003-2004",2003,NA,2003-11-12,5,5,"2250-78623","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95921","X-","AHY",NA,"10-Jan-05",49.5,15.1,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-01-10,5,6,"2220-95921","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14464","X-","HY",NA,"6-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-06,2,6,"2430-14464","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2220","95918","X-","AHY",NA,"10-Jan-05",50,16.3,7.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-10,5,6,"2220-95918","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3816","X-","AHY",NA,"6-Feb-05",53,15.4,7.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-06,2,3,"2370-3816","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2370","3828","X-","AHY",NA,"7-Feb-05",49.5,15.1,7.4,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"2370-3828","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14286","X-","AHY",NA,"19-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-19,10,13,"2430-14286","res","Bananaquit","R","EF","N"
"BANA","Morelia","2430","14284","X-","AHY",NA,"19-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-19,10,13,"2430-14284","res","Bananaquit","R","EF","N"
"BANA","El Corral","2280","33223","X-","AHY",NA,"10-Jan-04",50.5,15.6,7.7,NA,NA,NA,"2003-2004",2003,NA,2004-01-10,20,20,"2280-33223","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14222","X-","AHY",NA,"8-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-08,2,5,"2430-14222","res","Bananaquit","R","EF","N"
"BANA","La Caoba",NA,"493","X-","AHY",NA,"16-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-16,5,7,"NA-493","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2200","99676","X-","AHY",NA,"7-Jan-05",54.5,15,7.1,NA,NA,NA,"2004-2005",2004,NA,2005-01-07,2,3,"2200-99676","res","Bananaquit","R","EF","N"
"BANA","La Caoba","2200","99689","X-","HY",NA,"8-Jan-05",51,14.7,7.5,NA,NA,NA,"2004-2005",2004,NA,2005-01-08,5,6,"2200-99689","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2250","78530","X-","AHY",NA,"18-Feb-04",52.5,15.9,7.9,NA,NA,NA,"2003-2004",2003,NA,2004-02-18,2,2,"2250-78530","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33605","X-","HY",NA,"8-Nov-04",56,16.5,8.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-08,2,3,"2280-33605","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2430","14052","X-","AHY",NA,"10-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-10,2,4,"2430-14052","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"424","X-","AHY",NA,"14-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-14,2,5,"NA-424","res","Bananaquit","R","EF","N"
"BANA","La Cueva","2280","33294","X-","AHY",NA,"8-Nov-04",55,15.8,7.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-08,2,3,"2280-33294","res","Bananaquit","R","EF","N"
"BANA","La Cueva",NA,"487","X-","HY",NA,"11-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-11,2,4,"NA-487","res","Bananaquit","R","EF","N"
