"spp.code","site","band.pre","band.suf","colors","age","sex","date","wing","tarsus","mass","fat","pec","notes","year","year.num","beak","date2","site.age.init","site.age","band","status.focals","spp","status2","hab1","diet"
"GTGT","La Caoba","3A","222","XR-RR","AHY",NA,"22-Feb-04",59.5,21.6,12,NA,NA,NA,"2003-2004",2003,NA,2004-02-22,5,5,"3A-222","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","302","WB-XY","AHY",NA,"15-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-15,5,8,"3A-302","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","Morelia","3A","250","XB-BW","HY",NA,"14-Jan-05",64.5,21.5,12.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"3A-250","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","257","BW-XY","AHY",NA,"21-Jan-05",59,21.3,12.2,NA,NA,NA,"2004-2005",2004,NA,2005-01-21,20,21,"3A-257","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","207","RX-YB","AHY",NA,"7-Feb-05",62,20.3,11.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"3A-207","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","Morelia","3A","244","WX-WW","AHY",NA,"19-Nov-04",61.5,22.2,12.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-19,10,11,"3A-244","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","Morelia","3A","316","X-","AHY",NA,"18-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-18,10,14,"3A-316","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","203","YW-BX","AHY",NA,"10-Nov-03",60,22.3,13.9,NA,NA,NA,"2003-2004",2003,NA,2003-11-10,2,2,"3A-203","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","256","YX-BW","ASY",NA,"24-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-24,20,22,"3A-256","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","263","XY-RY","SY",NA,"25-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-25,20,22,"3A-263","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","260","XR-WW","AHY",NA,"10-Feb-05",62,21.7,12.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-10,5,6,"3A-260","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","240","RY-RX","HY",NA,"14-Nov-04",61,21.3,13.2,NA,NA,NA,"2004-2005",2004,NA,2004-11-14,5,6,"3A-240","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","221","BR-XB","AHY",NA,"19-Feb-04",65.5,21.8,12.8,NA,NA,NA,"2003-2004",2003,NA,2004-02-19,2,2,"3A-221","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","275","RY-XR","AHY",NA,"2-Mar-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-03-02,20,23,"3A-275","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","236","BY-RX","AHY",NA,"13-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-13,5,9,"3A-236","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","235","BX-WY","AHY",NA,"11-Nov-04",64.5,21.7,11.9,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"3A-235","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","233","WR-RX","AHY",NA,"11-Nov-04",61.5,21.1,10.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"3A-233","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","293","XY-WY","HY",NA,"21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"3A-293","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","224","XY-YW","HY",NA,"23-Feb-04",57,22.5,11.9,NA,NA,NA,"2003-2004",2003,NA,2004-02-23,5,5,"3A-224","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","234","XY-BR","HY",NA,"11-Nov-04",60,21.7,11.8,NA,NA,NA,"2004-2005",2004,NA,2004-11-11,2,3,"3A-234","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","275","RY-XR","AHY",NA,"19-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-19,20,24,"3A-275","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","El Corral","3A","254","YX-BR","HY",NA,"19-Jan-05",56,20.3,11.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-19,20,21,"3A-254","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","205","YX-BY","AHY",NA,"10-Jan-05",62,20.8,10.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-10,5,6,"3A-205","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","225","XY-YY","HY",NA,"23-Feb-04",55,21.2,12.4,NA,NA,NA,"2003-2004",2003,NA,2004-02-23,5,5,"3A-225","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Cueva","3A","311","X-","HY",NA,"7-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-07,2,6,"3A-311","res","Green-tailed Ground-Tanager","RE","EF","I"
"GTGT","La Caoba","3A","277","XR-YB","AHY",NA,"15-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-15,5,9,"3A-277","res","Green-tailed Ground-Tanager","RE","EF","I"
"HILC","Morelia","8A","78","X-","AHY",NA,"13-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-13,10,14,"8A-78",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","54","X-","AHY",NA,"20-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-20,2,5,"8A-54",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","32","X-","AHY",NA,"14-Jan-05",137,38.3,99.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-14,10,11,"8A-32",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","56","X-","AHY",NA,"18-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-18,2,5,"8A-56",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","27","X-","AHY",NA,"22-Nov-04",137,37.1,93.7,NA,NA,NA,"2004-2005",2004,NA,2004-11-22,20,21,"8A-27",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","55","X-","AHY",NA,"21-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-21,2,5,"8A-55",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","34","X-","AHY",NA,"21-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-21,20,23,"8A-34",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","16","X-","SY",NA,"3-Feb-05",133.5,36,80.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-03,2,3,"8A-16",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","64","X-","AHY",NA,"21-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-21,20,23,"8A-64",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","49","X-","AHY",NA,"11-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-11,2,4,"8A-49",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","19","X-","AHY",NA,"9-Jan-04",135,37.5,100.9,NA,NA,NA,"2003-2004",2003,NA,2004-01-09,20,20,"8A-19",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","57","X-","AHY",NA,"24-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-24,5,8,"8A-57",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","34","X-","SY",NA,"23-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-23,20,22,"8A-34",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","65","X-","AHY",NA,"23-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-23,20,23,"8A-65",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","71","X-","AHY",NA,"7-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-07,2,6,"8A-71",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","7","X-",NA,NA,"9-Nov-03",NA,NA,NA,NA,NA,NA,"2003-2004",2003,NA,2003-11-09,2,2,"8A-7",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","60","X-","AHY",NA,"1-Dec-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-12-01,10,13,"8A-60",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","53","X-","AHY",NA,"20-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-20,2,5,"8A-53",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","33","X-","AHY",NA,"18-Jan-05",139,36.8,105.6,NA,NA,NA,"2004-2005",2004,NA,2005-01-18,20,21,"8A-33",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","25","X-","AHY",NA,"26-Feb-04",132,36.9,81.9,NA,NA,NA,"2003-2004",2003,NA,2004-02-26,20,20,"8A-25",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","57","X-","AHY",NA,"10-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-10,5,9,"8A-57",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","51","X-","ASY",NA,"22-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-22,20,22,"8A-51",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","35","X-","AHY",NA,"21-Jan-05",135,36.4,96.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-21,20,21,"8A-35",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","55","X-","AHY",NA,"15-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-15,5,8,"8A-55",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","29","X-","AHY",NA,"23-Nov-04",136,36.1,122.3,NA,NA,NA,"2004-2005",2004,NA,2004-11-23,20,21,"8A-29",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","59","X-","AHY",NA,"27-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-27,5,8,"8A-59",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","31","X-","AHY",NA,"12-Jan-05",133.5,38.7,109.9,NA,NA,NA,"2004-2005",2004,NA,2005-01-12,10,11,"8A-31",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","37","X-","AHY",NA,"12-Feb-05",131,35,77.7,NA,NA,NA,"2004-2005",2004,NA,2005-02-12,5,6,"8A-37",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","26","X-","AHY",NA,"20-Nov-04",130,36.5,89.4,NA,NA,NA,"2004-2005",2004,NA,2004-11-20,20,21,"8A-26",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","24","X-","AHY",NA,"1-Mar-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-03-01,20,23,"8A-24",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","9","X-",NA,NA,"11-Nov-03",128,35.9,NA,NA,NA,NA,"2003-2004",2003,NA,2003-11-11,5,5,"8A-9",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","47","X-","AHY",NA,"23-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-23,10,12,"8A-47",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","17","X-","AHY",NA,"23-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-23,2,5,"8A-17",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","16","X-","ASY",NA,"10-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-10,2,4,"8A-16",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","72","X-","AHY",NA,"11-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-11,2,6,"8A-72",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","13","X-","AHY",NA,"21-Nov-03",133,35.4,79.8,NA,NA,NA,"2003-2004",2003,NA,2003-11-21,10,10,"8A-13",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","71","X-","AHY",NA,"8-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-08,2,6,"8A-71",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","42","X-","HY",NA,"24-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-24,20,22,"8A-42",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","80","X-","AHY",NA,"17-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-17,20,24,"8A-80",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","21","X-","AHY",NA,"21-Feb-04",133,35.4,88.4,NA,NA,NA,"2003-2004",2003,NA,2004-02-21,5,5,"8A-21",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","51","X-","AHY",NA,"21-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-21,20,23,"8A-51",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","38","X-","AHY",NA,"15-Feb-05",133.5,37.9,97.1,NA,NA,NA,"2004-2005",2004,NA,2005-02-15,10,11,"8A-38",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","58","X-","AHY",NA,"27-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-27,5,8,"8A-58",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","43","X-","AHY",NA,"25-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-25,20,22,"8A-43",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","34","X-","AHY",NA,"19-Jan-05",130,36.1,85.8,NA,NA,NA,"2004-2005",2004,NA,2005-01-19,20,21,"8A-34",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","8","X-","SY",NA,"10-Jan-05",135,37.8,104.7,NA,NA,NA,"2004-2005",2004,NA,2005-01-10,5,6,"8A-8",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","63","X-","AHY",NA,"16-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-16,10,13,"8A-63",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","13","X-","AHY",NA,"22-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-22,10,13,"8A-13",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","34","X-","ASY",NA,"22-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-22,20,22,"8A-34",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","45","X-","AHY",NA,"13-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-13,2,4,"8A-45",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","22","X-","AHY",NA,"21-Feb-04",129.5,36.7,83.1,NA,NA,NA,"2003-2004",2003,NA,2004-02-21,5,5,"8A-22",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","14","X-","AHY",NA,"21-Nov-03",141.5,37.1,100.4,NA,NA,NA,"2003-2004",2003,NA,2003-11-21,10,10,"8A-14",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","44","X-","AHY",NA,"11-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-11,2,4,"8A-44",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","59","X-","AHY",NA,"14-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-14,5,8,"8A-59",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","62","X-","AHY",NA,"7-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-07,2,6,"8A-62",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","17","X-","AHY",NA,"12-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-12,5,8,"8A-17",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","44","X-","AHY",NA,"11-Jan-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-01-11,2,4,"8A-44",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","67","X-","AHY",NA,"25-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-25,10,13,"8A-67",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","8","X-","AHY",NA,"10-Nov-03",134,37.8,NA,NA,NA,NA,"2003-2004",2003,NA,2003-11-10,5,5,"8A-8",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","40","X-","AHY",NA,"19-Feb-05",126,34.2,81.6,NA,NA,NA,"2004-2005",2004,NA,2005-02-19,20,21,"8A-40",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","13","X-","ASY",NA,"19-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-19,10,12,"8A-13",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","28","X-","AHY",NA,"23-Nov-04",135,38,90.6,NA,NA,NA,"2004-2005",2004,NA,2004-11-23,20,21,"8A-28",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","11","X-","ASY",NA,"24-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-24,20,22,"8A-11",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","61","X-","AHY",NA,"4-Dec-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-12-04,20,23,"8A-61",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","18","X-","AHY",NA,"8-Jan-04",128.5,35.7,73.5,NA,NA,NA,"2003-2004",2003,NA,2004-01-08,10,10,"8A-18",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","56","X-","AHY",NA,"23-Nov-06",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2006-11-23,2,5,"8A-56",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","11","X-",NA,NA,"13-Nov-03",133,35.6,84.6,NA,NA,NA,"2003-2004",2003,NA,2003-11-13,20,20,"8A-11",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","23","X-","AHY",NA,"25-Feb-04",134,35,85.6,NA,NA,NA,"2003-2004",2003,NA,2004-02-25,20,20,"8A-23",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","48","X-","AHY",NA,"25-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-25,20,22,"8A-48",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","46","X-","AHY",NA,"18-Dec-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-12-18,5,7,"8A-46",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","6","X-",NA,NA,"21-Nov-03",NA,NA,NA,NA,NA,NA,"2003-2004",2003,NA,2003-11-21,10,10,"8A-6",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","8","X-","SY",NA,"11-Feb-05",135.5,37.8,104.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-11,5,6,"8A-8",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","62","X-","AHY",NA,"9-Jan-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-01-09,2,5,"8A-62",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","41","X-","AHY",NA,"20-Nov-05",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2005-11-20,10,12,"8A-41",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","34","X-","AHY",NA,"28-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-28,20,23,"8A-34",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","30","X-","SY",NA,"13-Feb-06",NA,NA,NA,NA,NA,"x","2005-2006",2005,NA,2006-02-13,2,4,"8A-30",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","17","X-","HY",NA,"6-Jan-04",126,34.6,79.2,NA,NA,NA,"2003-2004",2003,NA,2004-01-06,5,5,"8A-17",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","30","X-","AHY",NA,"6-Jan-05",124.5,34.8,88.3,NA,NA,NA,"2004-2005",2004,NA,2005-01-06,2,3,"8A-30",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","24","X-","AHY",NA,"25-Feb-04",136.5,38.2,102.5,NA,NA,NA,"2003-2004",2003,NA,2004-02-25,20,20,"8A-24",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Caoba","8A","76","X-","AHY",NA,"12-Jan-08",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2008-01-12,5,9,"8A-76",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","15","X-","AHY",NA,"22-Nov-03",139.5,37.5,79.8,NA,NA,NA,"2003-2004",2003,NA,2003-11-22,10,10,"8A-15",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","11","X-","AHY",NA,"25-Feb-04",133,35.6,85.6,NA,NA,NA,"2003-2004",2003,NA,2004-02-25,20,20,"8A-11",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","Morelia","8A","60","X-","AHY",NA,"23-Feb-07",NA,NA,NA,NA,NA,"x","2006-2007",2006,NA,2007-02-23,10,13,"8A-60",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","La Cueva","8A","16","X-","AHY",NA,"4-Jan-04",133.5,36,80.1,NA,NA,NA,"2003-2004",2003,NA,2004-01-04,2,2,"8A-16",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HILC","El Corral","8A","24","X-","SY",NA,"21-Nov-04",142,38.7,115,NA,NA,NA,"2004-2005",2004,NA,2004-11-21,20,21,"8A-24",NA,"Hispaniolan Lizard-Cuckoo","RE","DF","C"
"HIPE","La Cueva","3A","214","XR-BY","AHY",NA,"3-Jan-04",70.5,15.4,10.9,NA,NA,NA,"2003-2004",2003,NA,2004-01-03,2,2,"3A-214",NA,"Hispaniolan Pewee","RE","EF","I"
"HIPE","El Corral","3A","258","XR-BW","AHY",NA,"21-Jan-05",67.5,15,9.4,NA,NA,NA,"2004-2005",2004,NA,2005-01-21,20,21,"3A-258",NA,"Hispaniolan Pewee","RE","EF","I"
"HISP","La Cueva","4A","312","YR-XR","AHY","M","7-Feb-05",78,19.5,22.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-312",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Caoba","4A","436","X-","HY",NA,"13-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-13,5,9,"4A-436",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","310","RW-XR","HY",NA,"7-Feb-05",77,19.5,24.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-310",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","307","YY-XY","HY",NA,"7-Feb-05",75,19,20.9,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-307",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","309","RY-XR","AHY","M","7-Feb-05",79.5,20.2,26.8,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-309",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","308","WW-XR","HY","M","7-Feb-05",76.5,19.4,22.2,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-308",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","431","X-","AHY","F","10-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-10,2,6,"4A-431",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Caoba","4A","442","X-","HY",NA,"15-Nov-07",NA,NA,NA,NA,NA,NA,"2007-2008",2007,NA,2007-11-15,5,9,"4A-442",NA,"Hispaniolan Spindalis","RE","EF","F"
"HISP","La Cueva","4A","314","YB-XR","HY","M","7-Feb-05",77,21.5,23.7,NA,NA,NA,"2004-2005",2004,NA,2005-02-07,2,3,"4A-314",NA,"Hispaniolan Spindalis","RE","EF","F"
