"spp.code","band","colors","age","sex","site","date.cap.orig","nov.96","jan.97","mar.97","nov.97","jan.98","mar.98","jan.99","jan.00","jan.01","jan.02","jan.03","comments","data.cap.orig2","status.focals","spp","status2","hab1","diet","sub.site"
"BTBW","2200-16437","X-","HY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2140-20703","X-","HY","M","Aceitillar","23-Jan-96","","","","","","","","C","","","","W",1996-01-23,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","376","R(P)-XP","AHY","F","Aceitillar","13-Nov-92","CS","S","S","S","CS","S","","","","","","",1992-11-13,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2110-80983","RX-GA","AHY","M","Aceitillar","2-Mar-94","","","","","","C","","","","","","W",1994-03-02,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","383","RX-RP","HY","F","Aceitillar","14-Nov-92","C","S","","S","CS","S","","","","","","",1992-11-14,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1760-22674","RX-GY","HY","M","Aceitillar","21-Jan-94","","","","","CS","CS","S","","","","","",1994-01-21,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2200-16441","X-","HY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","W",1997-02-01,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","1760-22541","GR-XY","AHY","M","Aceitillar","4-Mar-94","","","","","","C","","","","","","W",1994-03-04,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","1950-82050","RX-YR","HY","M","Aceitillar","20-Nov-92","C","C","","","","","","","","","","",1992-11-20,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24320","XP-BP","AHY","F","Aceitillar","4-Mar-93","","","C","","","","","","","","","W",1993-03-04,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","380","YX-RY","HY","F","Aceitillar","13-Nov-92","C","C","","","","","S","","","","","",1992-11-13,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2390-24330","PR-XP","AHY","F","Aceitillar","5-Mar-93","","","C","","","","","","","","","W",1993-03-05,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1950-82016","PX-YR","HY","M","Aceitillar","19-Nov-92","CC","C","","","","","","","","","","",1992-11-19,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","1760-22671","YA-XY","AHY","F","Aceitillar","20-Jan-94","","","","","C","","","","","","","W",1994-01-20,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24329","PR-RX","AHY","M","Aceitillar","5-Mar-93","","","C","","","","","","","","","W",1993-03-05,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2390-24034","XY-BY","HY","M","Aceitillar","18-Jan-93","","CS","","","","","","","","","","",1993-01-18,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2390-24043","BY-XP","AHY","M","Aceitillar","23-Jan-93","","CS","","","","","","","","","","",1993-01-23,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2390-24341","XB-RP","AHY","M","Aceitillar","9-Mar-93","","","C","","","","","","","","","W",1993-03-09,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BTBW","2200-16432","X-","AHY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","1950-82571","AY-AX","HY","M","Aceitillar","10-Nov-93","","","","C","","","","","","","","W",1993-11-10,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2140-20631","WX-RW","HY","M","Aceitillar","28-Jan-95","","","","","","","C","","","","","W",1995-01-28,"mig","Black-throated Blue Warbler","M","EF","I","B2"
"BTBW","2390-24045","XY-PY","HY","F","Aceitillar","23-Jan-93","","C","C","","","","","","","","","",1993-01-23,"mig","Black-throated Blue Warbler","M","EF","I","B1"
"BWVI","2121-29205","X-","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","910-60083","AR-YX","AHY",NA,"Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","2121-29207","X-","AHY",NA,"Aceitillar","4-Mar-94","","","","","","C","","","","","","",1994-03-04,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","910-60015","X-C","AHY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","2121-29208","X-","AHY",NA,"Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","910-60017","RX-PP","AHY",NA,"Aceitillar","10-Mar-93","","","C","","","","","","","","","",1993-03-10,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","910-60012","X-R","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","910-60100","X-","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","910-60099","X-","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","36901","X-","AHY",NA,"Aceitillar","16-Jan-95","","","","","","","C","","","","","",1995-01-16,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","2121-29233","BX-RA",NA,NA,"Aceitillar","22-Jan-96","","","","","","","","C","","","","",1996-01-22,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","910-60082","GX-YA","AHY",NA,"Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,NA,"Black-whiskered Vireo","R","D","I","B2"
"BWVI","910-60016","XB-YR","AHY",NA,"Aceitillar","10-Mar-93","","","CS","","","","","","","","","",1993-03-10,NA,"Black-whiskered Vireo","R","D","I","B1"
"BWVI","2121-29206","X-","AHY",NA,"Aceitillar","3-Mar-94","","","","","","C","","","","","","",1994-03-03,NA,"Black-whiskered Vireo","R","D","I","B1"
"CGDO","972-18947","X-",NA,"M","Aceitillar","1-Feb-97","","","","","","","","","C","","","",1997-02-01,NA,NA,NA,NA,NA,"B2"
"CGDO","972-18946","X-",NA,"M","Aceitillar","30-Jan-97","","","","","","","","","C","","","",1997-01-30,NA,NA,NA,NA,NA,"B2"
"CGDO","972-18922","X-",NA,"M","Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,NA,NA,NA,NA,NA,"B1"
"CGDO","972-18921","X-",NA,"F","Aceitillar","25-Jan-96","","","","","","","","C","","","","",1996-01-25,NA,NA,NA,NA,NA,"B1"
"CGDO","972-18918","X-","AHY","M","Aceitillar","28-Jan-95","","","","","","","C","","","","","",1995-01-28,NA,NA,NA,NA,NA,"B2"
"CGOO","972-18919","X-","AHY","M","Aceitillar","29-Jan-95","","","","","","","C","","","","","",1995-01-29,NA,NA,NA,NA,NA,"B2"
"CMWA","2200-16430","X-","HY","M","Aceitillar","30-Jan-97","","","","","","","","","C","","","W",1997-01-30,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-20706","X-","HY","F","Aceitillar","25-Jan-96","","","","","","","","C","","","","W",1996-01-25,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2390-24049","YR-XY","HY","M","Aceitillar","24-Jan-93","","C","S","","","","","","","","","",1993-01-24,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16428","X-","HY","M","Aceitillar","30-Jan-97","","","","","","","","","C","","","W",1997-01-30,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82570","AR-AX","HY","M","Aceitillar","10-Nov-93","","","","C","","","","","","","","W",1993-11-10,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-20707","X-","AHY","M","Aceitillar","25-Jan-96","","","","","","","","C","","","","W",1996-01-25,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82572","GY-AX","HY","M","Aceitillar","10-Nov-93","","","","C","","","","","","","","W",1993-11-10,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82569","XG-GY","HY","F","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82037","RP-XB","HY","F","Aceitillar","19-Nov-92","CS","","","","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16440","X-","AHY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","W",1997-02-01,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-20709","X-","AHY","M","Aceitillar","25-Jan-96","","","","","","","","C","","","","W",1996-01-25,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82577","XG-GR","HY","F","Aceitillar","11-Nov-93","","","","C","","","","","","","","W",1993-11-11,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82557","XA-AG","HY","F","Aceitillar","8-Nov-93","","","","C","","","","","","","","W",1993-11-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2390-24056","RX-PR","HY","F","Aceitillar","24-Jan-93","","CS","S","","","","","","","","","",1993-01-24,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2390-24059","XY-RP","AHY","M","Aceitillar","24-Jan-93","","C","","","","","","","","","","W",1993-01-24,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82027","XY-RB","HY","F","Aceitillar","19-Nov-92","CC","","","","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2390-24036","BP-XY","HY","M","Aceitillar","19-Jan-93","","CS","","S","","S","","","","","","",1993-01-19,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22666","YX-YA","AHY","M","Aceitillar","16-Jan-94","","","","","C","","","","","","","W",1994-01-16,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22665","GX-YY","AHY","M","Aceitillar","16-Jan-94","","","","","C","","","","","","","W",1994-01-16,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2200-16435","X-","HY","M","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82554","XG-YY","HY","F","Aceitillar","8-Nov-93","","","","C","","","","","","","","W",1993-11-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82566","XY-YA","AHY","F","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82561","XA-YY","AHY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22683","YX-GY","HY","F","Aceitillar","22-Jan-94","","","","","C","","S","","","","","",1994-01-22,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22672","XY-AG","AHY","M","Aceitillar","20-Jan-94","","","","","C","","","","","","","W",1994-01-20,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16438","X-","HY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","W",1997-02-01,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82576","XA-RR","AHY","M","Aceitillar","11-Nov-93","","","","C","","","","","","","","W",1993-11-11,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82578","GY-RX","AHY","F","Aceitillar","11-Nov-93","","","","C","","","","","","","","W",1993-11-11,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","396","XP-YP","AHY","M","Aceitillar","18-Nov-92","C","","","","","","","","","","","W",1992-11-18,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82035","XP-PP","HY","F","Aceitillar","19-Nov-92","C","C","","CS","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16443","X-","HY","M","Aceitillar","2-Feb-97","","","","","","","","","C","","","W",1997-02-02,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22663","YG-XA","HY","F","Aceitillar","16-Jan-94","","","","","CS","","","","","","","",1994-01-16,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82028","RY-XY","AHY","M","Aceitillar","19-Nov-92","C","","","","","","","","","","","W",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-20711","X-","HY","M","Aceitillar","26-Jan-96","","","","","","","","C","","","","W",1996-01-26,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2110-80984","RX-GY","HY","M","Aceitillar","2-Mar-94","","","","","","CS","S","","","","","",1994-03-02,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16439","X-","AHY","M","Aceitillar","1-Feb-97","","","","","","","","","C","","","W",1997-02-01,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82020","BR-XR","HY","M","Aceitillar","19-Nov-92","CS","","","","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","385","XP-RR","HY","F","Aceitillar","14-Nov-92","CS","","","","","","","","","","","",1992-11-14,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82565","YR-XA","AHY","F","Aceitillar","9-Nov-93","","","","C","","S","","","","","","",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-20632","WR-XR","HY","F","Aceitillar","28-Jan-95","","","","","","","C","","","","","W",1995-01-28,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-20633","WY-XW","HY","F","Aceitillar","29-Jan-95","","","","","","","C","","","","","W",1995-01-29,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2390-24340","XB-PP","HY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","W",1993-03-09,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82053","XP-BP","HY","F","Aceitillar","20-Nov-92","C","","","","","","","","","","","W",1992-11-20,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16429","X-","HY","M","Aceitillar","30-Jan-97","","","","","","","","","C","","","W",1997-01-30,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2200-16442","X-","HY","F","Aceitillar","2-Feb-97","","","","","","","","","C","","","W",1997-02-02,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","392","XY-YR","HY","F","Aceitillar","18-Nov-92","CS","CS","S","","","","","","","","","",1992-11-18,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82018","XP-RY","AHY","M","Aceitillar","19-Nov-92","CS","S","S","S","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82025","XR-BY","AHY","M","Aceitillar","19-Nov-92","CC","","","","","","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-20630","WX-RW","HY","F","Aceitillar","28-Jan-95","","","","","","","C","","","","","W",1995-01-28,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22678","AY-XA","HY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","W",1994-01-21,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82032","XB-YY","HY","M","Aceitillar","19-Nov-92","C","","","","","","","","","","","W",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22670","GA-XG","AHY","M","Aceitillar","20-Jan-94","","","","","CS","S","S","","","","","",1994-01-20,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-20705","X-","AHY","M","Aceitillar","24-Jan-96","","","","","","","","C","","","","W",1996-01-24,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82052","XB-RB","HY","F","Aceitillar","20-Nov-92","C","","","","","","","","","","","W",1992-11-20,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-19004","XY-WR","HY","M","Aceitillar","16-Jan-95","","","","","","","C","","","","","W",1995-01-16,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16436","X-","AHY","F","Aceitillar","31-Jan-97","","","","","","","","","C","","","W",1997-01-31,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22540","AX-YR","AHY","F","Aceitillar","3-Mar-94","","","","","","CS","","","","","","",1994-03-03,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82560","XA-GG","AHY","F","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82555","XY-AY","AHY","M","Aceitillar","8-Nov-93","","","","C","","","","","","","","W",1993-11-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82553","AX-AG","HY","M","Aceitillar","8-Nov-93","","","","C","","","","","","","","W",1993-11-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2110-80982","YX-GA","AHY","M","Aceitillar","2-Mar-94","","","","","","CS","S","","","","","",1994-03-02,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2200-16446","X-","AHY","M","Aceitillar","2-Feb-97","","","","","","","","","C","","","W",1997-02-02,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82568","GX-YG","HY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22677","YG-XY","AHY","F","Aceitillar","21-Jan-94","","","","","C","S","S","","","","","",1994-01-21,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82564","XY-RG","HY","M","Aceitillar","9-Nov-93","","","","C","","","","","","","","W",1993-11-09,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1950-82556","XY-GR","HY","M","Aceitillar","8-Nov-93","","","","CC","","","","","","","","",1993-11-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22539","XY-RA","AHY","F","Aceitillar","3-Mar-94","","","","","","C","","","","","","W",1994-03-03,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82051","RB-XP","AHY","F","Aceitillar","20-Nov-92","CS","","","","","","","","","","","",1992-11-20,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-20626","WX-WR","HY","F","Aceitillar","27-Jan-95","","","","","","","C","","","","","W",1995-01-27,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-19002","YY-XW","HY","M","Aceitillar","16-Jan-95","","","","","","","C","","","","","W",1995-01-16,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82036","XP-PB","HY","M","Aceitillar","19-Nov-92","CS","S","","S","S","S","","","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2140-19003","XY-WW","AHY","F","Aceitillar","16-Jan-95","","","","","","","C","","","","","W",1995-01-16,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2390-24040","YB-XP","HY","M","Aceitillar","23-Jan-93","","C","","","","","","","","","","W",1993-01-23,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1950-82030","PY-XP","HY","M","Aceitillar","19-Nov-92","C","","","S","","","","C","","","","",1992-11-19,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22668","YA-XG","HY","F","Aceitillar","17-Jan-94","","","","","C","","","","","","","W",1994-01-17,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2140-19007","XR-WW","AHY","F","Aceitillar","17-Jan-95","","","","","","","C","","","","","W",1995-01-17,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","2390-24336","XY-RR","AHY","M","Aceitillar","5-Mar-93","","","C","","","","","","","","","W",1993-03-05,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22545","YG-XR","HY","M","Aceitillar","8-Mar-94","","","","","","C","","","","","","W",1994-03-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","2390-24047","XR-BR","AHY","M","Aceitillar","23-Jan-93","","C","","","","","","","","","","W",1993-01-23,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22542","XR-RA","AHY","M","Aceitillar","4-Mar-94","","","","","","C","","","","","","W",1994-03-04,"mig","Cape May Warbler","M","EF","N","B1"
"CMWA","1760-22544","GX-GY","HY","F","Aceitillar","8-Mar-94","","","","","","C","","","","","","W",1994-03-08,"mig","Cape May Warbler","M","EF","N","B2"
"CMWA","1760-22543","YR-AX","AHY","M","Aceitillar","8-Mar-94","","","","","","C","","","","","","W",1994-03-08,"mig","Cape May Warbler","M","EF","N","B2"
"COYE","2390-24348","XB-RY","AHY","M","Aceitillar","11-Mar-93","","","C","","","","","","","","","",1993-03-11,"mig","Common Yellowthroat","M","SF","I","B1"
"GABU","1511-43428","X-","HY",NA,"Aceitillar","19-Nov-92","CC","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43430","X-","HY",NA,"Aceitillar","19-Nov-92","C","","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43942","X-","AHY","F","Aceitillar","8-Nov-93","","","","C","","C","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43940","X-","AHY","M","Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44011","X-","HY",NA,"Aceitillar","19-Jan-93","","C","","","","","","","","","","",1993-01-19,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43954","X-","HY","F","Aceitillar","9-Nov-93","","","","C","","","C","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43935","X-","AHY","M","Aceitillar","8-Nov-93","","","","C","C","C","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44024","X-","HY","M","Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43953","X-","HY",NA,"Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43435","X-","HY",NA,"Aceitillar","19-Nov-92","C","C","","","","","","","","","","",1992-11-19,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44155","X-","HY",NA,"Aceitillar","8-Mar-94","","","","","","C","","","","","","",1994-03-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43869","X-","AHY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43854","X-","HY",NA,"Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02554","X-","HY","M","Aceitillar","15-Jan-94","","","","","C","C","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43407","X-(Y)","HY","M","Aceitillar","13-Nov-92","CS","","","","S","","C","","","","","",1992-11-13,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44205","X-","HY",NA,"Aceitillar","16-Jan-95","","","","","","","C","","","","","",1995-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44031","X-","HY",NA,"Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02594","X-","AHY","F","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43937","X-","HY",NA,"Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02556","X-","HY",NA,"Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02588","X-","AHY","M","Aceitillar","21-Jan-94","","","","","C","","","","","","","",1994-01-21,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43442","X-","HY",NA,"Aceitillar","20-Nov-92","C","","","","","","","","","","","",1992-11-20,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43868","X-","AHY","F","Aceitillar","9-Mar-93","","","C","","","","","","","","","",1993-03-09,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44026","X-","AHY",NA,"Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02566","X-","AHY","F","Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1521-02576","X-","AHY","F","Aceitillar","16-Jan-94","","","","","C","","","","","","","",1994-01-16,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44043","X-","AHY","M","Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-43936","X-","AHY","F","Aceitillar","8-Nov-93","","","","C","","","","","","","","",1993-11-08,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-44047","X-","AHY","M","Aceitillar","24-Jan-93","","C","","","","","","","","","","",1993-01-24,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1521-02557","X-","HY",NA,"Aceitillar","15-Jan-94","","","","","C","","","","","","","",1994-01-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43408","X-R","AHY","F","Aceitillar","13-Nov-92","C","S","C","","","","","","","","","",1992-11-13,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43829","X-","HY",NA,"Aceitillar","4-Mar-93","","","CC","","","","","","","","","",1993-03-04,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43947","X-","AHY",NA,"Aceitillar","9-Nov-93","","","","C","","","","","","","","",1993-11-09,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43960","X-","HY",NA,"Aceitillar","10-Nov-93","","","","C","","","","","","","","",1993-11-10,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43838","X-","AHY","F","Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43420","X-R","AHY",NA,"Aceitillar","18-Nov-92","C","","","","","","","","","","","",1992-11-18,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1511-43405","BB-XB","AHY","M","Aceitillar","13-Nov-92","C","CS","","","S","C","","","","","","",1992-11-13,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43419","XB-RY","HY",NA,"Aceitillar","15-Nov-92","C","","","","","","","","","","","",1992-11-15,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1591-43837","X-","AHY","F","Aceitillar","5-Mar-93","","","C","","","","","","","","","",1993-03-05,"res","Greater Antillean Bullfinch","R","EF","O","B2"
"GABU","1511-43440","X-","HY",NA,"Aceitillar","20-Nov-92","C","","","","","","","","","","","",1992-11-20,"res","Greater Antillean Bullfinch","R","EF","O","B1"
"GABU","1591-44030","X-","AHY","M","Aceitillar","20-Jan-93","","C","","","","","","","","","","",1993-01-20,"res","Greater Antillean Bullfinch","R","EF","O","B2"
